position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1,Mario Kart,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,173.41m,N/A,N/A,N/A,N/A,N/A,01st Sep 92  ,20th Feb 20
2,Need for Speed,Series,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,150.00m,N/A,N/A,N/A,N/A,N/A,31st Aug 94  ,24th Feb 20
3,Gran Turismo,Series,Sony Interactive Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,90.00m,N/A,N/A,N/A,N/A,N/A,12th May 98  ,05th Feb 20
4,Mario Kart 8 Deluxe,NS,Nintendo  ,Nintendo EPD  ,N/A  ,9.3  ,N/A  ,52.00m,N/A,N/A,N/A,N/A,N/A,28th Apr 17  ,19th Nov 18
5,Mario Kart Wii,Wii,Nintendo  ,Nintendo EAD  ,8.7  ,8.2  ,9.1  ,37.38m,N/A,N/A,N/A,N/A,N/A,27th Apr 08  ,11th Apr 18
6,Mario Kart DS,DS,Nintendo  ,Nintendo EAD  ,N/A  ,9.1  ,9.4  ,23.60m,N/A,N/A,N/A,N/A,N/A,14th Nov 05  ,N/A
7,Driver,Series,GT Interactive  ,Ubisoft Reflections  ,N/A  ,N/A  ,N/A  ,19.00m,N/A,N/A,N/A,N/A,N/A,30th Jun 99  ,09th Feb 20
8,Mario Kart 7,3DS,Nintendo  ,Nintendo EAD / Retro Studios  ,9.0  ,8.2  ,N/A  ,18.98m,N/A,N/A,N/A,N/A,N/A,04th Dec 11  ,N/A
9,Midnight Club,Series,Rockstar Games  ,Rockstar San Diego  ,N/A  ,N/A  ,N/A  ,18.50m,N/A,N/A,N/A,N/A,N/A,26th Oct 00  ,15th Feb 20
10,Need for Speed: Most Wanted,All,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,17.80m,N/A,N/A,N/A,N/A,N/A,15th Nov 05  ,20th Oct 20
11,Need for Speed: Carbon,All,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,15.60m,N/A,N/A,N/A,N/A,N/A,30th Oct 06  ,30th Aug 21
12,Burnout,Series,EA Sports  ,Criterion Games  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,01st Nov 01  ,23rd Feb 20
13,Need for Speed: Underground,All,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,17th Nov 03  ,20th Oct 20
14,Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,9.3  ,N/A  ,14.89m,N/A,N/A,N/A,N/A,N/A,09th Jul 01  ,N/A
15,Assetto Corsa,All,Kunos Simulazioni  ,Kunos Simulazioni  ,N/A  ,N/A  ,N/A  ,12.00m,N/A,N/A,N/A,N/A,N/A,19th Dec 14  ,31st May 21
16,Gran Turismo 5,PS3,Sony Computer Entertainment  ,Polyphony Digital  ,8.8  ,8.3  ,N/A  ,11.95m,N/A,N/A,N/A,N/A,N/A,24th Nov 10  ,N/A
17,Gran Turismo 4,PS2,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,8.7  ,N/A  ,11.76m,N/A,N/A,N/A,N/A,N/A,22nd Feb 05  ,N/A
18,Need for Speed: Underground 2,All,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,11.00m,N/A,N/A,N/A,N/A,N/A,09th Nov 04  ,20th Oct 20
19,Need for Speed: ProStreet,All,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,10.90m,N/A,N/A,N/A,N/A,N/A,14th Nov 07  ,20th Oct 20
20,Gran Turismo,PS,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,9.5  ,N/A  ,10.85m,N/A,N/A,N/A,N/A,N/A,30th Apr 98  ,N/A
21,MX vs. ATV,Series,THQ Nordic  ,Rainbow Studios  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,05th Feb 01  ,26th Apr 20
22,Mario Kart 64,N64,Nintendo  ,Nintendo EAD  ,N/A  ,8.5  ,N/A  ,9.87m,N/A,N/A,N/A,N/A,N/A,10th Feb 97  ,N/A
23,Gran Turismo 2,PS,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,9.2  ,N/A  ,9.37m,N/A,N/A,N/A,N/A,N/A,17th Jan 99  ,N/A
24,Need for Speed: Undercover,All,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,8.90m,N/A,N/A,N/A,N/A,N/A,18th Nov 08  ,20th Oct 20
25,Super Mario Kart,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,10.0  ,N/A  ,8.76m,N/A,N/A,N/A,N/A,N/A,01st Sep 92  ,N/A
26,Mario Kart 8,WiiU,Nintendo  ,Nintendo  ,8.4  ,8.8  ,N/A  ,8.46m,N/A,N/A,N/A,N/A,N/A,30th May 14  ,02nd Aug 20
27,Cars,All,THQ  ,Rainbow Studios  ,N/A  ,N/A  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,06th Jun 06  ,27th Feb 21
28,Moto Racer,Series,Electronic Arts  ,SK Software International  ,N/A  ,N/A  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,03rd Sep 97  ,15th Feb 20
29,Need for Speed Underground,PS2,Electronic Arts  ,EA Black Box  ,N/A  ,8.6  ,N/A  ,N/A,7.20m,3.27m,2.83m,0.08m,1.02m,17th Nov 03  ,N/A
30,DiRT,Series,Codemasters  ,Codemasters  ,N/A  ,N/A  ,N/A  ,7.00m,N/A,N/A,N/A,N/A,N/A,19th Jun 07  ,26th Jan 21
31,Project Gotham Racing,Series,Sega  ,Bizarre Creations  ,N/A  ,N/A  ,N/A  ,7.00m,N/A,N/A,N/A,N/A,N/A,15th Jan 01  ,14th Feb 20
32,Need for Speed Underground 2,PS2,Electronic Arts  ,EA Black Box  ,N/A  ,8.3  ,N/A  ,N/A,6.90m,2.71m,3.02m,0.08m,1.09m,15th Nov 04  ,N/A
33,Mario Kart: Double Dash!!,GC,Nintendo  ,Nintendo EAD  ,N/A  ,8.5  ,N/A  ,6.88m,N/A,N/A,N/A,N/A,N/A,17th Nov 03  ,N/A
34,Diddy Kong Racing,Series,Nintendo  ,Rare Ltd.  ,N/A  ,N/A  ,N/A  ,6.47m,N/A,N/A,N/A,N/A,N/A,24th Nov 97  ,22nd Feb 20
35,MotorStorm,Series,Sony Interactive Entertainment  ,Evolution Studios  ,N/A  ,N/A  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,06th Mar 07  ,27th Mar 20
36,Project Gotham Racing,XB,Microsoft  ,Bizarre Creations  ,N/A  ,8.4  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,14th Nov 01  ,N/A
37,Mario Kart: Super Circuit,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,9.3  ,N/A  ,5.91m,N/A,N/A,N/A,N/A,N/A,26th Aug 01  ,N/A
38,Forza Motorsport 3,X360,Microsoft Game Studios  ,Turn 10 Studios  ,N/A  ,9.2  ,9.8  ,N/A,5.50m,2.99m,1.90m,0.10m,0.51m,27th Oct 09  ,N/A
39,Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment  ,Polyphony Digital  ,8.4  ,8.3  ,N/A  ,5.35m,N/A,N/A,N/A,N/A,N/A,15th Apr 08  ,N/A
40,Gran Turismo 6,PS3,Sony Computer Entertainment America  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,5.22m,N/A,N/A,N/A,N/A,N/A,06th Dec 13  ,18th Apr 18
41,Ridge Racer,Series,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,5.13m,N/A,N/A,N/A,N/A,N/A,01st Dec 93  ,02nd Mar 21
42,F-Zero,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,23rd Aug 91  ,21st Apr 21
43,Need for Speed: Hot Pursuit (2010),All,Electronic Arts  ,Criterion Games  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,16th Nov 10  ,20th Oct 20
44,Diddy Kong Racing,N64,Nintendo  ,Rare Ltd.  ,N/A  ,8.3  ,N/A  ,4.88m,N/A,N/A,N/A,N/A,N/A,24th Nov 97  ,N/A
45,Crash Team Racing,PS,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,9.2  ,N/A  ,N/A,4.79m,2.57m,1.57m,0.44m,0.21m,30th Sep 99  ,N/A
46,The Simpsons: Hit & Run,PS2,VU Games  ,Radical Entertainment  ,N/A  ,7.7  ,N/A  ,N/A,4.70m,1.73m,2.19m,N/A,0.79m,16th Sep 03  ,N/A
47,Gran Turismo,PSP,Sony Computer Entertainment  ,Polyphony Digital  ,7.5  ,7.7  ,9.5  ,4.67m,N/A,N/A,N/A,N/A,N/A,01st Oct 09  ,N/A
48,Forza Motorsport 4,X360,Microsoft Studios  ,Turn 10 Studio  ,9.0  ,9.1  ,N/A  ,N/A,4.60m,2.08m,1.98m,0.06m,0.49m,11th Oct 11  ,N/A
49,Need for Speed: Most Wanted,PS2,Electronic Arts  ,EA Canada  ,N/A  ,8.6  ,N/A  ,N/A,4.37m,2.03m,1.79m,0.08m,0.47m,15th Nov 05  ,N/A
50,Excitebike,NES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,4.16m,N/A,N/A,N/A,N/A,N/A,18th Oct 85  ,N/A
51,Forza Motorsport 2,X360,Microsoft Game Studios  ,Turn 10 Studios  ,N/A  ,9.1  ,N/A  ,N/A,4.05m,2.35m,1.27m,0.03m,0.41m,29th May 07  ,N/A
52,Need for Speed Rivals,All,Electronic Arts  ,Ghost Games  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,15th Nov 13  ,20th Oct 20
53,Need for Speed: Shift,All,Electronic Arts  ,Slightly Mad Studios  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,15th Sep 09  ,15th Oct 20
54,Gran Turismo Sport,PS4,Sony Interactive Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,N/A,3.77m,0.63m,2.35m,0.24m,0.54m,17th Oct 17  ,13th Jan 18
55,Midnight Club 3: DUB Edition,PSP,Rockstar Games  ,Rockstar Leeds  ,N/A  ,7.2  ,N/A  ,N/A,3.66m,1.65m,1.22m,N/A,0.79m,27th Jun 05  ,N/A
56,The Simpsons: Road Rage,PS2,Electronic Arts  ,Radical Entertainment  ,N/A  ,6.1  ,N/A  ,N/A,3.61m,2.02m,1.17m,N/A,0.42m,24th Nov 01  ,N/A
57,F-1 Race,GB,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,3.41m,N/A,N/A,N/A,N/A,N/A,01st Feb 91  ,N/A
58,Gran Turismo (PSP),PSP,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,N/A,3.27m,0.51m,1.59m,0.31m,0.86m,01st Oct 09  ,03rd Jan 18
59,Need for Speed III: Hot Pursuit,PS,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,3.12m,2.14m,0.86m,N/A,0.13m,25th Mar 98  ,N/A
60,Star Wars Episode I Racer,N64,LucasArts  ,LucasArts  ,N/A  ,8.7  ,N/A  ,3.12m,N/A,N/A,N/A,N/A,N/A,19th May 99  ,N/A
61,MotorStorm,PS3,Sony Computer Entertainment  ,Evolution Studios  ,8.5  ,8.2  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,06th Mar 07  ,N/A
62,Rally Championship,Series,Electronic Arts  ,Red Rat Software  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,31st Jan 00  ,28th Feb 20
63,Wave Race 64,N64,Nintendo  ,Nintendo EAD  ,N/A  ,9.2  ,N/A  ,2.94m,N/A,N/A,N/A,N/A,N/A,05th Nov 96  ,N/A
64,Colin McRae Rally,PS,Sony Computer Entertainment  ,Codemasters  ,N/A  ,7.9  ,N/A  ,N/A,2.87m,0.09m,2.43m,0.12m,0.22m,31st Jan 00  ,N/A
65,F-Zero,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.85m,N/A,N/A,N/A,N/A,N/A,13th Aug 91  ,N/A
66,Gran Turismo (PSP),PSN,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,7.8  ,N/A  ,N/A,2.82m,0.43m,0.91m,0.31m,1.16m,01st Oct 09  ,N/A
67,Need for Speed: Hot Pursuit,PS3,Electronic Arts  ,Criterion Games  ,8.3  ,8.9  ,N/A  ,N/A,2.81m,1.05m,1.24m,0.03m,0.49m,16th Nov 10  ,N/A
68,Need for Speed: Most Wanted (2012),PS3,Electronic Arts  ,Criterion Games  ,N/A  ,N/A  ,N/A  ,N/A,2.74m,0.71m,1.52m,0.06m,0.45m,30th Oct 12  ,19th Dec 18
69,Need for Speed (2015),PS4,Electronic Arts  ,Ghost Games  ,N/A  ,7.0  ,N/A  ,N/A,2.72m,0.59m,1.66m,0.06m,0.41m,03rd Nov 15  ,03rd Apr 18
70,Burnout 3: Takedown,PS2,Electronic Arts  ,Criterion Games  ,N/A  ,9.3  ,N/A  ,N/A,2.68m,1.23m,1.11m,N/A,0.34m,07th Sep 04  ,N/A
71,Need for Speed: Shift,PS3,Electronic Arts  ,Slightly Mad Studios  ,8.6  ,8.2  ,N/A  ,N/A,2.65m,0.69m,1.40m,0.04m,0.52m,15th Sep 09  ,N/A
72,Midnight Club: Street Racing,PS2,Rockstar Games  ,Angel Studios  ,N/A  ,N/A  ,N/A  ,N/A,2.63m,2.00m,0.47m,0.02m,0.14m,25th Oct 00  ,N/A
73,Crazy Taxi,PS2,Acclaim Entertainment  ,Hitmaker  ,N/A  ,8.2  ,N/A  ,N/A,2.52m,1.13m,1.12m,0.06m,0.22m,14th May 01  ,N/A
74,Midnight Club: Los Angeles,PS3,Rockstar Games  ,Rockstar San Diego  ,N/A  ,8.3  ,N/A  ,N/A,2.50m,1.59m,0.54m,0.05m,0.33m,20th Oct 08  ,N/A
75,Forza Horizon 3,XOne,Microsoft Studios  ,Playground Games  ,N/A  ,9.0  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,27th Sep 16  ,13th Jan 18
76,Pure,X360,Disney Interactive Studios  ,Black Rock Studio  ,N/A  ,8.3  ,N/A  ,N/A,2.47m,1.38m,0.84m,0.00m,0.25m,16th Sep 08  ,N/A
77,Twisted Metal 2,PS,Sony Computer Entertainment  ,SingleTrac  ,N/A  ,8.7  ,N/A  ,N/A,2.44m,2.12m,0.25m,N/A,0.07m,31st Oct 96  ,N/A
78,Sonic & Sega All-Stars Racing,Series,Sega  ,Sumo Digital  ,N/A  ,N/A  ,N/A  ,2.43m,N/A,N/A,N/A,N/A,N/A,23rd Feb 10  ,13th Nov 20
79,Need for Speed Carbon: Own the City,PSP,Electronic Arts  ,EA Black Box  ,N/A  ,7.4  ,N/A  ,N/A,2.42m,0.87m,0.97m,N/A,0.58m,31st Oct 06  ,N/A
80,ATV Offroad Fury,PS2,Sony Computer Entertainment  ,Rainbow Studios  ,N/A  ,8.4  ,N/A  ,N/A,2.41m,2.07m,0.26m,N/A,0.08m,05th Feb 01  ,N/A
81,Need for Speed: ProStreet,PS2,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,N/A,2.41m,0.69m,0.00m,0.04m,1.68m,13th Nov 07  ,N/A
82,Forza Motorsport 5,XOne,Microsoft Studios  ,Turn 10 Studios  ,N/A  ,N/A  ,N/A  ,N/A,2.40m,1.28m,0.90m,0.01m,0.21m,22nd Nov 13  ,15th Jan 18
83,Midnight Club: Los Angeles,X360,Rockstar Games  ,Rockstar San Diego  ,N/A  ,8.0  ,N/A  ,N/A,2.40m,1.72m,0.45m,0.01m,0.22m,20th Oct 08  ,N/A
84,Need for Speed: High Stakes,PS,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,2.31m,1.58m,0.64m,N/A,0.09m,01st Mar 99  ,N/A
85,Need for Speed Underground 2,XB,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,N/A,2.28m,1.38m,0.80m,N/A,0.10m,15th Nov 04  ,N/A
86,Project CARS,Series,Bandai Namco Entertainment  ,Slightly Mad Studios  ,N/A  ,N/A  ,N/A  ,2.26m,N/A,N/A,N/A,N/A,N/A,06th May 15  ,17th Mar 20
87,Need for Speed: Hot Pursuit,X360,Electronic Arts  ,Criterion Games  ,N/A  ,8.8  ,N/A  ,N/A,2.20m,1.03m,0.96m,0.00m,0.21m,16th Nov 10  ,N/A
88,Need for Speed: Payback,PS4,Electronic Arts  ,Ghost Games  ,N/A  ,5.8  ,N/A  ,N/A,2.18m,0.62m,1.18m,0.04m,0.34m,10th Nov 17  ,04th Apr 18
89,ATV Offroad Fury 2,PS2,Sony Computer Entertainment  ,Rainbow Studios  ,N/A  ,8.7  ,N/A  ,N/A,2.18m,1.92m,0.20m,N/A,0.06m,09th Nov 02  ,N/A
90,Need for Speed Rivals,PS4,Electronic Arts  ,Ghost Games  ,6.5  ,N/A  ,N/A  ,N/A,2.17m,0.75m,1.04m,0.03m,0.35m,15th Nov 13  ,16th Jan 18
91,R.C. Pro-Am,NES,Nintendo  ,Rare Ltd.  ,N/A  ,N/A  ,N/A  ,2.14m,N/A,N/A,N/A,N/A,N/A,01st Feb 88  ,N/A
92,Need for Speed: Hot Pursuit 2,PS2,Electronic Arts  ,EA Seattle  ,N/A  ,8.7  ,N/A  ,N/A,2.11m,1.68m,0.31m,0.02m,0.09m,01st Oct 02  ,N/A
93,Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts  ,EA Black Box  ,N/A  ,7.4  ,N/A  ,N/A,2.09m,1.77m,0.13m,0.02m,0.17m,15th Nov 05  ,N/A
94,R4: Ridge Racer Type 4,PS,Namco  ,Namco  ,N/A  ,9.1  ,N/A  ,N/A,2.06m,0.68m,0.46m,0.79m,0.13m,04th May 99  ,N/A
95,Need for Speed: Undercover,PS3,Electronic Arts  ,EA Vancouver  ,6.0  ,5.9  ,N/A  ,N/A,2.06m,0.63m,1.01m,0.05m,0.38m,17th Nov 08  ,N/A
96,Need for Speed: ProStreet,X360,Electronic Arts  ,EA Black Box  ,N/A  ,7.1  ,N/A  ,N/A,2.05m,1.04m,0.79m,0.01m,0.21m,15th Nov 07  ,N/A
97,Need for Speed: ProStreet,PS3,Electronic Arts  ,EA Black Box  ,N/A  ,7.2  ,N/A  ,N/A,2.04m,0.73m,0.91m,0.04m,0.36m,13th Nov 07  ,N/A
98,PGR4 - Project Gotham Racing 4,X360,Microsoft Game Studios  ,Bizarre Creations  ,N/A  ,8.6  ,N/A  ,N/A,2.04m,0.48m,1.28m,0.02m,0.25m,02nd Oct 07  ,N/A
99,Need for Speed: The Run,PS3,Electronic Arts  ,EA Black Box  ,N/A  ,6.3  ,N/A  ,N/A,2.01m,0.58m,1.05m,0.03m,0.35m,15th Nov 11  ,N/A
100,Carmageddon,All,Interplay Productions  ,Stainless Games  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,30th Jun 97  ,23rd Jan 21
101,Carmageddon,Series,Interplay Productions  ,Stainless Games  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,30th Jun 97  ,28th Feb 20
102,Driveclub,PS4,Sony Computer Entertainment  ,Evolution Studios  ,5.8  ,7.2  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,07th Oct 14  ,25th Sep 18
103,Hot Wheels Unleashed,All,Milestone  ,Milestone  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,30th Sep 21  ,22nd Dec 21
104,Project CARS,All,Bandai Namco Entertainment  ,Slightly Mad Studios  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,06th May 15  ,22nd Jan 21
105,The Crew,All,Ubisoft  ,Ivory Tower  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,02nd Dec 14  ,24th Apr 21
106,Trials HD,XBL,Microsoft  ,"RedLynx, Ltd.  ",8.5  ,8.6  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,12th Aug 09  ,N/A
107,Rad Racer,NES,Nintendo  ,SquareSoft  ,N/A  ,N/A  ,N/A  ,1.96m,N/A,N/A,N/A,N/A,N/A,01st Jan 87  ,N/A
108,Crash Nitro Kart,PS2,VU Games  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,1.95m,0.74m,1.01m,N/A,0.20m,13th Nov 03  ,N/A
109,Burnout Paradise,PS3,Electronic Arts  ,Criterion Games  ,N/A  ,9.0  ,N/A  ,N/A,1.95m,1.01m,0.63m,0.02m,0.28m,22nd Jan 08  ,N/A
110,Forza Horizon,X360,Microsoft Studios  ,Playground Games  ,N/A  ,N/A  ,N/A  ,N/A,1.94m,0.82m,0.94m,0.04m,0.16m,23rd Oct 12  ,16th Jan 18
111,Jet Moto 2,PS,Sony Computer Entertainment  ,SingleTrac  ,N/A  ,N/A  ,N/A  ,N/A,1.94m,1.41m,0.42m,0.03m,0.07m,31st Oct 97  ,N/A
112,MX Unleashed,PS2,THQ  ,Rainbow Studios  ,N/A  ,N/A  ,N/A  ,N/A,1.92m,0.94m,0.73m,N/A,0.25m,17th Feb 04  ,N/A
113,Need for Speed: Shift,X360,Electronic Arts  ,Slightly Mad Studios  ,8.6  ,8.2  ,N/A  ,N/A,1.91m,0.73m,0.96m,0.01m,0.22m,15th Sep 09  ,N/A
114,Gran Turismo Concept 2001 Tokyo,PS2,Unknown  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,N/A,1.84m,N/A,1.10m,0.42m,0.33m,N/A  ,N/A
115,Forza Horizon 4,XOne,Microsoft Studios  ,Playground Games  ,N/A  ,9.2  ,N/A  ,N/A,1.84m,0.74m,0.95m,0.01m,0.15m,02nd Oct 18  ,01st Oct 18
116,Jet Moto,PS,Sony Computer Entertainment  ,SingleTrac  ,N/A  ,N/A  ,N/A  ,N/A,1.83m,1.33m,0.40m,0.03m,0.07m,31st Oct 96  ,N/A
117,Crazy Taxi,DC,Sega  ,Hitmaker  ,N/A  ,9.3  ,N/A  ,N/A,1.81m,1.10m,0.51m,0.12m,0.08m,24th Jan 00  ,N/A
118,Test Drive Unlimited 2,All,Atari  ,Eden Games  ,N/A  ,N/A  ,N/A  ,1.80m,N/A,N/A,N/A,N/A,N/A,08th Feb 11  ,23rd Apr 21
119,The Crew,PS4,Ubisoft  ,Ubisoft Reflections  ,N/A  ,N/A  ,N/A  ,N/A,1.79m,0.44m,1.04m,0.03m,0.27m,02nd Dec 14  ,04th Jan 18
120,Midnight Club II,PS2,Rockstar Games  ,Rockstar San Diego  ,N/A  ,N/A  ,N/A  ,N/A,1.78m,1.25m,0.29m,N/A,0.24m,09th Apr 03  ,N/A
121,Cruis'n USA,N64,Nintendo  ,Midway Games  ,N/A  ,N/A  ,N/A  ,1.72m,N/A,N/A,N/A,N/A,N/A,03rd Dec 96  ,N/A
122,Need for Speed Underground,XB,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,N/A,1.71m,1.09m,0.55m,N/A,0.07m,17th Nov 03  ,N/A
123,Formula 1 (1996),All,Psygnosis  ,Bizarre Creations  ,N/A  ,N/A  ,N/A  ,1.70m,N/A,N/A,N/A,N/A,N/A,30th Sep 96  ,17th Jul 21
124,Need for Speed: Undercover,X360,Electronic Arts  ,EA Vancouver  ,6.0  ,6.3  ,N/A  ,N/A,1.69m,0.80m,0.70m,0.01m,0.18m,17th Nov 08  ,N/A
125,PGR: Project Gotham Racing 2,XB,Microsoft Game Studios  ,Bizarre Creations  ,N/A  ,8.9  ,N/A  ,N/A,1.67m,0.97m,0.59m,0.04m,0.07m,17th Nov 03  ,N/A
126,Spy Hunter,PS2,Midway Games  ,Paradigm Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,1.67m,1.13m,0.32m,N/A,0.22m,24th Sep 01  ,N/A
127,Need for Speed Carbon,X360,Electronic Arts  ,EA Black Box  ,N/A  ,7.9  ,N/A  ,N/A,1.65m,0.76m,0.69m,0.02m,0.18m,31st Oct 06  ,N/A
128,Sled Storm,PS,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,1.62m,0.90m,0.61m,N/A,0.11m,10th Aug 99  ,N/A
129,Midnight Club 3: DUB Edition (America/Others Sales),PS2,Rockstar Games  ,Rockstar San Diego  ,N/A  ,N/A  ,N/A  ,N/A,1.60m,1.30m,0.23m,N/A,0.07m,11th Apr 05  ,N/A
130,F-1 World Grand Prix,N64,Video System  ,Paradigm Entertainment  ,N/A  ,N/A  ,N/A  ,1.60m,N/A,N/A,N/A,N/A,N/A,31st Jul 98  ,N/A
131,Diddy Kong Racing DS,DS,Nintendo  ,Rare Ltd.  ,N/A  ,5.1  ,N/A  ,1.59m,N/A,N/A,N/A,N/A,N/A,05th Feb 07  ,N/A
132,NASCAR 2000,PS,EA Sports  ,Stormfront Studios  ,N/A  ,N/A  ,N/A  ,N/A,1.59m,0.88m,0.60m,N/A,0.10m,30th Sep 99  ,N/A
133,Mario Kart Live: Home Circuit,NS,Nintendo  ,Velan Studios  ,N/A  ,N/A  ,N/A  ,1.58m,N/A,N/A,N/A,N/A,N/A,16th Oct 20  ,03rd Sep 20
134,Smuggler's Run,PS2,Rockstar Games  ,Rockstar San Diego  ,N/A  ,N/A  ,N/A  ,N/A,1.56m,0.77m,0.60m,N/A,0.20m,25th Oct 00  ,N/A
135,Stuntman,PS2,Atari  ,Reflections Interactive  ,N/A  ,N/A  ,N/A  ,N/A,1.55m,0.76m,0.59m,N/A,0.20m,23rd Jun 02  ,N/A
136,Need for Speed: Most Wanted (2012),X360,Electronic Arts  ,Criterion Games  ,N/A  ,N/A  ,N/A  ,N/A,1.54m,0.62m,0.79m,0.01m,0.12m,30th Oct 12  ,19th Dec 18
137,NASCAR 98,PS,EA Sports  ,Stormfront Studios  ,N/A  ,N/A  ,N/A  ,N/A,1.52m,1.43m,0.05m,N/A,0.04m,01st Jan 97  ,N/A
138,F1 Race,NES,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,1.52m,N/A,N/A,N/A,N/A,N/A,02nd Nov 84  ,N/A
139,NASCAR 99,PS,EA Sports  ,Stormfront Studios  ,N/A  ,N/A  ,N/A  ,N/A,1.52m,1.45m,0.04m,N/A,0.04m,30th Sep 98  ,N/A
140,Forza Motorsport 7,XOne,Microsoft Studios  ,Turn 10 Studios  ,N/A  ,8.9  ,N/A  ,N/A,1.52m,0.58m,0.81m,0.01m,0.12m,03rd Oct 17  ,12th Jan 18
141,Sonic Rivals 2,PSP,Sega  ,Backbone Entertainment  ,N/A  ,6.4  ,N/A  ,N/A,1.52m,0.44m,0.70m,N/A,0.37m,13th Nov 07  ,N/A
142,Tokyo Xtreme Racer Zero,PS2,Crave Entertainment  ,Genki  ,N/A  ,N/A  ,N/A  ,N/A,1.50m,0.66m,0.52m,0.15m,0.17m,28th May 01  ,N/A
143,Forza Horizon 2,XOne,Microsoft Studios  ,Playground Games  ,N/A  ,N/A  ,N/A  ,N/A,1.46m,0.56m,0.79m,0.01m,0.11m,30th Sep 14  ,24th Mar 18
144,Sonic & SEGA All-Stars Racing,Wii,Sega  ,Sumo Digital  ,8.0  ,7.9  ,N/A  ,N/A,1.45m,0.61m,0.69m,N/A,0.15m,23rd Feb 10  ,N/A
