position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1,Worms,Series,Team17  ,Team17  ,N/A  ,N/A  ,N/A  ,75.00m,N/A,N/A,N/A,N/A,N/A,31st Oct 95  ,26th Jan 21
2,Civilization,Series,Microprose  ,Firaxis Games  ,N/A  ,N/A  ,N/A  ,65.00m,N/A,N/A,N/A,N/A,N/A,01st Sep 91  ,05th Feb 20
3,Total War,Series,Sega  ,Creative Assembly  ,N/A  ,N/A  ,N/A  ,42.70m,N/A,N/A,N/A,N/A,N/A,13th Jun 00  ,07th Feb 20
4,Age of Empires,Series,Microsoft  ,Ensemble Studios  ,N/A  ,N/A  ,N/A  ,30.82m,N/A,N/A,N/A,N/A,N/A,15th Oct 97  ,12th Mar 20
5,Command & Conquer,Series,Electronic Arts  ,Westwood Studios  ,N/A  ,N/A  ,N/A  ,30.00m,N/A,N/A,N/A,N/A,N/A,26th Sep 95  ,23rd Feb 20
6,Yu-Gi-Oh!,Series,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,21.80m,N/A,N/A,N/A,N/A,N/A,20th Mar 02  ,12th Jan 21
7,StarCraft,Series,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,19.10m,N/A,N/A,N/A,N/A,N/A,31st Mar 98  ,18th Feb 20
8,WarCraft,Series,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,19.00m,N/A,N/A,N/A,N/A,N/A,23rd Nov 94  ,21st Mar 20
9,Fire Emblem,Series,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,N/A  ,13.78m,N/A,N/A,N/A,N/A,N/A,03rd Nov 03  ,23rd Jul 21
10,Civilization VI,All,2K Games  ,Firaxis Games  ,N/A  ,N/A  ,N/A  ,11.00m,N/A,N/A,N/A,N/A,N/A,21st Oct 16  ,31st Oct 20
11,StarCraft,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,8.7  ,N/A  ,11.00m,N/A,N/A,N/A,N/A,N/A,01st Apr 98  ,23rd Nov 18
12,Nobunaga's Ambition,Series,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,10.20m,N/A,N/A,N/A,N/A,N/A,01st Mar 83  ,14th Feb 20
13,RollerCoaster Tycoon 3,PC,Atari  ,Frontier Developments  ,N/A  ,8.3  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,26th Oct 04  ,N/A
14,The Settlers,Series,Blue Byte  ,Blue Byte  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,30th Jun 93  ,10th Feb 20
15,Romance of the Three Kingdoms,Series,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,10th Dec 85  ,15th Feb 20
16,Sid Meier's Civilization V,PC,2K Games  ,Firaxis Games  ,8.5  ,8.9  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,21st Sep 10  ,N/A
17,"Warhammer 40,000: Dawn of War",Series,THQ  ,Relic Entertainment  ,N/A  ,N/A  ,N/A  ,7.00m,N/A,N/A,N/A,N/A,N/A,20th Sep 04  ,16th Nov 20
18,Pikmin,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,6.22m,N/A,N/A,N/A,N/A,N/A,02nd Dec 01  ,18th Aug 20
19,StarCraft II: Wings of Liberty,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,8.9  ,9.3  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,27th Jul 10  ,25th Jun 18
20,Age of Empires II: HD Edition,PC,Microsoft Studios  ,Hidden Path Entertainment  ,6.0  ,N/A  ,N/A  ,5.82m,N/A,N/A,N/A,N/A,N/A,09th Apr 13  ,02nd Oct 18
21,XCOM,Series,Microprose  ,Mythos Games  ,N/A  ,N/A  ,N/A  ,5.55m,N/A,N/A,N/A,N/A,N/A,01st Mar 94  ,10th Aug 22
22,Pokémon Stadium,N64,Nintendo  ,HAL Laboratory  ,N/A  ,7.5  ,N/A  ,5.46m,N/A,N/A,N/A,N/A,N/A,06th Mar 00  ,N/A
23,Warzone 2100,PS,Eidos Interactive  ,Pumpkin Studios  ,N/A  ,N/A  ,N/A  ,N/A,5.01m,2.79m,1.89m,N/A,0.33m,31st May 99  ,N/A
24,Close Combat,Series,Microsoft  ,Atomic Games  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,01st Jul 96  ,16th Aug 21
25,Worms,All,Ocean Software  ,Team17  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,17th Nov 95  ,26th Jan 21
26,This War of Mine,All,11 bit studios  ,11 bit studios  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,14th Nov 14  ,10th Jan 21
27,This War of Mine,Series,11 bit studios  ,11 bit studios  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,14th Nov 14  ,14th Mar 20
28,Warcraft III: Reign of Chaos,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,9.3  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,03rd Jul 02  ,23rd Nov 18
29,Company of Heroes,Series,THQ  ,Relic Entertainment  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,12th Sep 06  ,16th Nov 20
30,"Warhammer 40,000: Dawn of War",PC,THQ  ,Relic  ,N/A  ,8.8  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,20th Sep 04  ,N/A
31,Zoo Tycoon,PC,Microsoft  ,Blue Fang Games  ,N/A  ,7.1  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,18th Oct 01  ,N/A
32,Pokémon Trading Card Game,GB,Nintendo  ,Hudson Soft  ,N/A  ,8.3  ,N/A  ,3.72m,N/A,N/A,N/A,N/A,N/A,10th Apr 00  ,N/A
33,Commandos,Series,Eidos Interactive  ,Pyro Studios  ,N/A  ,N/A  ,N/A  ,3.30m,N/A,N/A,N/A,N/A,N/A,28th Aug 98  ,12th Feb 20
34,Age of Empires,PC,Microsoft  ,Ensemble Studios  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,30th Sep 97  ,N/A
35,Civilization II,All,Microprose  ,MicroProse  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,29th Feb 96  ,31st Oct 20
36,Command & Conquer,All,Virgin Interactive  ,Westwood Studios  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,26th Sep 95  ,08th Nov 20
37,Sid Meier's Civilization IV,PC,2K Games  ,Firaxis Games  ,N/A  ,9.4  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,25th Oct 05  ,N/A
38,Warcraft II: Tides of Darkness,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,9.3  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,30th Apr 96  ,N/A
39,Warcraft II: Tides of Darkness,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,30th Nov 95  ,N/A
40,Pokémon Stadium 2,N64,Nintendo  ,HAL Laboratory  ,N/A  ,7.9  ,N/A  ,2.54m,N/A,N/A,N/A,N/A,N/A,28th Mar 01  ,N/A
41,Black & White,PC,Electronic Arts  ,Lionhead Studios  ,N/A  ,9.3  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,26th Mar 01  ,N/A
42,Factorio,PC, Wube Software LTD.  , Wube Software LTD.  ,N/A  ,N/A  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,01st Jan 16  ,06th Feb 21
43,Lords of the Realm II,All,Sierra Online   ,Impressions Games  ,N/A  ,N/A  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,01st Nov 96  ,18th Mar 21
44,Warcraft III: The Frozen Throne,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,9.2  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,01st Jul 03  ,N/A
45,Command & Conquer: Tiberian Sun,PC,Westwood Studios  ,Westwood Studios  ,N/A  ,N/A  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,24th Aug 99  ,N/A
46,Theme Hospital,PC,Electronic Arts  ,Bullfrog Productions  ,N/A  ,5.5  ,N/A  ,N/A,2.40m,2.30m,0.10m,N/A,N/A,31st Mar 97  ,N/A
47,The Escapists,Series,Team17  ,Mouldy Toof Studios  ,N/A  ,N/A  ,N/A  ,2.29m,N/A,N/A,N/A,N/A,N/A,13th Feb 15  ,18th Feb 21
48,Pikmin 3 Deluxe,NS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,2.23m,N/A,N/A,N/A,N/A,N/A,30th Oct 20  ,05th Aug 20
49,Total War: WARHAMMER,PC,Sega  ,Creative Assembly  ,N/A  ,N/A  ,N/A  ,2.09m,N/A,N/A,N/A,N/A,N/A,24th May 16  ,30th May 18
50,Sim Theme Park,PC,Electronic Arts  ,Bullfrog Productions  ,N/A  ,8.1  ,N/A  ,N/A,2.08m,2.04m,0.04m,N/A,N/A,31st Oct 99  ,N/A
51,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Konami  ,Konami Computer Entertainment Japan  ,N/A  ,N/A  ,N/A  ,N/A,2.07m,1.64m,0.36m,N/A,0.07m,15th Oct 02  ,N/A
52,Plague Inc: Evolved,PC,Ndemic Creations  ,Ndemic Creations  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,31st Dec 20  ,02nd Feb 19
53,Age of Empires II: The Age of Kings,PC,Microsoft  ,Ensemble Studios  ,N/A  ,9.3  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,30th Sep 99  ,N/A
54,Age of Empires III,PC,Microsoft Game Studios  ,Ensemble Studios  ,N/A  ,8.3  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,18th Oct 05  ,N/A
55,Command & Conquer: Red Alert,PC,Virgin Interactive  ,Westwood Studios  ,N/A  ,9.3  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,01st Nov 96  ,N/A
56,Crusader Kings,Series,Paradox Interactive   ,Paradox Development  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,28th Sep 04  ,21st Feb 21
57,Mario + Rabbids: Kingdom Battle,NS,Ubisoft  ,Ubisoft Milan  ,N/A  ,8.3  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,29th Aug 17  ,24th Jan 18
58,Stellaris,PC,Paradox Interactive   ,Paradox Interactive  ,N/A  ,N/A  ,N/A  ,1.97m,N/A,N/A,N/A,N/A,N/A,09th May 16  ,22nd Sep 18
59,The Escapists,All,Team17  ,Mouldy Toof Studios  ,N/A  ,N/A  ,N/A  ,1.80m,N/A,N/A,N/A,N/A,N/A,13th Feb 15  ,18th Feb 21
60,Planetary Annihilation,PC,Nordic Games  ,Uber Entertainment  ,N/A  ,N/A  ,N/A  ,1.68m,N/A,N/A,N/A,N/A,N/A,05th Sep 14  ,04th Jan 19
61,Plants vs. Zombies,PC,PopCap Games  ,PopCap Games  ,8.4  ,9.0  ,N/A  ,1.65m,N/A,N/A,N/A,N/A,N/A,05th May 09  ,N/A
62,Yu-Gi-Oh! Duel Monsters,GB,Konami  ,Konami Computer Entertainment Shinjuku  ,N/A  ,N/A  ,N/A  ,N/A,1.61m,N/A,N/A,1.61m,0.01m,16th Dec 98  ,N/A
63,Pikmin,GC,Nintendo  ,Nintendo EAD  ,N/A  ,8.1  ,N/A  ,1.60m,N/A,N/A,N/A,N/A,N/A,03rd Dec 01  ,N/A
64,ShellShock Live,PC,Unknown  ,kChamp Games  ,N/A  ,N/A  ,N/A  ,1.53m,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Feb 19
65,Civilization,All,Microprose  ,MicroProse  ,N/A  ,N/A  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,01st Sep 91  ,31st Oct 20
66,Heroes of Might and Magic,Series,New World Computing  ,New World Computing  ,N/A  ,N/A  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,01st Sep 95  ,14th Mar 21
67,Railroad Tycoon II,PC,Gathering of Developers  ,PopTop Software  ,N/A  ,8.3  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,31st Oct 98  ,N/A
68,Slay the Spire,PC,Mega Crit Games  ,Mega Crit Games  ,N/A  ,N/A  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,23rd Jan 19  ,24th Mar 19
69,Stronghold,All,Take-Two Interactive  ,FireFly Studios  ,N/A  ,N/A  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,19th Oct 01  ,12th Mar 21
70,Stronghold,PC,Gathering of Developers  ,FireFly Studios  ,N/A  ,N/A  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,21st Oct 01  ,N/A
71,LEGO Battles: Ninjago,DS,Warner Bros. Interactive  ,Hellbent Games  ,N/A  ,5.0  ,N/A  ,N/A,1.48m,1.03m,0.33m,N/A,0.12m,12th Apr 11  ,N/A
72,Anno 2070,PC,Ubisoft  ,Blue Byte Studio  ,N/A  ,8.7  ,N/A  ,N/A,1.40m,N/A,1.14m,N/A,0.26m,17th Nov 11  ,N/A
73,Frostpunk,PC,11 bit studios  ,11 bit studios  ,N/A  ,N/A  ,N/A  ,1.40m,N/A,N/A,N/A,N/A,N/A,24th Apr 18  ,24th Apr 19
74,Pocket Monsters Stadium,N64,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A  ,1.37m,N/A,N/A,N/A,N/A,N/A,01st Aug 98  ,N/A
75,Age of Mythology,PC,Microsoft Game Studios  ,Ensemble Studios  ,N/A  ,8.8  ,N/A  ,1.37m,N/A,N/A,N/A,N/A,N/A,01st Nov 02  ,N/A
76,Hearts of Iron IV,PC,Paradox Interactive   ,Paradox Development  ,N/A  ,N/A  ,N/A  ,1.35m,N/A,N/A,N/A,N/A,N/A,06th Jun 16  ,29th Nov 18
77,Imperivm,Series,Strategy First  ,Haemimont Games  ,N/A  ,N/A  ,N/A  ,1.35m,N/A,N/A,N/A,N/A,N/A,21st Aug 02  ,08th Mar 21
78,Command & Conquer: Red Alert 2,PC,Electronic Arts  ,Westwood Studios  ,N/A  ,8.9  ,N/A  ,N/A,1.34m,1.32m,0.02m,N/A,N/A,21st Oct 00  ,N/A
79,Homeworld,Series,Sierra Studios  ,Relic Entertainment  ,N/A  ,N/A  ,N/A  ,1.33m,N/A,N/A,N/A,N/A,N/A,28th Sep 99  ,26th Jan 21
80,LEGO Battles,DS,Warner Bros. Interactive  ,Hellbent Games  ,N/A  ,N/A  ,N/A  ,N/A,1.29m,0.79m,0.38m,N/A,0.12m,10th Jun 09  ,N/A
81,Pikmin 3,WiiU,Nintendo  ,Nintendo EAD  ,8.5  ,8.7  ,N/A  ,1.27m,N/A,N/A,N/A,N/A,N/A,04th Aug 13  ,05th Aug 20
82,RollerCoaster Tycoon 2,PC,Atari  ,Chris Sawyer  ,N/A  ,7.3  ,N/A  ,N/A,1.25m,1.19m,0.06m,N/A,N/A,15th Oct 02  ,N/A
83,Endless,Series,Iceberg Interactive  ,Amplitude Studios  ,N/A  ,N/A  ,N/A  ,1.20m,N/A,N/A,N/A,N/A,N/A,04th Jul 12  ,16th Feb 21
84,Spore,PC,Electronic Arts  ,Maxis  ,N/A  ,7.0  ,7.0  ,N/A,1.16m,0.03m,1.06m,N/A,0.07m,07th Sep 08  ,N/A
85,Total War: Rome II,PC,Sega  ,The Creative Assembly  ,N/A  ,8.0  ,N/A  ,1.13m,N/A,N/A,N/A,N/A,N/A,03rd Sep 13  ,19th Mar 18
86,Pikmin 2,GC,Nintendo  ,Nintendo EAD  ,N/A  ,9.1  ,N/A  ,1.12m,N/A,N/A,N/A,N/A,N/A,30th Aug 04  ,N/A
87,Plants vs. Zombies,DS,PopCap Games  ,PopCap Games  ,8.3  ,8.1  ,N/A  ,N/A,1.11m,0.90m,0.13m,N/A,0.09m,18th Jan 11  ,N/A
88,Orcs Must Die!,PC,Unknown  ,Robot Entertainment  ,7.6  ,8.5  ,N/A  ,1.11m,N/A,N/A,N/A,N/A,N/A,11th Oct 11  ,N/A
89,StarCraft II: Heart of the Swarm,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,8.9  ,N/A  ,1.10m,N/A,N/A,N/A,N/A,N/A,12th Mar 13  ,25th Jun 18
90,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,1.10m,N/A,N/A,1.10m,0.00m,08th Jul 99  ,N/A
91,Supreme Commander 2,PC,Square Enix  ,Gas Powered Games  ,N/A  ,7.5  ,N/A  ,1.05m,N/A,N/A,N/A,N/A,N/A,02nd Mar 10  ,N/A
92,Command & Conquer 3: Tiberium Wars,All,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,26th Mar 07  ,08th Nov 20
93,Command & Conquer,PC,Virgin Interactive  ,Westwood Studios  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,31st Aug 95  ,N/A
94,Crusader Kings II,PC,Paradox Interactive   ,Paradox Interactive  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,07th Feb 12  ,N/A
95,Crusader Kings III,PC,Paradox Interactive   ,Paradox Interactive  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,01st Sep 20  ,29th Oct 19
96,Empire Earth,PC,Sierra Entertainment  ,Stainless Steel Studios  ,N/A  ,8.0  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,12th Nov 01  ,N/A
97,Europa Universalis IV,PC,Paradox Interactive   ,Paradox Development  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,06th Mar 14  ,01st Dec 18
98,Forts,PC,EarthWork Games  ,EarthWork Games  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,19th Apr 17  ,09th Mar 22
99,Full Spectrum Warrior,All,THQ  ,Pandemic Studios  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,01st Jun 04  ,06th Oct 22
100,Gangsters,Series,Eidos Interactive  ,Hothouse Creations  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,07th Dec 98  ,28th Feb 20
101,Halo Wars,X360,Microsoft Game Studios  ,Ensemble Studios  ,8.4  ,8.1  ,8.5  ,1.00m,N/A,N/A,N/A,N/A,N/A,03rd Mar 09  ,N/A
102,Imperivm III: The Great Battles of Rome,PC,Unknown  ,Haemimont Games  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,10th May 05  ,N/A
103,Police Quest: SWAT,All,Sierra Online   ,Sierra On-Line  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,30th Sep 95  ,03rd Apr 21
104,StarCraft II: Legacy of the Void,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,10th Nov 15  ,31st May 18
105,The Lord of the Rings: The Battle for Middle-Earth,PC,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,06th Dec 04  ,N/A
106,Total War: Three Kingdoms,PC,Sega  ,Creative Assembly  ,N/A  ,8.6  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,23rd May 19  ,10th Jan 18
107,Zoo Tycoon DS,DS,THQ  ,Blue Fang Games  ,N/A  ,4.6  ,N/A  ,N/A,0.98m,0.86m,0.03m,0.01m,0.07m,11th Oct 05  ,N/A
108,Fire Emblem: The Blazing Blade,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,8.8  ,N/A  ,N/A,0.97m,0.49m,0.18m,0.29m,0.01m,03rd Nov 03  ,23rd Jul 21
109,Total War: Warhammer II,PC,Sega  ,Creative Assembly  ,N/A  ,N/A  ,N/A  ,0.96m,N/A,N/A,N/A,N/A,N/A,28th Sep 17  ,22nd Sep 18
110,Kessen,PS2,Electronic Arts  ,Koei  ,N/A  ,N/A  ,N/A  ,N/A,0.95m,0.27m,0.21m,0.41m,0.07m,13th Nov 00  ,N/A
111,Tom Clancy's EndWar,X360,Ubisoft  ,Ubisoft Shanghai  ,N/A  ,8.0  ,N/A  ,N/A,0.91m,0.58m,0.24m,0.01m,0.09m,04th Nov 08  ,N/A
112,Fire Emblem: The Sacred Stones,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,8.4  ,N/A  ,N/A,0.89m,0.42m,0.16m,0.30m,0.02m,23rd May 05  ,N/A
113,Pokémon Card GB2: GRdan Sanjou,GB,Nintendo  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,0.89m,N/A,N/A,0.89m,N/A,28th Mar 01  ,N/A
114,Galactic Civilizations,Series,Strategy First  ,Stardock  ,N/A  ,N/A  ,N/A  ,0.88m,N/A,N/A,N/A,N/A,N/A,26th Mar 03  ,16th Mar 21
115,Metal Gear Ac!d,PSP,Konami  ,Konami  ,N/A  ,7.4  ,N/A  ,N/A,0.87m,0.32m,0.26m,0.12m,0.17m,22nd Mar 05  ,N/A
116,Rise of Nations,PC,Microsoft Game Studios  ,Big Huge Games  ,N/A  ,8.8  ,N/A  ,0.86m,N/A,N/A,N/A,N/A,N/A,20th May 03  ,N/A
117,Town of Salem,PC,Unknown  ,BlankMediaGames  ,N/A  ,N/A  ,N/A  ,0.85m,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Feb 19
118,Sid Meier's Civilization Revolution,X360,2K Games  ,Firaxis Games  ,N/A  ,8.4  ,N/A  ,N/A,0.83m,0.58m,0.17m,0.00m,0.07m,08th Jul 08  ,N/A
119,Empire: Total War,PC,Sega  ,The Creative Assembly  ,N/A  ,8.9  ,N/A  ,0.81m,N/A,N/A,N/A,N/A,N/A,03rd Mar 09  ,N/A
120,Battle of Giants: Dinosaurs,DS,Ubisoft  ,Ubisoft Quebec  ,N/A  ,N/A  ,N/A  ,N/A,0.81m,0.37m,0.35m,N/A,0.08m,21st Oct 08  ,N/A
121,Imperialism,Series,Strategic Simulations  ,Frog City Software  ,N/A  ,N/A  ,N/A  ,0.80m,N/A,N/A,N/A,N/A,N/A,03rd Sep 97  ,13th Mar 21
122,Super Robot Taisen α,PS,Banpresto  ,Banpresto  ,N/A  ,N/A  ,N/A  ,N/A,0.80m,N/A,N/A,0.75m,0.05m,25th May 00  ,N/A
123,Invizimals,PSP,Sony Computer Entertainment  ,Novarama  ,N/A  ,6.6  ,N/A  ,N/A,0.79m,0.17m,0.51m,N/A,0.11m,12th Oct 10  ,N/A
124,Northgard,PC,Unknown  ,Shiro Games  ,N/A  ,N/A  ,N/A  ,0.79m,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Feb 19
125,Sid Meier's Civilization Revolution,PS3,2K Games  ,Firaxis Games  ,8.7  ,8.4  ,N/A  ,N/A,0.78m,0.49m,0.19m,0.01m,0.09m,08th Jul 08  ,N/A
126,Battle Stations,PS,Electronic Arts  ,Realtime Associates  ,N/A  ,N/A  ,N/A  ,N/A,0.78m,0.43m,0.29m,N/A,0.05m,31st Mar 97  ,N/A
127,Fire Emblem: Monshou no Nazo,SNES,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,N/A  ,0.77m,N/A,N/A,N/A,N/A,N/A,21st Jan 94  ,N/A
128,Age of Wonders 3,PC,Triumph Studios  ,Triumph Studios  ,N/A  ,N/A  ,N/A  ,0.76m,N/A,N/A,N/A,N/A,N/A,31st Mar 14  ,01st Jan 18
129,They Are Billions,PC,Unknown  ,Numantian Games  ,N/A  ,N/A  ,N/A  ,0.76m,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Feb 19
130,Homeworld Remastered Collection,PC,Gearbox Software  ,Gearbox Software  ,N/A  ,N/A  ,N/A  ,0.73m,N/A,N/A,N/A,N/A,N/A,25th Feb 15  ,22nd Sep 18
131,Full Spectrum Warrior,XB,THQ  ,Pandemic Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.73m,0.54m,0.16m,N/A,0.03m,01st Jun 04  ,N/A
132,XCOM: Enemy Unknown,PC,2K Games  ,Firaxis Games  ,N/A  ,9.0  ,N/A  ,N/A,0.72m,0.28m,0.37m,N/A,0.07m,09th Oct 12  ,22nd Mar 18
133,SD Gundam G Generation,PS,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,0.72m,N/A,N/A,0.67m,0.05m,06th Aug 98  ,N/A
134,Yu-Gi-Oh! The Falsebound Kingdom,GC,Konami  ,Konami  ,N/A  ,4.4  ,N/A  ,N/A,0.71m,0.49m,0.13m,0.07m,0.02m,04th Nov 03  ,N/A
135,DEFCON: Everybody Dies,PC,Encore  ,Introversion  ,N/A  ,8.2  ,N/A  ,0.71m,N/A,N/A,N/A,N/A,N/A,26th Mar 07  ,N/A
136,Command & Conquer: Red Alert Retaliation,PS,Virgin Interactive  ,Westwood Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.70m,0.39m,0.27m,N/A,0.05m,28th Aug 98  ,N/A
137,Civil War General,Series,Sierra Online   ,Impressions Games  ,N/A  ,N/A  ,N/A  ,0.70m,N/A,N/A,N/A,N/A,N/A,24th Aug 96  ,18th Mar 21
138,Cultures,Series,Phenomedia  ,Funatics Software  ,N/A  ,N/A  ,N/A  ,0.70m,N/A,N/A,N/A,N/A,N/A,31st Jul 01  ,04th Jul 21
139,Dungeon Keeper,PC,Electronic Arts  ,Bullfrog Productions  ,N/A  ,9.5  ,N/A  ,0.70m,N/A,N/A,N/A,N/A,N/A,26th Jun 97  ,N/A
140,The Settlers III,PC,Blue Byte  ,Blue Byte  ,N/A  ,N/A  ,N/A  ,0.70m,N/A,N/A,N/A,N/A,N/A,30th Nov 98  ,N/A
141,Advance Wars,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,9.4  ,N/A  ,N/A,0.70m,0.50m,0.19m,N/A,0.01m,09th Sep 01  ,N/A
142,Dark Reign: The Future of War,PC,Activision  ,Auran Games  ,N/A  ,N/A  ,N/A  ,0.69m,N/A,N/A,N/A,N/A,N/A,31st Aug 97  ,N/A
143,Tom Clancy's EndWar,PS3,Ubisoft  ,Ubisoft Shanghai  ,N/A  ,N/A  ,N/A  ,N/A,0.67m,0.33m,0.22m,0.01m,0.11m,04th Nov 08  ,N/A
144,Napoleon: Total War,PC,Sega  ,The Creative Assembly  ,N/A  ,8.5  ,N/A  ,N/A,0.67m,0.02m,0.54m,N/A,0.11m,23rd Feb 10  ,N/A
145,Command & Conquer: Red Alert 3,PC,Electronic Arts  ,EA Los Angeles  ,N/A  ,8.2  ,N/A  ,N/A,0.66m,0.01m,0.64m,N/A,0.02m,28th Oct 08  ,N/A
146,Thrillville,PS2,LucasArts  ,Frontier Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.66m,0.55m,0.02m,N/A,0.09m,21st Nov 06  ,N/A
147,Advance Wars 2: Black Hole Rising,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,8.8  ,N/A  ,N/A,0.65m,0.47m,0.17m,N/A,0.01m,24th Jun 03  ,N/A
