position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1105,Asuka 120% Final: Burning Fest. Final,PSN,Family Soft  ,Family Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,13th Apr 11  ,N/A
1106,Asuka 120% Final: Burning Fest. Final,PS,Family Soft  ,Family Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th May 99  ,N/A
1107,Asuka 120% Limited: Burning Fest. Limited,PS,ASK  ,Fill-In Cafe  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Oct 97  ,N/A
1108,Asuka 120% Maxima: Burning Fest. Maxima,PCE,NEC Interchannel   ,Fill-In Cafe  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 95  ,N/A
1109,Asuka 120% Return: Burning Fest. Return,PC,Family Soft  ,Family Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 99  ,N/A
1110,Asuka 120% Special: Burning Fest. Special,PSN,Family Soft  ,Family Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 10  ,N/A
1111,Asuka 120% Special: Burning Fest. Special,PS,Family Soft  ,Family Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 96  ,N/A
1112,Avatar Bowman 2,XBL,Microsoft  ,Super Boise 2  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,06th Sep 10  ,N/A
1113,Avatar Fighter,XBL,Microsoft  ,Mr Brian  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 11  ,N/A
1114,Avatar Fighter Online,XBL,Microsoft  ,Bwoot Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Sep 11  ,N/A
1115,Avatar Showdown,XBL,Unknown  ,JForce Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1116,Bakegyamon: Ayakashi Fighting,DS,Takara Tomy   ,Takara Tomy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 07  ,N/A
1117,Bakumatsu Rouman Dai Ni Maku: Gekka no Kenshi (CD),NG,SNK  ,SNK Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 99  ,N/A
1118,Bakumatsu Rouman: Gekka no Kenshi,PS,SNK  ,SNK Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 99  ,N/A
1119,Bakumatsu Rouman: Gekka no Kenshi 1-2,PS2,SNK Playmore  ,SNK Playmore Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,12th Jan 06  ,N/A
1120,Ballz 3D,GEN,Accolade  ,PF.Magic  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94  ,N/A
1121,Ballz 3D,SNES,Accolade  ,PF.Magic  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 94  ,N/A
1122,Ballz: The Director's Cut,3DO,PF.Magic  ,PF.Magic  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
1123,Barbarian,XB,Unknown  ,Avalon Interactive  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1124,Barbarian,GC,Titus  ,Saffire Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 04  ,N/A
1125,Barbarian,GBA,Unknown  ,Titus Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1126,Batman Forever,SNES,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 95  ,N/A
1127,Battle Arena Nitoshinden,PS,Takara  ,Tamsoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 96  ,N/A
1128,Battle Arena Toshinden,GB,Takara  ,Takara  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 96  ,N/A
1129,Battle Arena Toshinden,PC,Playmates  ,Digital Dialect  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 96  ,N/A
1130,Battle Arena Toshinden 2,PC,Microsoft  ,Tamsoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 97  ,N/A
1131,Battle Arena Toshinden 2 Plus,PS,Takara  ,Tamsoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Aug 96  ,N/A
1132,Battle Beast,PC,7th Level  ,7th Level  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
1133,Battle Blaze,SNES,Sammy Corporation  ,Sammy Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 93  ,N/A
1134,Battle Crusher,GB,Banpresto  ,Banpresto  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Jan 95  ,N/A
1135,Battle Fantasia,PSN,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 09  ,N/A
1136,Battle Heat,PCFX,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Dec 94  ,N/A
1137,Battle Master: Kyuukyoku no Senshitachi,SNES,Toshiba EMI   ,System Vision  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 93  ,N/A
1138,Battle Monsters,SAT,Acclaim Entertainment  ,Naxat Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 96  ,N/A
1139,Battle Raper,PC,Illusion Soft  ,Illusion Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th Apr 02  ,N/A
1140,Battle Raper II: The Game,PC,Illusion Soft  ,Illusion Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 05  ,N/A
1141,Battle Royale,PCE,Turbo Technologies  ,Incredible Technologies  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90  ,N/A
1142,Battle Spirits: Digimon Frontier,WS,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 02  ,N/A
1143,Battle Tycoon: Flash Hiders SFX,SNES,Right Stuff  ,Right Stuff  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th May 95  ,N/A
1144,Battle-X,XBL,Microsoft  ,JAD Entertainment LLC  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 09  ,N/A
1145,Bebe's Kids,SNES,Mandigo  ,Radical Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 86  ,N/A
1146,Best of the Best: Championship Karate,SNES,Electro Brain  ,Electro Brain  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 92  ,N/A
1147,Best of the Best: Championship Karate,GEN,Electro Brain  ,Electro Brain  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
1148,Best of the Best: Championship Karate,GB,Electro Brain  ,Electro Brain  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 92  ,N/A
1149,Best of the Best: Championship Karate,NES,Electro Brain  ,Electro Brain  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 92  ,N/A
1150,Bishoujo Senshi Sailor Moon S,3DO,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 95  ,N/A
1151,Bishoujo Senshi Sailor Moon Super S: Shin Shuyaku Soudatsusen,PS,Angel Studios  ,Angel Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 96  ,N/A
1152,Bishoujo Senshi Sailor Moon Super S: Shuyaku!! Soudatsusen,SNES,Bandai  ,Angel Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 96  ,N/A
1153,Bishoujo Senshi Sailor Moon Super S: Various Emotion,SAT,Angel Studios  ,Angel Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,29th Nov 96  ,N/A
1154,Black Belt Challenge,GBA,THQ  ,Lost Boys  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 02  ,N/A
1155,BlayzBloo: Super Melee Brawlers Battle Royale,DSiW,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,02nd Aug 10  ,N/A
1156,BlazBlue: Calamity Trigger Portable,PSN,Aksys Games  ,Arc System Works  ,N/A  ,7.9  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 10  ,N/A
1157,BlazBlue: Central Fiction,Arc,Arc System Works  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 15  ,25th Jan 19
1158,BlazBlue: Chrono Phantasma,Arc,Arc System Works  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 12  ,18th Oct 18
1159,BlazBlue: Continuum Shift - Makoto Nanaya,PSN,Unknown  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1160,BlazBlue: Continuum Shift - Makoto Nanaya,XBL,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 10  ,N/A
1161,BlazBlue: Continuum Shift - Platinum the Trinity,XBL,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th May 11  ,N/A
1162,BlazBlue: Continuum Shift - Platinum the Trinity,PSN,Unknown  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1163,BlazBlue: Continuum Shift - Valkenhayn R. Hellsing,XBL,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th Jan 10  ,N/A
1164,BlazBlue: Continuum Shift - Valkenhayn R. Hellsing,PSN,Unknown  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1165,BlazBlue: Continuum Shift EXTEND,X360,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 12  ,08th Apr 19
1166,BlazBlue: Continuum Shift II,PSN,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 11  ,N/A
1167,Bleach Advance: Kurenai ni Somaru Soul Society,GBA,Sega  ,Alpha Unit  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 05  ,N/A
1168,Bleach: Heat the Soul 2,PSP,Sony Computer Entertainment  ,Eighting  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 05  ,N/A
1169,Bleach: Heat the Soul 7,PSN,Sony Computer Entertainment  ,Eighting  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,02nd Sep 10  ,N/A
1170,bleemcast! Tekken 3,DC,bleem!  ,bleem!  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 01  ,N/A
1171,Bloody Roar,PSN,Sony Computer Entertainment  ,Eighting / Raizing  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 09  ,N/A
1172,Bloody Roar II,PSN,Sony Computer Entertainment  ,Eighting / Raizing  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Jun 10  ,N/A
1173,Bomber Boing,XBL,Microsoft  ,Dark Schneider  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 08  ,N/A
1174,Boxer's Road,PSN,Sony Computer Entertainment  ,New Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 07  ,N/A
1175,Boxer's Road 2: The Real,PSP,Ertain  ,Ertain  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Sep 06  ,N/A
1176,Boxing,PSN,Midas Interactive Entertainment  ,Nekogumi  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,24th Nov 10  ,N/A
1177,Boxing,PS,A1 Games  ,Nekogumi  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th May 01  ,N/A
1178,Boxing Champions,PS2,Midas Interactive Entertainment  ,Tamsoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,07th Nov 03  ,N/A
1179,Bruce Lee,PC,Unknown  ,"Datasoft, inc  ",N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 84  ,N/A
1180,Brutal: Paws of Fury,SNES,CyberSoft  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 94  ,N/A
1181,Brutal: Paws of Fury,SCD,GameTek  ,"Imagitec Design, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
1182,Brutal: Paws of Fury,GEN,GameTek  ,"Imagitec Design, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94  ,N/A
1183,Bullfight Ring no Hasha,PCE,Unknown  ,Cream  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 89  ,N/A
1184,Burning Fight,NG,SNK  ,SNK Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Aug 91  ,N/A
1185,Burning Fight,VC,D4 Enterprise  ,SNK Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Apr 08  ,N/A
1186,Burning Fight (CD),NG,SNK  ,SNK Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 94  ,N/A
1187,Burning Fists: Force Striker,SCD,Good Night Brave Warrior  ,Good Deal Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 06  ,N/A
1188,Buster Fight,GG,Sega  ,SIMS  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Feb 94  ,N/A
1189,C2: ClayFighter 2: Judgement Clay,SNES,Interplay  ,Interplay  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94  ,N/A
1190,Capcom Generation 5: Dai 5 Shuu Kakutouka-tachi,SAT,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 98  ,N/A
1191,Capcom vs. SNK Pro,PS,Capcom  ,Capcom  ,N/A  ,7.7  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 02  ,N/A
1192,Champion Wrestler,PCE,Taito  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 90  ,N/A
1193,Champion Wrestler,VC,Taito  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Jan 09  ,N/A
1194,Champion Wrestler: Jikkyou Raibu,PS,Taito  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th Feb 96  ,N/A
1195,China Warrior,PCE,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89  ,N/A
1196,China Warrior,VC,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 07  ,N/A
1197,Cho Aniki: Bakuretsu Ranto Hen,SNES,NCS  ,NCS  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 95  ,N/A
1198,Chus Dynasty,XBL,Microsoft  ,mHoesterey  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 10  ,N/A
1199,ClayFighter,DSiW,Unknown  ,StudioBlack Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1200,ClayFighter,WW,Unknown  ,StudioBlack Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1201,ClayFighter,GEN,Interplay  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94  ,N/A
1202,ClayFighter,VC,Interplay  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th May 09  ,N/A
1203,ClayFighter,SNES,Interplay  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
1204,ClayFighter 63 1/3,VC,Unknown  ,Danger Productions  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1205,ClayFighter: Sculptor's Cut,N64,Interplay  ,Danger Productions  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st May 98  ,N/A
1206,ClayFighter: Tournament Edition,SNES,Interplay  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st May 94  ,N/A
1207,Cletus Clay,XBL,Unknown  ,Tuna Technologies  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
1208,Colosseum,XBL,Microsoft  ,Shortfuse Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 08  ,N/A
1209,Contender,PS,Sony Computer Entertainment  ,Victor Interactive Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 98  ,N/A
1210,Cosmo Fighters,DSiW,Abylight  ,Abylight  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 10  ,N/A
1211,Criminals Under Arrest,XBL,Microsoft  ,interfaceKO  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 09  ,N/A
1212,Criticom,SAT,Victory Lap Games  ,Kronos Digital Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 97  ,N/A
1213,Custom Robo GX,GBA,Nintendo  ,Noise Inc.  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 02  ,N/A
1214,Custom Robo V2,VC,Nintendo  ,Noise Inc.  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 08  ,N/A
1215,Cutie Suzuki no Ringside Angel,GEN,Asmik Ace Entertainment  ,Copya System Ltd.  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,12th Dec 90  ,N/A
1216,Cyber Troopers Virtual-On,PC,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 97  ,N/A
1217,Cyber Troopers Virtual-On: Oratorio Tangram,DC,Activision  ,Sega-AM3  ,N/A  ,8.2  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 00  ,N/A
1218,Cyber Troopers Virtual-On: Oratorio Tangram Ver. 5.66,XBL,Sega  ,Sega-AM2  ,N/A  ,7.0  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,29th Apr 09  ,N/A
1219,Cyberbots: Fullmetal Madness,SAT,Capcom  ,Capcom  ,N/A  ,5.9  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Mar 97  ,N/A
1220,Cyberbots: Fullmetal Madness,PSN,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 11  ,N/A
1221,Cyberbots: Fullmetal Madness,PS,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th Dec 97  ,N/A
1222,D-Xhird,SAT,Takara  ,Takara  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th May 97  ,N/A
1223,Dark Awake: The King has no Name,PSN,Recom  ,Recom  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 10  ,N/A
1224,Dark Legend,SAT,Data East  ,Data East  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 95  ,N/A
1225,Dark Rift,PC,Victory Lap Games  ,Kronos Digital Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 97  ,N/A
1226,Darkstalkers 3,PSN,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 11  ,N/A
1227,Darkstalkers Chronicle: The Chaos Tower,PSN,Capcom  ,Capcom  ,N/A  ,7.5  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 09  ,N/A
1228,Darkstalkers: The Night Warriors,PS,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Mar 96  ,N/A
1229,David Douillet Judo,PS2,Big Ben Interactive  ,10Tacle Studios Belgium  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,02nd Apr 07  ,N/A
1230,David Douillet Judo,PC,Big Ben Interactive  ,10Tacle Studios Belgium  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,02nd Apr 07  ,N/A
1231,David Douillet Judo,GC,Big Ben Interactive  ,10Tacle Studios Belgium  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 06  ,N/A
1232,Dead or Alive 5 Last Round,X360,Tecmo Koei  ,Team Ninja  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,17th Feb 15  ,N/A
1233,Dead or Alive 5 Last Round,PC,Tecmo Koei  ,Team Ninja  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 15  ,N/A
1234,Dead or Alive 5 Last Round,PS3,Tecmo Koei  ,Team Ninja  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 15  ,20th Nov 18
1235,Deadliest Warrior: Legends,PSN,Unknown  ,"Pipeworks Software, Inc.  ",N/A  ,5.5  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 11  ,N/A
1236,Deadliest Warrior: Legends,XBL,Unknown  ,"Pipeworks Software, Inc.  ",N/A  ,6.5  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,06th Jul 11  ,N/A
1237,Deadliest Warrior: The Game,XBL,Spike  ,Pipeworks Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 10  ,N/A
1238,Deadliest Warrior: The Game,PSN,Unknown  ,Pipeworks Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,05th Oct 10  ,N/A
1239,Deadly Arts,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,07th Oct 98  ,N/A
1240,Deadly Moves,GEN,Kaneko Co. Ltd  ,Kaneko  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 92  ,N/A
1241,Def Jam Fight for NY: The Takeover,PSN,Electronic Arts  ,Aki Corp.  ,N/A  ,8.0  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 09  ,N/A
1242,Destrega,PSN,Sony Computer Entertainment  ,Omega Force  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 11  ,N/A
1243,Digimon Battle Spirit,GBA,Bandai  ,Bandai  ,N/A  ,6.3  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,13th Jan 03  ,N/A
1244,Digimon Battle Spirit Ver.1.5,WS,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 02  ,N/A
1245,Digimon Tamers: Battle Spirit,WS,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,06th Oct 01  ,N/A
1246,Digital Champ: Battle Boxing,PCE,Naxat Soft  ,Naxat Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 89  ,N/A
1247,Digital Champ: Battle Boxing,VC,Naxat Soft  ,Naxat Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 08  ,N/A
1248,Dissidia 012: Duodecim Final Fantasy,PSN,Square Enix  ,Square Enix  ,8.6  ,8.3  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 11  ,N/A
1249,Dissidia Duodecim Prologus Final Fantasy,PSN,Square Enix  ,Square Enix  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 11  ,N/A
1250,Dissidia: Final Fantasy,PSN,Square Enix  ,Square Enix  ,N/A  ,8.1  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 09  ,N/A
