position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1768,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,KOEI  ,Paon Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,21st Jun 07  ,N/A
1769,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.01m,N/A,0.00m,04th Apr 05  ,N/A
1770,Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,PS3,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,23rd Aug 12  ,04th May 19
1771,The Idolmaster: Gravure For You! Vol.8,PS3,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,24th May 12  ,05th May 19
1772,Saki Achiga-hen episode of side-A Portable,PSP,Alchemist  ,Alchemist  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,29th Aug 13  ,05th May 19
1773,Minna de Dokusho: Keatai Shousetsu Desu,PSP,Dorart  ,Dorart  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,23rd Oct 08  ,N/A
1774,Dance! It's Your Stage,PS3,DTP Entertainment  ,Sproing Interactive Media GMBH  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,30th Sep 11  ,N/A
1775,Bakumatsu Rock: Ultra Soul,PSV,Marvelous Interactive  ,Marvelous Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,25th Sep 14  ,N/A
1776,Thomas & Friends: Hero of the Rails,Wii,Majesco  ,Barnstorm Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.00m,0.02m,N/A,0.00m,29th Jun 10  ,N/A
1777,TalkMan,PSP,Sony Computer Entertainment  ,Sony Computer Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.00m,0.02m,0.00m,16th Jun 06  ,N/A
1778,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,19th Oct 06  ,N/A
1779,Hello Kitty Kruisers,NS,Rising Star Games  ,Bergsala Lightweight  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,15th May 18  ,25th Jan 18
1780,7 Roses: A Darkness Rises,PC,Avanquest Software  ,GSP  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,31st Jul 15  ,22nd Sep 18
1781,Pump It Up: Exceed,XB,Mastiff  ,Andamiro U.S.A. Corp.  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,29th Aug 05  ,N/A
1782,Winning Post 8 2017,PSV,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,02nd Mar 17  ,N/A
1783,SteamWorld Collection,PS4,Rising Star Games  ,Image & Form Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,01st Nov 16  ,30th Aug 18
1784,Kobito Game Taizen,3DS,Nippon Columbia  ,Nippon Columbia  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,06th Oct 16  ,03rd Aug 18
1785,Higurashi no Naku Koro ni: Jan,PSP,AQ Interactive  ,AQ Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,12th Nov 09  ,N/A
1786,Kunio-kun Nekketsu: Complete Famicom Edition,3DS,Arc System Works  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,08th Dec 16  ,06th Aug 18
1787,The Cheetah Girls,GBA,Buena Vista  ,Gorilla Systems  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,12th Sep 06  ,N/A
1788,God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,PS4,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,24th Mar 16  ,20th Sep 18
1789,Disney Infinity,PSV,Disney Interactive Studios  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,18th Aug 13  ,N/A
1790,Marvel Avengers: Battle for Earth,X360,Ubisoft  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,30th Oct 12  ,N/A
1791,Shrek / Shark Tale Game Boy Advance Video,GBA,Hasbro Interactive  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,08th Sep 06  ,N/A
1792,Poyopoyo Observation Diary,3DS,IE Institute  ,IE Institute  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,05th Apr 12  ,07th May 19
1793,Jinsei Game DS,DS,Atlus  ,Takara Tomy  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,27th Jul 06  ,N/A
1794,Reversal Challenge,DS,Tommo  ,UFO Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,03rd Nov 09  ,N/A
1795,Style Book: Junior City,DS,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,23rd Mar 06  ,N/A
1796,PopCap Hits!,X360,PopCap Games  ,PopCap Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,18th Feb 11  ,N/A
1797,uDraw Studio: Instant Artist,X360,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.01m,N/A,0.00m,15th Nov 11  ,09th May 19
1798,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,Gakken  ,Gakken  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,13th Sep 07  ,N/A
1799,Suzumiya Haruhi-Chan no Mahjong,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,07th Jul 11  ,N/A
1800,Kanji Calligraphy Training,DS,Unknown  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,13th Mar 08  ,08th May 19
1801,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana - Kibou to Uragiri no Gakuen Seikatsu,3DS,Irem Software Engineering  ,Irem Corp.  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,17th May 12  ,07th May 19
1802,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,18th Feb 10  ,N/A
1803,Haneru no Tobira Wii: Girigirissu,Wii,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,06th Dec 07  ,N/A
1804,Space Channel 5: Ulala's Cosmic Attack,GBA,THQ  ,Art Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,17th Jun 03  ,N/A
1805,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,Yamasa Entertainment  ,Yamasa Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,27th Apr 06  ,N/A
1806,Rabbids Invasion: The Interactive TV Show,PS4,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.00m,0.01m,N/A,0.00m,18th Nov 14  ,03rd Jan 19
1807,Moe Star: Moeru Toudai Eigojuku,DS,Mirai Shounen  ,Mirai Shounen  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,31st Jul 08  ,N/A
1808,Romance of the Three Kingdoms 13 with Power-Up Kit,PSV,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,25th May 17  ,N/A
1809,Golden Nugget Casino DS,DS,Majesco  ,SkyRiver Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,15th Dec 05  ,N/A
1810,Monster High 13 Wishes,3DS,Little Orbit  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,17th Oct 13  ,N/A
1811,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,Unknown  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,N/A  ,N/A
1812,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,D3 Publisher  ,Sankyo  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,08th Mar 07  ,N/A
1813,Art Academy: Home Studio,WiiU,Nintendo  ,Headstrong Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.00m,0.02m,0.00m,25th Jun 15  ,01st Apr 18
1814,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,Codemasters  ,1st Playable Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,11th Apr 07  ,N/A
1815,Franklin: A Birthday Surprise,PS2,Game Factory  ,Neko Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.01m,N/A,0.00m,18th Apr 06  ,N/A
1816,4 Play Collection - Dark Mysteries,PC,Avanquest Software  ,GSP  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,18th Aug 14  ,22nd Sep 18
1817,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,17th Jun 10  ,N/A
1818,Uchi no 3 Shimai DS,DS,Culture Brain  ,Culture Brain  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,25th Dec 08  ,N/A
1819,Let's Pilates!,DS,Konami  ,Vanpool  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,29th Apr 08  ,N/A
1820,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,Gakken  ,Gakken  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,18th Oct 07  ,N/A
1821,Namco Museum 50th Anniversary (JP sales),PS2,Namco  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,30th Aug 05  ,N/A
1822,Let's Yoga!,DS,Konami  ,Vanpool  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.00m,0.02m,0.00m,29th Apr 08  ,N/A
1823,Exhibition Volume 6,XB,Microsoft  ,Various  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,01st Dec 04  ,25th Sep 18
1824,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,10th Apr 08  ,N/A
1825,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,Disney Interactive Studios  ,Disney Interactive Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,15th Sep 11  ,N/A
1826,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,Alchemist  ,Alchemist  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,22nd Apr 10  ,N/A
1827,Otona no Renai Shousetsu: Harlequin Selection,DS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,25th Feb 10  ,N/A
1828,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,03rd Dec 15  ,23rd Apr 18
1829,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,Alvion  ,Alvion Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,16th Dec 10  ,N/A
1830,DJ Star,DS,Deep Silver  ,Deep Silver  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.00m,N/A,0.00m,01st Dec 09  ,N/A
1831,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,Paon   ,Paon Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,01st Jul 10  ,N/A
1832,PachiPara 3D,3DS,Irem Software Engineering  ,Irem Software Engineering  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,24th Nov 11  ,N/A
1833,Senran Kagura: Peach and Reflexions Limited Double Pack,NS,Marvelous  ,Marvelous  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,13th Dec 18  ,19th Dec 18
1834,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Irem Software Engineering  ,Irem Software Engineering  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,13th Nov 08  ,N/A
1835,Tokyo Friend Park II DS,DS,Rocket Company  ,Rocket Company  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,30th Nov 06  ,N/A
1836,Dream Dancer,DS,Unknown  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,N/A  ,N/A
1837,Online Chess Kingdoms,PSP,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,28th Nov 06  ,N/A
1838,Dance! It's Your Stage,Wii,Unknown  ,Sproing Interactive Media GMBH  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.01m,N/A,0.00m,N/A  ,N/A
1839,Minna to Issho,PSV,Sony Computer Entertainment  ,Sony Computer Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,17th Dec 11  ,20th Apr 18
1840,UNO 52,DS,DSI Games  ,Black Lantern Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,N/A,0.00m,03rd Oct 06  ,N/A
1841,Lane Mastodon vs. the Blubbermen,PC,Infocom  ,"Tom Snyder Productions, Inc.  ",N/A  ,N/A  ,N/A  ,0.02m,N/A,N/A,N/A,N/A,N/A,01st Jan 88  ,N/A
1842,Pachinko Kaou: Misora Hibari,PS2,Hackberry  ,Hack Berry  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,21st Mar 07  ,N/A
1843,Poupee Girl DS,DS,Alvion  ,Alvion Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,17th Dec 09  ,N/A
1844,Technic Beat,PS2,Mastiff  ,Arika  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,0.01m,N/A,0.00m,02nd Nov 04  ,N/A
1845,Dream C Club,PS3,D3Publisher  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,15th Nov 12  ,N/A
1846,Vitamin X: Detective B6,PSP,D3Publisher  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,09th Feb 12  ,N/A
1847,Dragon Zakura DS,DS,Electronic Arts  ,EA Japan Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Mar 07  ,N/A
1848,Smart Kid's Mega Game Mix,DS,UFO Interactive  ,Starfish Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,N/A,N/A,0.00m,29th Sep 09  ,N/A
1849,Nobunaga no Yabou Online: Houou no Shou,PS3,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,07th Mar 12  ,N/A
1850,Postman Pat: Special Delivery Service,DS,GSP  ,Uacari  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,07th Aug 09  ,N/A
1851,Cosmetic Paradise: Make no Kiseki,DS,Global A Entertainment  ,Global A Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Jul 08  ,N/A
1852,Ninja Gaiden Sigma 2,PSV,Tecmo Koei  ,Unknown  ,7.1  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.00m,0.01m,0.00m,26th Feb 13  ,N/A
1853,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,D3 Publisher  ,Vingt-et-un Systems  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 07  ,N/A
1854,Shinobi Koutsutsu,PSP,Idea Factory  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Jan 14  ,N/A
1855,Totally Spies! Totally Party,PS2,Valcon Games  ,Mad Monkey Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,0.01m,N/A,0.00m,10th Mar 09  ,N/A
1856,Diary Girl,DS,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,0.00m,N/A,0.00m,18th Mar 08  ,N/A
1857,Abunai: Koi no Sousa Shitsu,PSP,Quinrose  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 12  ,N/A
1858,Magic Encyclopedia: Moonlight,DS,Foreign Media Games  ,Foreign Media Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,15th Oct 10  ,N/A
1859,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,Media Entertainment  ,Media Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,30th May 02  ,N/A
1860,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,Hackberry  ,Hack Berry  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th May 10  ,N/A
1861,50 Classic Games,3DS,Maximum Family Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,27th Mar 12  ,N/A
1862,World Poker Tour,GBA,2K Sports  ,Backbone Emeryville  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,0.00m,N/A,0.00m,18th Oct 05  ,N/A
1863,The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,Falcom Corporation  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Jun 13  ,N/A
1864,Miyako: Awayuki no Utage,PSP,Idea Factory  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Apr 12  ,N/A
1865,Konami Classics Vol. 2,X360,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Dec 09  ,N/A
1866,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,03rd Mar 11  ,N/A
1867,Games Around the World,DS,Zoo Games  ,Zoo Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,N/A,N/A,0.00m,05th Nov 10  ,N/A
1868,Nodame Cantabile,PS2,Banpresto  ,Banpresto  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Jul 07  ,N/A
1869,Rayman Raving Rabbids,PC,Ubisoft  ,Ubisoft Bulgaria  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,11th Dec 06  ,N/A
1870,1/2 Summer +,PSP,Kaga Create  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Jul 13  ,N/A
1871,Geten no Hana: Yume Akari,PSP,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Feb 14  ,N/A
1872,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Benesse  ,Benesse  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Dec 08  ,N/A
1873,Doki-Doki Universe,PSV,Sony Computer Entertainment  ,HumaNature Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.00m,0.01m,N/A,0.00m,10th Dec 13  ,14th Sep 18
1874,Isshoni Gohan. Portable,PSP,Boost On  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Jan 13  ,N/A
1875,htoL #NiQ: Hotaru no Nikki,PSV,NIS America  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Feb 15  ,N/A
1876,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,Bandai Namco Games  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Nov 17  ,29th Dec 17
1877,Ouka Sengoku Portable,PSP,Alchemist  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Jul 12  ,N/A
1878,DJ Max Respect,PS4,Arc System Works  ,DJMAX Sound Lab Team  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Sep 17  ,21st Feb 18
1879,Princess Arthur,PSP,Idea Factory  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Mar 13  ,N/A
1880,Sakura-Sou no Pet na Kanojo,PSP,Kadokawa Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Feb 13  ,N/A
1881,Satisfashion,Wii,Destineer  ,"eGames, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,N/A,N/A,0.00m,08th Jun 10  ,N/A
1882,Toro to Morimori,PS3,Sony Computer Entertainment  ,SCEI  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Jul 09  ,N/A
1883,Brain Exercise with Dr. Kawashima,PC,Namco Bandai  ,Namco Tales Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th May 09  ,N/A
1884,Ro-Kyu-Bu! Secret Photo Op,PSV,Kadokawa Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Mar 14  ,N/A
1885,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,0.00m,N/A,0.00m,04th Apr 05  ,N/A
1886,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,FuRyu Corporation  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,17th May 12  ,N/A
1887,Bakumatsu Rock,PSP,Marvelous Entertainment  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Feb 14  ,N/A
1888,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,5pb  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,30th May 13  ,N/A
1889,Mahjong Taikai IV,PS3,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Nov 06  ,N/A
1890,Jinsei Game Q DS: Shouwa no Dekigoto,DS,Takara Tomy   ,Takara Tomy  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Dec 07  ,N/A
1891,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Dec 07  ,N/A
1892,Amnesia Later,PSV,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Oct 14  ,N/A
1893,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,Naxat Soft  ,Naxat Soft  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08  ,N/A
1894,Dokuro,PSV,GungHo  ,Unknown  ,7.5  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Jul 12  ,N/A
1895,Jan Sangoku Musou,PS2,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 06  ,N/A
1896,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo  ,Net Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,14th May 09  ,N/A
1897,Dungeons & Dragons: Neverwinter Nights - Complete,PC,Atari  ,Various  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Nov 11  ,02nd Jan 19
1898,Rakushou! Pachi-Slot Sengen 4,PS2,Tecmo  ,Net Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 06  ,N/A
1899,Tsuyo Kiss 3 Portable,PSP,NetRevo  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 12  ,N/A
1900,Duel Masters: Shadow of the Code,GBA,Atari  ,Mistic Software  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,0.00m,N/A,0.00m,18th Oct 05  ,N/A
1901,Happy Dance Collection,Wii,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Oct 08  ,N/A
