position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1,Tetris,Series,The Tetris Company  ,Alexey Pajitnov  ,N/A  ,N/A  ,N/A  ,496.40m,N/A,N/A,N/A,N/A,N/A,01st Jan 88  ,27th Feb 20
2,Bejeweled,Series,PopCap Games  ,PopCap Games  ,N/A  ,N/A  ,N/A  ,50.00m,N/A,N/A,N/A,N/A,N/A,30th May 01  ,25th Feb 20
3,Brain Age,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,35.09m,N/A,N/A,N/A,N/A,N/A,16th Apr 06  ,20th Feb 20
4,Tetris,GB,Nintendo  ,Bullet Proof Software  ,N/A  ,N/A  ,N/A  ,30.26m,N/A,N/A,N/A,N/A,N/A,31st Jul 89  ,N/A
5,Portal,Series,Valve  ,Valve  ,N/A  ,N/A  ,N/A  ,27.03m,N/A,N/A,N/A,N/A,N/A,10th Oct 07  ,19th Feb 20
6,Puyo Puyo,Series,Sega  ,Compile  ,N/A  ,N/A  ,N/A  ,25.00m,N/A,N/A,N/A,N/A,N/A,11th Feb 02  ,07th Feb 20
7,Lemmings,Series,Psygnosis  ,DMA Design  ,N/A  ,N/A  ,N/A  ,20.00m,N/A,N/A,N/A,N/A,N/A,14th Feb 91  ,14th Mar 20
8,Zuma,All,PopCap Games  ,Oberon Media  ,N/A  ,N/A  ,N/A  ,17.00m,N/A,N/A,N/A,N/A,N/A,12th Dec 03  ,30th Nov 20
9,Zuma,Series,PopCap Games  ,Oberon Media  ,N/A  ,N/A  ,N/A  ,17.00m,N/A,N/A,N/A,N/A,N/A,12th Dec 03  ,16th Feb 20
10,Portal,All,Valve  ,Valve  ,N/A  ,N/A  ,N/A  ,13.97m,N/A,N/A,N/A,N/A,N/A,10th Oct 07  ,09th Nov 20
11,Scribblenauts,Series,Warner Bros. Interactive Entertainment  ,5th Cell  ,N/A  ,N/A  ,N/A  ,13.00m,N/A,N/A,N/A,N/A,N/A,15th Sep 09  ,01st Mar 20
12,Bomberman,Series,Konami  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,12.00m,N/A,N/A,N/A,N/A,N/A,01st Jan 87  ,19th Feb 21
13,The Room,Series,Fireproof Games  ,Fireproof Games  ,N/A  ,N/A  ,N/A  ,11.60m,N/A,N/A,N/A,N/A,N/A,01st Sep 12  ,18th Mar 20
14,Big Brain Academy,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,11.08m,N/A,N/A,N/A,N/A,N/A,05th Jun 06  ,23rd Mar 20
15,Monument Valley,Series,Ustwo Games  ,Ustwo Games  ,N/A  ,N/A  ,N/A  ,8.59m,N/A,N/A,N/A,N/A,N/A,03rd Apr 14  ,30th Jan 21
16,Pac-Man,2600,Atari  ,Atari  ,N/A  ,N/A  ,N/A  ,7.70m,N/A,N/A,N/A,N/A,N/A,01st Mar 82  ,N/A
17,The Room,All,Fireproof Games  ,Fireproof Games  ,N/A  ,N/A  ,N/A  ,6.94m,N/A,N/A,N/A,N/A,N/A,01st Sep 12  ,18th Dec 20
18,Mario vs. Donkey Kong,Series,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,N/A  ,N/A  ,5.87m,N/A,N/A,N/A,N/A,N/A,24th May 04  ,22nd Feb 20
19,Tetris,NES,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,5.58m,N/A,N/A,N/A,N/A,N/A,01st Nov 89  ,N/A
20,Dr. Mario,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,5.34m,N/A,N/A,N/A,N/A,N/A,01st Dec 90  ,N/A
21,Monument Valley,All,Ustwo Games  ,Ustwo Games  ,N/A  ,N/A  ,N/A  ,5.10m,N/A,N/A,N/A,N/A,N/A,03rd Apr 14  ,30th Jan 21
22,Yoshi,All,Nintendo  ,Game Freak  ,N/A  ,N/A  ,N/A  ,4.87m,N/A,N/A,N/A,N/A,N/A,01st Jun 92  ,09th Nov 20
23,Dr. Mario,NES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,4.85m,N/A,N/A,N/A,N/A,N/A,01st Oct 90  ,N/A
24,Captain Toad: Treasure Tracker,All,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,3.50m,N/A,N/A,N/A,N/A,N/A,05th Dec 14  ,03rd Mar 21
25,Monument Valley 2,All,Ustwo Games  ,Ustwo Games  ,N/A  ,N/A  ,N/A  ,3.50m,N/A,N/A,N/A,N/A,N/A,05th Jun 17  ,30th Jan 21
26,The Room Two,All,Fireproof Games  ,Fireproof Games  ,N/A  ,N/A  ,N/A  ,3.28m,N/A,N/A,N/A,N/A,N/A,12th Dec 13  ,18th Dec 20
27,Yoshi,GB,Nintendo  ,Game Freak  ,N/A  ,N/A  ,N/A  ,3.12m,N/A,N/A,N/A,N/A,N/A,01st Jul 92  ,N/A
28,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,7.8  ,N/A  ,2.98m,N/A,N/A,N/A,N/A,N/A,14th Nov 10  ,N/A
29,Pac-Man Collection,GBA,Namco  ,Mass Media  ,N/A  ,N/A  ,N/A  ,N/A,2.94m,2.07m,0.77m,0.05m,0.05m,12th Jul 01  ,N/A
30,Tetris DS,DS,Nintendo  ,Nintendo  ,N/A  ,8.5  ,N/A  ,2.74m,N/A,N/A,N/A,N/A,N/A,20th Mar 06  ,N/A
31,Yoshi's Cookie,All,Nintendo  ,TOSE  ,N/A  ,N/A  ,N/A  ,2.65m,N/A,N/A,N/A,N/A,N/A,21st Nov 92  ,09th Nov 20
32,Lumines,Series,Ubisoft  ,Q Entertainment  ,N/A  ,N/A  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,23rd Mar 05  ,26th Feb 21
33,WarioWare Touched!,DS,Nintendo  ,Intelligent Systems  ,N/A  ,7.8  ,N/A  ,2.47m,N/A,N/A,N/A,N/A,N/A,14th Feb 05  ,N/A
34,Tetris Plus,PS,Jaleco  ,Atlus Co.  ,N/A  ,N/A  ,N/A  ,N/A,2.40m,2.10m,0.24m,N/A,0.07m,18th Oct 96  ,N/A
35,WarioWare: Smooth Moves,Wii,Nintendo  ,Intelligent Systems  ,8.1  ,8.2  ,N/A  ,2.35m,N/A,N/A,N/A,N/A,N/A,15th Jan 07  ,N/A
36,"Papers, Please",PC,3909 LLC  ,3909 LLC  ,N/A  ,8.4  ,N/A  ,2.31m,N/A,N/A,N/A,N/A,N/A,13th Aug 13  ,20th Jan 18
37,High School Musical: Makin' the Cut!,DS,Disney Interactive Studios  ,Artificial Mind and Movement  ,N/A  ,7.3  ,N/A  ,N/A,2.20m,1.06m,0.90m,N/A,0.23m,14th Aug 07  ,N/A
38,Captain Toad: Treasure Tracker,NS,Nintendo  ,Nintendo EPD  ,N/A  ,8.1  ,N/A  ,2.13m,N/A,N/A,N/A,N/A,N/A,13th Jul 18  ,18th Nov 18
39,Tetris Worlds,PS2,THQ  ,Blue Planet Software  ,N/A  ,N/A  ,N/A  ,N/A,2.08m,1.11m,0.71m,N/A,0.27m,20th Mar 02  ,N/A
40,Super Bomberman R,All,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,2.00m,N/A,N/A,N/A,N/A,N/A,03rd Mar 17  ,19th Feb 21
41,TouchMaster,DS,Midway Games  ,Midway Studios San Diego  ,N/A  ,6.9  ,N/A  ,N/A,2.00m,0.48m,1.27m,N/A,0.24m,25th Jun 07  ,N/A
42,Alleyway,GB,Nintendo  ,Nintendo R&D1 / Intelligent Systems  ,N/A  ,N/A  ,N/A  ,1.94m,N/A,N/A,N/A,N/A,N/A,01st Aug 89  ,N/A
43,Tetris DX,GBC,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,1.88m,N/A,N/A,N/A,N/A,N/A,31st Oct 98  ,06th Jan 18
44,Yoshi,NES,Nintendo  ,Game Freak  ,N/A  ,N/A  ,N/A  ,1.75m,N/A,N/A,N/A,N/A,N/A,01st Jun 92  ,N/A
45,Game Party 3,Wii,Warner Bros. Interactive  ,FarSight Studios  ,N/A  ,N/A  ,N/A  ,N/A,1.72m,1.43m,0.16m,N/A,0.13m,06th Oct 09  ,N/A
46,Tetris Worlds,GBA,THQ  ,3d6 Games  ,N/A  ,N/A  ,N/A  ,N/A,1.71m,1.25m,0.39m,N/A,0.06m,05th Sep 01  ,N/A
47,Super Puyo Puyo,SNES,Banpresto  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,1.70m,N/A,N/A,1.69m,0.01m,10th Dec 93  ,N/A
48,Ms. Pac-Man,2600,Atari  ,General Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,1.65m,1.54m,0.10m,N/A,0.02m,01st Jan 82  ,N/A
49,Dig Dug,2600,Atari  ,Atari  ,N/A  ,N/A  ,N/A  ,N/A,1.64m,1.52m,0.10m,N/A,0.02m,01st Jan 83  ,N/A
50,Big Brain Academy: Brain vs. Brain,NS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,1.59m,N/A,N/A,N/A,N/A,N/A,03rd Dec 21  ,11th Sep 21
51,Yoshi's Cookie,GB,Nintendo  ,Jupiter Multimedia  ,N/A  ,N/A  ,N/A  ,1.53m,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
52,Mario vs. Donkey Kong 2: March of the Minis,DS,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,7.7  ,N/A  ,1.52m,N/A,N/A,N/A,N/A,N/A,25th Sep 06  ,N/A
53,Super Monkey Ball 2,GC,Sega  ,Amusement Vision  ,N/A  ,N/A  ,N/A  ,N/A,1.52m,1.11m,0.31m,0.06m,0.04m,25th Aug 02  ,N/A
54,Puzzle & Dragons,3DS,GungHo Online Entertainment  ,GungHo Online Entertainment  ,N/A  ,N/A  ,N/A  ,1.50m,N/A,N/A,N/A,N/A,N/A,12th Dec 13  ,05th Jan 18
55,Professor Layton and the Mask of Miracle,3DS,Nintendo  ,Level 5  ,8.5  ,8.4  ,N/A  ,1.48m,N/A,N/A,N/A,N/A,N/A,28th Oct 12  ,05th Jan 18
56,Super Scribblenauts,DS,Warner Bros. Interactive  ,5TH Cell  ,8.9  ,7.9  ,N/A  ,N/A,1.47m,1.06m,0.30m,N/A,0.11m,12th Oct 10  ,N/A
57,Super Monkey Ball,GC,Sega  ,Amusement Vision  ,N/A  ,9.0  ,N/A  ,N/A,1.46m,0.95m,0.37m,0.10m,0.04m,17th Nov 01  ,N/A
58,Puyo Puyo Tetris,All,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,1.40m,N/A,N/A,N/A,N/A,N/A,25th Apr 17  ,12th May 21
59,The Room Three,All,Fireproof Games  ,Fireproof Games  ,N/A  ,N/A  ,N/A  ,1.38m,N/A,N/A,N/A,N/A,N/A,04th Nov 15  ,18th Dec 20
60,Captain Toad: Treasure Tracker,WiiU,Nintendo  ,Nintendo EAD Tokyo  ,N/A  ,7.7  ,N/A  ,1.37m,N/A,N/A,N/A,N/A,N/A,05th Dec 14  ,04th Aug 20
61,Mario vs. Donkey Kong,GBA,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,N/A  ,N/A  ,1.37m,N/A,N/A,N/A,N/A,N/A,24th May 04  ,N/A
62,Personal Trainer: Math,DS,Nintendo  ,Jupiter Corporation  ,N/A  ,N/A  ,N/A  ,1.37m,N/A,N/A,N/A,N/A,N/A,12th Jan 09  ,N/A
63,Gardening Mama,DS,Majesco  ,Taito Corporation  ,5.9  ,6.6  ,N/A  ,N/A,1.36m,0.79m,0.42m,0.01m,0.13m,31st Mar 09  ,N/A
64,Gyromite,NES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,1.32m,N/A,N/A,N/A,N/A,N/A,18th Oct 85  ,N/A
65,Scribblenauts: Unlimited,PC,Warner Bros. Interactive Entertainment  ,5TH Cell  ,N/A  ,8.8  ,N/A  ,1.30m,N/A,N/A,N/A,N/A,N/A,19th Nov 12  ,31st Dec 17
66,Devil Dice,PS,THQ  ,Shift  ,N/A  ,N/A  ,N/A  ,N/A,1.26m,0.05m,0.03m,1.10m,0.08m,30th Jun 98  ,N/A
67,Tetris 2,GB,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,1.24m,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,08th Jan 19
68,Kirby Tilt 'n' Tumble,GB,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A  ,1.23m,N/A,N/A,N/A,N/A,N/A,11th Apr 01  ,N/A
69,Intelligent Qube,PS,Sony Computer Entertainment  ,Sony Computer Entertainment  ,N/A  ,7.4  ,N/A  ,N/A,1.22m,0.13m,0.07m,1.00m,0.02m,30th Sep 97  ,N/A
70,Pac-Man,NES,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,N/A,1.22m,0.27m,0.08m,0.85m,0.02m,01st Nov 93  ,N/A
71,Dr Kawashima's Brain Training for Nintendo Switch,NS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,1.20m,N/A,N/A,N/A,N/A,N/A,03rd Jan 20  ,10th Jan 20
72,Qix,GB,Nintendo  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,1.15m,N/A,N/A,N/A,N/A,N/A,01st May 90  ,N/A
73,Puyo Puyo Sun Ketteiban,PS,Compile  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,1.15m,N/A,N/A,1.07m,0.07m,27th Nov 97  ,N/A
74,Yoshi's Cookie,NES,Nintendo  ,Bullet Proof Software  ,N/A  ,N/A  ,N/A  ,1.12m,N/A,N/A,N/A,N/A,N/A,01st Apr 93  ,N/A
75,PAC-MAN Championship Edition DX+ All You Can Eat Edition,PC,Unknown  ,Bandai Namco  ,N/A  ,N/A  ,N/A  ,1.10m,N/A,N/A,N/A,N/A,N/A,N/A  ,01st Dec 18
76,Lode Runner,NES,Broderbund  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,1.10m,N/A,N/A,1.10m,0.00m,01st Sep 87  ,N/A
77,"WarioWare, Inc.: Mega MicroGame$",GBA,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,1.10m,N/A,N/A,N/A,N/A,N/A,21st May 03  ,N/A
78,Bomberman 64,N64,Hudson Soft  ,Hudson Soft  ,N/A  ,6.1  ,N/A  ,N/A,1.04m,0.50m,0.20m,0.31m,0.03m,02nd Dec 97  ,N/A
79,Bomberman,NES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,1.03m,0.18m,N/A,0.85m,N/A,01st Jan 89  ,N/A
80,Pong: The Next Level,PS,Hasbro Interactive  ,Supersonic Software  ,N/A  ,N/A  ,N/A  ,N/A,1.01m,0.56m,0.38m,N/A,0.07m,31st Oct 99  ,N/A
81,Angry Birds Trilogy,All,Rovio Mobile  ,Rovio Mobile  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,25th Sep 12  ,20th Feb 21
82,Catherine,All,Atlus  ,Atlus  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,26th Jul 11  ,24th Jan 21
83,Catherine,Series,Atlus  ,Atlus  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,17th Feb 11  ,27th Mar 20
84,Puyo Puyo Tetris,NS,Sega  ,Sonic Team  ,N/A  ,8.3  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,25th Apr 17  ,04th Jul 18
85,Scribblenauts,DS,Warner Bros. Interactive  ,5TH Cell  ,8.8  ,8.2  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,15th Sep 09  ,N/A
86,The Incredible Machine,Series,Sierra Online   ,Jeff Tunnell Productions  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,14th Apr 21
87,Unpacking,All,Humble Bundle  ,Witch Beam  ,N/A  ,N/A  ,N/A  ,1.00m,N/A,N/A,N/A,N/A,N/A,02nd Nov 21  ,14th Dec 21
88,Puzzler Collection,DS,Zoo Digital Publishing  ,Route 1 Games  ,N/A  ,N/A  ,N/A  ,N/A,0.99m,0.16m,0.78m,N/A,0.04m,05th Aug 08  ,N/A
89,Tetris 2,NES,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.98m,0.62m,0.13m,0.21m,0.02m,01st Oct 93  ,N/A
90,The Talos Principle,PC,Devolver Digital  ,Croteam  ,N/A  ,N/A  ,N/A  ,0.93m,N/A,N/A,N/A,N/A,N/A,11th Dec 14  ,N/A
91,TouchMaster 2,DS,Midway Games  ,Midway Studios San Diego  ,N/A  ,N/A  ,N/A  ,N/A,0.89m,0.30m,0.49m,N/A,0.10m,21st Oct 08  ,N/A
92,Super Bomberman R,NS,Konami Digital Entertainment  ,HexaDrive  ,N/A  ,6.3  ,N/A  ,N/A,0.87m,0.31m,0.32m,0.19m,0.06m,03rd Mar 17  ,24th Mar 18
93,Lemmings,PSP,Sony Computer Entertainment  ,Team17 Software  ,N/A  ,7.3  ,N/A  ,N/A,0.86m,0.12m,0.52m,N/A,0.23m,23rd May 06  ,N/A
94,Q*bert,PS,Hasbro Interactive  ,Artech Digital Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.84m,0.46m,0.32m,N/A,0.05m,30th Nov 99  ,N/A
95,I Spy: Fun House,DS,Scholastic Inc.  ,Big Blue Bubble Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.82m,0.76m,N/A,N/A,0.06m,29th Aug 07  ,N/A
96,Clu Clu Land,NES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,N/A,0.82m,0.42m,0.10m,0.28m,0.02m,18th Oct 85  ,N/A
97,Super Bomberman 2,SNES,Hudson Soft  ,Produce!  ,N/A  ,N/A  ,N/A  ,N/A,0.81m,N/A,N/A,0.81m,0.00m,01st Sep 94  ,N/A
98,Professor Layton and the Azran Legacy,3DS,Nintendo  ,Level 5  ,N/A  ,8.0  ,N/A  ,N/A,0.81m,N/A,0.53m,0.25m,0.03m,28th Feb 14  ,07th Jan 18
99,The Next Tetris,PS,Atari  ,Blue Planet Software  ,N/A  ,N/A  ,N/A  ,N/A,0.81m,0.45m,0.31m,N/A,0.05m,31st May 99  ,N/A
100,Jr. Pac-Man,2600,Atari  ,General Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.78m,0.72m,0.05m,N/A,0.01m,01st Jan 84  ,N/A
101,Puzzler World,DS,Atari  ,Idea Pad  ,N/A  ,N/A  ,N/A  ,N/A,0.77m,0.41m,0.30m,N/A,0.07m,08th Dec 09  ,N/A
102,Tetris Party Deluxe,DS,Majesco  ,"Tetris Online, Inc  ",N/A  ,N/A  ,N/A  ,N/A,0.77m,0.28m,0.30m,0.12m,0.07m,01st Jun 10  ,N/A
103,Drawn to Life: The Next Chapter,Wii,THQ  ,Planet Moon Studios  ,N/A  ,5.8  ,N/A  ,N/A,0.75m,0.28m,0.39m,N/A,0.08m,27th Oct 09  ,N/A
104,WarioWare: Twisted!,GBA,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,N/A  ,N/A,0.74m,0.16m,0.06m,0.50m,0.02m,23rd May 05  ,N/A
105,Yoshi,GB,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.73m,N/A,N/A,0.73m,N/A,01st Jul 92  ,N/A
106,Katamari Damacy,PS2,Namco  ,Namco  ,N/A  ,8.5  ,N/A  ,N/A,0.73m,0.47m,0.02m,0.17m,0.08m,21st Sep 04  ,N/A
107,Bendy and the Ink Machine,PC,Joey Drew Studios Inc.  ,TheMeatly Games  ,N/A  ,N/A  ,N/A  ,0.72m,N/A,N/A,N/A,N/A,N/A,28th Feb 18  ,19th Dec 18
108,Super Monkey Ball Jr.,GBA,THQ  ,Realism Ltd  ,N/A  ,N/A  ,N/A  ,N/A,0.72m,0.51m,0.19m,N/A,0.01m,19th Nov 02  ,N/A
109,"WarioWare, Inc.: Mega Party Game$",GC,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,N/A,0.71m,0.20m,0.05m,0.44m,0.02m,06th Apr 04  ,N/A
110,Catherine,PS3,Atlus  ,Atlus  ,8.7  ,7.9  ,N/A  ,N/A,0.71m,0.30m,0.15m,0.20m,0.06m,26th Jul 11  ,12th Sep 18
111,Super Bomberman 3,SNES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,0.70m,N/A,N/A,0.70m,0.00m,01st Jan 95  ,N/A
112,Cake Mania,Series,Sandlot Games  ,Sandlot Games  ,N/A  ,N/A  ,N/A  ,0.70m,N/A,N/A,N/A,N/A,N/A,15th Sep 06  ,05th May 21
113,SpaceChem,PC,Unknown  ,Zachtronics Industries  ,N/A  ,9.0  ,N/A  ,0.68m,N/A,N/A,N/A,N/A,N/A,02nd Mar 11  ,N/A
114,TV Show King Party,Wii,Ubisoft  ,Gameloft  ,N/A  ,N/A  ,N/A  ,N/A,0.66m,0.18m,0.40m,N/A,0.08m,28th Oct 08  ,N/A
115,Angry Birds Trilogy,3DS,Activision  ,Exient Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.65m,0.38m,0.22m,N/A,0.06m,25th Sep 12  ,07th Jan 18
116,Safecracker,All,GT Interactive  ,Daydream Software  ,N/A  ,N/A  ,N/A  ,0.65m,N/A,N/A,N/A,N/A,N/A,01st May 97  ,12th Mar 21
117,Scribblenauts: Unlimited,3DS,Warner Bros. Interactive Entertainment  ,5TH Cell  ,N/A  ,N/A  ,N/A  ,N/A,0.64m,0.57m,0.01m,N/A,0.07m,13th Nov 12  ,31st Dec 17
118,Mario's Picross,GB,Nintendo  ,Jupiter Multimedia  ,N/A  ,N/A  ,N/A  ,N/A,0.62m,N/A,N/A,0.62m,N/A,01st Mar 95  ,N/A
119,Puyo Puyo Sun,SAT,Compile  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,0.60m,N/A,N/A,0.60m,N/A,14th Feb 97  ,N/A
120,Bomberman Live,XBL,Hudson Soft  ,Backbone Entertainment  ,N/A  ,8.3  ,N/A  ,0.60m,N/A,N/A,N/A,N/A,N/A,18th Jul 07  ,N/A
121,BurgerTime,2600,Mattel Interactive  ,Mattel  ,N/A  ,N/A  ,N/A  ,N/A,0.59m,0.55m,0.03m,N/A,0.01m,01st Jan 82  ,N/A
122,Pokémon Trozei!,DS,Nintendo  ,Genius Sonority Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.59m,0.25m,0.00m,0.31m,0.02m,06th Mar 06  ,N/A
123,Q*bert,2600,Parker Bros.  ,Gottlieb  ,N/A  ,N/A  ,N/A  ,N/A,0.58m,0.55m,0.03m,N/A,0.01m,01st Jan 83  ,N/A
124,Super Bomberman,SNES,Hudson Soft  ,Produce!  ,N/A  ,N/A  ,N/A  ,N/A,0.57m,N/A,N/A,0.57m,0.00m,01st Jan 93  ,N/A
125,Ms. Pac-Man Maze Madness,GBA,"Destination Software, Inc  ",Full-Fat  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,03rd Nov 04  ,N/A
126,Classic NES Series: Dr. Mario,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.31m,0.11m,0.13m,0.01m,25th Oct 04  ,N/A
127,Tetris Party Deluxe,Wii,Majesco  ,"Tetris Online, Inc  ",N/A  ,7.3  ,N/A  ,N/A,0.56m,0.33m,0.16m,0.02m,0.05m,01st Jun 10  ,N/A
128,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Nintendo  ,GungHo Online Entertainment  ,N/A  ,7.8  ,N/A  ,N/A,0.56m,0.09m,0.11m,0.35m,0.02m,22nd May 15  ,17th Jul 18
129,Archer Maclean's Mercury,PSP,Ignition Entertainment  ,Awesome Studios  ,N/A  ,7.7  ,N/A  ,N/A,0.56m,0.17m,0.24m,N/A,0.15m,06th Apr 05  ,N/A
130,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,3DS,Level 5  ,Level 5  ,N/A  ,N/A  ,N/A  ,N/A,0.55m,0.12m,0.25m,0.15m,0.03m,06th Oct 17  ,23rd Jan 18
131,Lumines: Puzzle Fusion,PSP,Ubisoft  ,Q Entertainment  ,8.7  ,9.1  ,N/A  ,0.55m,N/A,N/A,N/A,N/A,N/A,22nd Mar 05  ,N/A
132,CrossworDS,DS,Nintendo  ,Nuevo Retro Games / NST  ,N/A  ,N/A  ,N/A  ,N/A,0.55m,0.50m,0.00m,N/A,0.04m,05th May 08  ,N/A
133,Hello Kitty: Big City Dreams,DS,Empire Interactive  ,"Human Soft, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.53m,0.42m,0.07m,N/A,0.04m,17th Nov 08  ,N/A
134,Jewel Master Egypt,DS,Storm City Games  ,Storm City Games  ,N/A  ,N/A  ,N/A  ,N/A,0.53m,0.21m,0.27m,N/A,0.05m,03rd Nov 09  ,N/A
135,We Love Katamari,PS2,Namco  ,Namco  ,N/A  ,8.2  ,N/A  ,N/A,0.52m,0.26m,0.20m,N/A,0.07m,20th Sep 05  ,N/A
136,Classic Word Games,DS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,N/A,0.52m,0.09m,0.36m,N/A,0.06m,23rd Jun 09  ,N/A
137,100 All-Time Favorites,DS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,N/A,0.51m,0.35m,0.12m,N/A,0.04m,27th Oct 09  ,N/A
138,Picross DS,DS,Nintendo  ,Jupiter Multimedia  ,N/A  ,8.4  ,N/A  ,N/A,0.50m,0.17m,0.02m,0.30m,0.02m,30th Jul 07  ,N/A
139,Boulder Dash,All,First Star Software  ,Data East  ,N/A  ,N/A  ,N/A  ,0.50m,N/A,N/A,N/A,N/A,N/A,01st Mar 84  ,30th Sep 22
140,Shanghai,All,Activision  ,Activision  ,N/A  ,N/A  ,N/A  ,0.50m,N/A,N/A,N/A,N/A,N/A,01st Jul 86  ,01st Sep 21
141,Picross 3D,DS,Nintendo  ,HAL Laboratory  ,8.5  ,8.7  ,N/A  ,N/A,0.50m,0.28m,0.03m,0.16m,0.03m,03rd May 10  ,N/A
142,The Witness,PC,"Thekla, Inc.  ",Number None Inc.  ,N/A  ,N/A  ,N/A  ,0.49m,N/A,N/A,N/A,N/A,N/A,26th Jan 16  ,N/A
143,Mario & Wario,SNES,Nintendo  ,Game Freak  ,N/A  ,N/A  ,N/A  ,N/A,0.49m,N/A,N/A,0.49m,0.00m,27th Aug 93  ,N/A
144,Scrabble 2007 Edition,DS,Ubisoft  ,WizarBox  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,N/A,0.48m,N/A,0.00m,04th Oct 07  ,N/A
145,Bad Rats: The Rats' Revenge,PC,Invent4 Entertainment  ,Invent4 Entertainment  ,N/A  ,N/A  ,N/A  ,0.48m,N/A,N/A,N/A,N/A,N/A,20th Jul 09  ,N/A
146,Fantavision,PS2,Sony Computer Entertainment  ,SCEI  ,N/A  ,8.0  ,N/A  ,N/A,0.47m,0.14m,0.11m,0.19m,0.04m,25th Oct 00  ,N/A
147,Super Puyo Puyo 2,SNES,Compile  ,Complie  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,N/A,N/A,0.47m,0.00m,08th Dec 95  ,N/A
148,Classic NES Series: Pac-Man,GBA,Nintendo  ,Nintendo  ,N/A  ,5.7  ,N/A  ,N/A,0.46m,0.25m,0.09m,0.12m,0.01m,02nd Jun 04  ,N/A
