position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
954,PAC-MAN and the Ghostly Adventures,3DS,Namco Bandai Games  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,0.10m,0.05m,0.04m,N/A,0.01m,05th Nov 13  ,02nd Dec 18
955,Squinkies 2: Adventure Mall Surprize!,DS,Activision  ,Activision  ,N/A  ,N/A  ,N/A  ,N/A,0.10m,0.09m,N/A,N/A,0.01m,25th Oct 11  ,N/A
956,Castlevania Double Pack,GBA,Konami  ,KCET  ,N/A  ,9.0  ,N/A  ,N/A,0.10m,0.07m,0.03m,N/A,0.00m,11th Jan 06  ,N/A
957,Yooka-Laylee,XOne,Sold Out  ,Playtonic Games  ,N/A  ,N/A  ,9.3  ,N/A,0.10m,0.05m,0.04m,N/A,0.01m,11th Apr 17  ,31st May 18
958,Pac-Man World 3,GC,Namco  ,Blitz Games  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.07m,0.02m,N/A,0.00m,17th Nov 05  ,N/A
959,Galactic Taz Ball,DS,Warner Bros. Interactive  ,WayForward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.09m,0.00m,N/A,0.01m,10th Aug 10  ,N/A
960,The Smurfs 2,PS3,Ubisoft  ,Way Forward  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.02m,0.06m,N/A,0.01m,23rd Jul 13  ,17th Mar 18
961,Scaler,PS2,Global Star Software  ,Artificial Mind & Movement  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.05m,0.04m,N/A,0.01m,21st Oct 04  ,N/A
962,Psychonauts,PS2,Majesco  ,Double Fine Productions  ,N/A  ,8.6  ,N/A  ,N/A,0.09m,0.05m,0.04m,N/A,0.01m,21st Jun 05  ,N/A
963,The Revenge of Shinobi,GBA,THQ  ,3d6 Games  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.07m,0.02m,N/A,0.00m,19th Nov 02  ,N/A
964,I-Ninja,GC,Namco  ,Argonaut Games  ,N/A  ,7.2  ,N/A  ,N/A,0.09m,0.07m,0.02m,N/A,0.00m,04th Dec 03  ,N/A
965,Dragon Tales: Dragon Seek,PS,NewKidCo  ,Zed Two Limited  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.05m,0.03m,N/A,0.01m,29th Nov 00  ,N/A
966,Tak: The Great Juju Challenge,DS,THQ  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.09m,N/A,N/A,0.01m,19th Sep 05  ,N/A
967,Disney's The Haunted Mansion,XB,TDK Mediactive  ,High Voltage Software  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.07m,0.02m,N/A,0.00m,14th Oct 03  ,N/A
968,Doraemon: Nobita to Midori no Kyojinden DS,DS,Sega  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,N/A,N/A,0.09m,N/A,06th Mar 08  ,N/A
969,Castlevania Dracula X,SNES,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.03m,0.01m,0.05m,N/A,01st Sep 95  ,N/A
970,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,Activision  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.06m,0.02m,N/A,0.00m,01st Aug 05  ,N/A
971,Scooby-Doo! Unmasked,DS,THQ  ,Artificial Mind and Movement  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.07m,0.01m,N/A,0.01m,18th Oct 05  ,N/A
972,Space Chimps,Wii,Brash Entertainment  ,Red Tribe  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.08m,0.00m,N/A,0.01m,15th Jul 08  ,N/A
973,Clockwork Knight,SAT,Sega  ,Sega-AM7  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,N/A,N/A,0.09m,0.00m,11th May 95  ,N/A
974,Ratchet & Clank Future: Quest for Booty,PSN,Sony Computer Entertainment  ,Insomniac Games  ,8.0  ,7.7  ,8.7  ,N/A,0.09m,0.01m,0.06m,N/A,0.02m,21st Aug 08  ,N/A
975,El Tigre: The Adventures of Manny Rivera,DS,THQ  ,Blue Tongue Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.08m,N/A,N/A,0.01m,29th Oct 07  ,N/A
976,The Ant Bully,Wii,Midway Games  ,Artificial Mind and Movement  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.08m,0.00m,N/A,0.01m,05th Dec 06  ,N/A
977,Jimmy Neutron: Boy Genius,GC,THQ  ,Big Sky Software  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.07m,0.02m,N/A,0.00m,17th Dec 02  ,N/A
978,Famicom Mini: Makaimura,GBA,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,N/A,N/A,0.08m,0.00m,21st May 04  ,N/A
979,Famicom Mini: Mario Bros.,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,N/A,N/A,0.08m,0.00m,21st May 04  ,N/A
980,Shantae: Half-Genie Hero,PS4,Xseed Games  ,Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,N/A,0.01m,0.01m,20th Dec 16  ,30th Dec 18
981,Disney's Donald Duck: Goin' Quackers,PS2,Ubisoft  ,Disney Interactive Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.04m,0.03m,N/A,0.01m,13th Dec 00  ,N/A
982,PAC-MAN and the Ghostly Adventures,PS3,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.03m,0.04m,N/A,0.01m,29th Oct 13  ,02nd Dec 18
983,Death Jr. and the Science Fair of Doom,DS,Konami  ,Foundation 9 Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.08m,N/A,N/A,0.01m,22nd May 07  ,N/A
984,Strider 2,PS,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.03m,N/A,0.01m,29th Jul 00  ,N/A
985,Iron Man / X-O Manowar in Heavy Metal,PS,Acclaim Entertainment  ,"Realtime Associates, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.03m,N/A,0.01m,31st Oct 96  ,N/A
986,Pinobee: Wings of Adventure,GBA,Activision  ,Artoon  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,0.02m,N/A,0.00m,30th May 01  ,N/A
987,Mirror's Edge Catalyst,PC,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.01m,0.06m,N/A,0.01m,07th Jun 16  ,25th Mar 19
988,Super Monkey Ball Adventure,PSP,Sega  ,Traveller's Tales  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.02m,N/A,0.01m,29th Aug 06  ,N/A
989,Ice Age 2: The Meltdown,Wii,Vivendi Games  ,Eurocom Entertainment Software  ,N/A  ,6.5  ,N/A  ,N/A,0.08m,0.06m,0.01m,N/A,0.01m,06th Dec 06  ,N/A
990,LarryBoy and the Bad Apple,All,Crave Entertainment  ,Papaya Studios  ,N/A  ,N/A  ,N/A  ,0.08m,N/A,N/A,N/A,N/A,N/A,08th Aug 06  ,26th Sep 22
991,PAC-MAN and the Ghostly Adventures,X360,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.04m,0.03m,N/A,0.01m,29th Oct 13  ,02nd Dec 18
992,Pac-Man and the Ghostly Adventures 2,3DS,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.03m,0.05m,N/A,0.01m,14th Oct 14  ,16th Nov 18
993,Taz Wanted,GC,Atari  ,Blitz Games  ,N/A  ,5.7  ,N/A  ,N/A,0.08m,0.06m,0.02m,N/A,0.00m,10th Oct 02  ,N/A
994,Ultimate Ghosts 'n Goblins,PSP,Capcom  ,Capcom  ,N/A  ,7.3  ,N/A  ,N/A,0.08m,0.07m,0.00m,N/A,0.01m,29th Aug 06  ,N/A
995,Skeleton Warriors,PS,Playmates  ,Neversoft Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.04m,0.03m,N/A,0.01m,22nd May 96  ,N/A
996,Frogger Beyond,XB,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,0.02m,N/A,0.00m,11th Dec 02  ,N/A
997,Stuart Little 3: Big Photo Adventure,PS2,Sega  ,Magenta Software  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.04m,0.03m,N/A,0.01m,14th Nov 05  ,N/A
998,Pitfall: The Lost Expedition,GC,Activision  ,Edge of Reality  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,0.02m,N/A,0.00m,18th Feb 04  ,N/A
999,Codename: Kids Next Door: Operation S.O.D.A.,GBA,Global Star Software  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.02m,N/A,0.00m,02nd Nov 04  ,N/A
1000,Scooby-Doo! Unmasked,XB,THQ  ,Artificial Mind and Movement  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,0.02m,N/A,0.00m,12th Sep 05  ,N/A
1001,Shovel Knight,XOne,Yacht Club Games  ,Yacht Club Games  ,N/A  ,N/A  ,N/A  ,0.08m,N/A,N/A,N/A,N/A,N/A,13th Oct 15  ,21st Nov 18
1002,Pac-Man World 3,PSP,Namco  ,Blitz Games  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.07m,0.00m,N/A,0.01m,06th Dec 05  ,N/A
1003,Futurama,PS2,VU Games  ,Unique Development Studios Sweden  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.04m,0.03m,N/A,0.01m,14th Aug 03  ,N/A
1004,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,0.00m,10th Aug 04  ,N/A
1005,Rayman 3: Hoodlum Havoc,XB,Ubisoft  ,Ubisoft  ,N/A  ,7.3  ,N/A  ,N/A,0.07m,0.06m,0.02m,N/A,0.00m,18th Mar 03  ,N/A
1006,Super Ghouls 'n Ghosts,GBA,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.05m,0.02m,N/A,0.00m,23rd Sep 02  ,N/A
1007,Mega Man Xtreme,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,11th Jan 01  ,N/A
1008,Open Season,PSP,Ubisoft  ,Ubisoft Montreal  ,N/A  ,6.7  ,N/A  ,N/A,0.07m,0.07m,0.00m,N/A,0.01m,19th Sep 06  ,N/A
1009,Mega Man Xtreme 2,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,30th Oct 01  ,N/A
1010,I-Ninja,XB,Namco  ,Argonaut Games  ,N/A  ,7.8  ,N/A  ,N/A,0.07m,0.05m,0.02m,N/A,0.00m,04th Dec 03  ,N/A
1011,Rayman Origins,PC,Ubisoft  ,UBIart Montpellier  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.00m,0.06m,N/A,0.01m,29th Mar 12  ,25th May 18
1012,Spot Goes to Hollywood,PS,Virgin Interactive  ,Eurocom Entertainment Software  ,N/A  ,4.4  ,N/A  ,N/A,0.07m,0.04m,0.03m,N/A,0.00m,30th Nov 96  ,N/A
1013,Tak: The Great Juju Challenge,XB,THQ  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.05m,0.02m,N/A,0.00m,19th Sep 05  ,N/A
1014,Disney's Donald Duck Advance,GBA,Ubisoft  ,Ubisoft  ,N/A  ,6.5  ,N/A  ,N/A,0.07m,0.05m,0.02m,N/A,0.00m,15th Nov 01  ,N/A
1015,Poi,NS,Polykid  ,Polykid  ,N/A  ,5.0  ,N/A  ,N/A,0.07m,0.05m,0.01m,N/A,0.01m,01st Feb 17  ,15th Feb 19
1016,Shin Chan Contra ¡Los Plastas!,DS,505 Games  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,03rd Dec 09  ,N/A
1017,DuckTales: Remastered,WiiU,Capcom  ,WayForward  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.06m,N/A,N/A,0.01m,12th Nov 13  ,17th Feb 19
1018,Taz Wanted,XB,Atari  ,Blitz Games  ,N/A  ,5.8  ,N/A  ,N/A,0.07m,0.05m,0.02m,N/A,0.00m,18th Sep 02  ,N/A
1019,Wallace & Gromit in Project Zoo,GC,BAM! Entertainment  ,Frontier Developments  ,N/A  ,6.6  ,N/A  ,N/A,0.07m,0.05m,0.01m,N/A,0.00m,14th Oct 03  ,N/A
1020,Bionic Commando Rearmed,XBL,Capcom  ,GRIN  ,N/A  ,8.7  ,9.5  ,0.07m,N/A,N/A,N/A,N/A,N/A,13th Aug 08  ,N/A
1021,Rayman 3: Hoodlum Havoc,GC,Ubisoft  ,Ubisoft  ,N/A  ,7.4  ,N/A  ,N/A,0.07m,0.05m,0.01m,N/A,0.00m,02nd Mar 03  ,N/A
1022,Paw Patrol on a Roll,PS4,Outright Games  ,Outright Games  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.06m,N/A,N/A,0.01m,23rd Oct 18  ,07th Aug 18
1023,Open Season,Wii,Ubisoft  ,Ubisoft Montreal  ,N/A  ,5.0  ,N/A  ,N/A,0.07m,0.06m,0.00m,N/A,0.01m,30th Nov 06  ,N/A
1024,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,Ubisoft  ,Phoenix Games Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.05m,0.01m,N/A,0.00m,08th Feb 05  ,N/A
1025,"Horrid Henry: The Good, The Bad and The Bugly",3DS,Asylum Entertainment  ,Asylum Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,0.06m,N/A,0.01m,25th Nov 11  ,N/A
1026,Anubis II,Wii,UFO Interactive  ,Data Design Interactive  ,N/A  ,1.5  ,N/A  ,N/A,0.07m,0.06m,0.00m,N/A,0.01m,18th Sep 07  ,N/A
1027,Mega Man X4,SAT,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,31st Jul 97  ,N/A
1028,N+,DS,Atari  ,SilverBirch Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.06m,N/A,N/A,0.00m,26th Aug 08  ,N/A
1029,Pac-Man and the Ghostly Adventures 2,WiiU,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.04m,0.02m,N/A,0.01m,14th Oct 14  ,16th Nov 18
1030,Sly 2: Band of Thieves,PSN,Sony Computer Entertainment  ,Sucker Punch Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,0.05m,N/A,0.02m,29th Nov 11  ,N/A
1031,Pandemonium 2,PS,Midway Games  ,Toys for Bob  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.04m,0.02m,N/A,0.00m,30th Sep 97  ,N/A
1032,Scribblenauts: Showdown,NS,Warner Bros. Interactive  ,Shiver Games  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.03m,0.03m,N/A,0.01m,06th Mar 18  ,03rd Apr 18
1033,The Tale of Despereaux,DS,Brash Entertainment  ,Amaze Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.06m,0.00m,N/A,0.00m,02nd Dec 08  ,N/A
1034,Moshi Monsters: Katsuma Unleashed,3DS,Activision  ,"Black Lantern Studios, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.06m,0.03m,0.03m,N/A,0.01m,05th Nov 13  ,09th Nov 18
1035,Bionicle,XB,Electronic Arts  ,Argonaut Games  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,0.01m,N/A,0.00m,20th Oct 03  ,N/A
1036,Frogger: Helmet Chaos,DS,Konami  ,Konami Computer Entertainment Hawaii  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.06m,0.00m,N/A,0.00m,27th Sep 05  ,N/A
1037,Monster Tale,DS,Majesco  ,DreamRift  ,8.5  ,7.7  ,N/A  ,N/A,0.06m,0.06m,N/A,N/A,0.00m,22nd Mar 11  ,N/A
1038,Rayman: Hoodlum's Revenge,GBA,Ubisoft  ,Ubisoft  ,N/A  ,6.2  ,N/A  ,N/A,0.06m,0.05m,0.02m,N/A,0.00m,15th Mar 05  ,N/A
1039,Tokobot,PSP,Tecmo  ,Tecmo  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.06m,0.00m,N/A,0.00m,05th Dec 05  ,N/A
1040,Johnny Test,DS,505 Games  ,Sarbakan  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.06m,0.00m,N/A,0.00m,29th Mar 11  ,N/A
1041,Mega Man 11,XOne,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.06m,N/A,N/A,0.01m,02nd Oct 18  ,04th Jun 18
1042,LEGO Bionicle,GBA,LEGO Media  ,Saffire Corporation  ,N/A  ,6.4  ,N/A  ,N/A,0.06m,0.04m,0.02m,N/A,0.00m,03rd Oct 01  ,N/A
1043,PAC-MAN and the Ghostly Adventures,WiiU,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.03m,0.02m,N/A,0.01m,29th Oct 13  ,02nd Dec 18
1044,Vexx,GC,Acclaim Entertainment  ,Acclaim Studios Austin  ,N/A  ,6.4  ,N/A  ,N/A,0.06m,0.05m,0.01m,N/A,0.00m,10th Feb 03  ,N/A
1045,Disney's Kim Possible: Global Gemini,DS,Disney Interactive Studios  ,Artificial Mind and Movement  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,0.01m,N/A,0.00m,13th Feb 07  ,N/A
1046,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,Activision  ,Behaviour Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,0.06m,N/A,0.00m,22nd Oct 13  ,17th Dec 20
1047,Oddworld: Munch's Oddysee,GBA,THQ  ,ART Co.  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.04m,0.02m,N/A,0.00m,24th Sep 03  ,N/A
1048,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Activision  ,Behaviour Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,0.05m,N/A,0.00m,22nd Oct 13  ,17th Dec 20
1049,Impossible Mission,PSP,System 3 Arcade Software  ,System 3 Software  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,0.04m,N/A,0.01m,31st Aug 07  ,N/A
1050,Pop'n TwinBee: Rainbow Bell Adventure,SNES,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,N/A,0.06m,0.00m,01st Jan 94  ,N/A
1051,Flip's Twisted World,Wii,Majesco  ,Frozen North Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,N/A,N/A,0.00m,25th Oct 10  ,N/A
1052,Burning Rangers,SAT,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,N/A,0.06m,0.00m,31st May 98  ,N/A
1053,Dr. Muto,XB,Midway Games  ,Midway  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.04m,0.01m,N/A,0.00m,19th Nov 02  ,N/A
1054,Shantae: Half-Genie Hero,WiiU,WayForward Technologies  ,Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,N/A,N/A,0.01m,01st Apr 16  ,21st Jan 18
1055,Doraemon 4: Nobita to Toki no Okoku,SNES,Epoch  ,Agenda  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,N/A,0.06m,0.00m,15th Dec 95  ,N/A
1056,The End is Nigh,NS,Nicalis  ,Edmund McMillen  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,N/A,N/A,0.01m,12th Dec 17  ,28th Jan 18
1057,Mega Man 8 Anniversary Collector's Edition,SAT,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,N/A,0.06m,N/A,28th Feb 97  ,N/A
1058,Whiplash,XB,Eidos Interactive  ,Crystal Dynamics  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.04m,0.01m,N/A,0.00m,18th Nov 03  ,N/A
1059,Pucca Power Up,DS,UFO Interactive  ,Rising Star Games  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.04m,0.02m,N/A,0.00m,13th Sep 11  ,N/A
1060,Space Chimps,DS,Brash Entertainment  ,Red Tribe  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,0.00m,N/A,0.00m,15th Jul 08  ,N/A
1061,Walt Disney Pictures Presents Enchanted,DS,Disney Interactive Studios  ,Altron  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,06th Nov 07  ,N/A
1062,Owlboy,NS,Soedesco  ,D-Pad Studios  ,7.0  ,9.0  ,N/A  ,N/A,0.05m,0.03m,0.01m,N/A,0.01m,29th May 18  ,06th Nov 18
1063,Shaman King: Soul Fight,GC,Bandai  ,Tuning Electronic  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,N/A,0.05m,0.00m,28th Mar 03  ,N/A
1064,Zapper: One Wicked Cricket!,XB,Infogrames  ,Blitz Games  ,N/A  ,5.2  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,03rd Nov 02  ,N/A
1065,Sitting Ducks,PS2,Hip Interactive  ,Asobo Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.03m,0.02m,N/A,0.01m,01st Jul 04  ,N/A
1066,Mighty No. 9,WiiU,Deep Silver  ,Comcept  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.03m,0.01m,N/A,0.01m,21st Jun 16  ,04th Jul 18
1067,Mirror's Edge,PC,Electronic Arts  ,EA Digital Illusions CE  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,0.05m,N/A,0.01m,12th Jan 09  ,25th Mar 19
1068,Drill Dozer,GBA,Nintendo  ,Game Freak  ,N/A  ,7.9  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,06th Feb 06  ,N/A
1069,Death Jr. II: Root of Evil,PSP,Konami  ,Backbone Entertainment  ,N/A  ,6.9  ,N/A  ,N/A,0.05m,0.05m,0.00m,N/A,0.00m,31st Oct 06  ,N/A
1070,Dynamite Headdy,GEN,Sega  ,"Treasure Co., Ltd.  ",N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,N/A,0.05m,0.00m,04th Aug 94  ,N/A
1071,Dragon's Lair 3D: Return to the Lair,XB,Ubisoft  ,Dragonstone Software  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,18th Nov 02  ,N/A
1072,Little Nightmares,NS,Bandai Namco Entertainment  ,Tarsier Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,0.02m,0.03m,0.00m,18th May 18  ,20th Feb 19
1073,Disney's PK: Out of the Shadows,GC,Ubisoft  ,Ubisoft  ,N/A  ,4.0  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,03rd Dec 02  ,N/A
1074,Bubsy: The Woolies Strike Back,PS4,Accolade  ,Black Forest Games  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,N/A,N/A,0.01m,31st Oct 17  ,20th Sep 18
1075,Piglet's Big Game,GC,Gotham Games  ,Doki Denki  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,19th Mar 03  ,N/A
1076,Piglet's Big Game,GBA,THQ  ,Doki Denki  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,02nd Feb 03  ,N/A
1077,Max & the Magic Marker,DS,Unknown  ,Press Play  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,0.05m,N/A,0.00m,30th Jul 11  ,N/A
1078,Over the Hedge: Hammy Goes Nuts!,PSP,Activision  ,Amaze Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.05m,N/A,N/A,0.00m,21st Nov 06  ,N/A
1079,Blues Brothers 2000,N64,Titus  ,Player 1  ,N/A  ,4.9  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,16th Nov 00  ,N/A
1080,Chameleon Twist 2,N64,Sunsoft  ,Japan Supply System  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,31st Mar 99  ,N/A
1081,Monster Boy and the Cursed Kingdom,All,FDG Entertainment  ,Game Atelier  ,N/A  ,N/A  ,N/A  ,0.05m,N/A,N/A,N/A,N/A,N/A,04th Dec 18  ,22nd May 21
1082,Scribblenauts: Showdown,PS4,Warner Bros. Interactive  ,Shiver Games  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,N/A,N/A,0.01m,06th Mar 18  ,03rd Apr 18
1083,DuckTales: Remastered,PS3,Capcom  ,WayForward  ,N/A  ,8.6  ,N/A  ,N/A,0.05m,0.01m,0.04m,N/A,0.01m,13th Aug 13  ,17th Feb 19
1084,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Global Star Software  ,High Voltage Software  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.01m,N/A,0.00m,16th Oct 05  ,N/A
1085,Stretch Panic,PS2,Conspiracy Entertainment  ,"Treasure Co., Ltd.  ",N/A  ,N/A  ,N/A  ,N/A,0.05m,0.02m,0.02m,N/A,0.01m,28th Aug 01  ,N/A
1086,George of The Jungle and the Search for the Secret,DS,Crave Entertainment  ,Crave Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.05m,0.00m,N/A,0.00m,11th Mar 08  ,N/A
1087,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,DreamCatcher Interactive  ,EKO System  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.02m,0.02m,N/A,0.01m,19th Feb 02  ,N/A
1088,Toki Collector's Edition,NS,Microids  ,Golgoth Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,N/A,N/A,0.01m,22nd Nov 18  ,22nd Feb 19
1089,Nicktoons: Attack of the Toybots,DS,THQ  ,Natsume  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.04m,0.00m,N/A,0.00m,23rd Oct 07  ,N/A
1090,Johnny Bazookatone,PS,U.S. Gold  ,Arc Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.03m,0.02m,N/A,0.00m,01st Jan 96  ,N/A
1091,Silhouette Mirage,PS,Working Designs  ,"Treasure Co., Ltd.  ",N/A  ,N/A  ,N/A  ,N/A,0.05m,0.03m,0.02m,N/A,0.00m,31st Dec 99  ,N/A
1092,Ultimate Ghosts 'n Goblins (JP sales),PSP,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Aug 06  ,N/A
1093,Wonder Boy: The Dragon's Trap (Remake),NS,DotEmu  ,Lizardcube  ,N/A  ,7.4  ,7.5  ,N/A,0.05m,0.04m,N/A,N/A,0.01m,18th Apr 17  ,10th Aug 18
