position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1,Super Mario,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,398.51m,N/A,N/A,N/A,N/A,N/A,20th Jul 83  ,20th Feb 20
2,Sonic the Hedgehog,Series,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,97.11m,N/A,N/A,N/A,N/A,N/A,23rd Jun 91  ,07th Feb 20
3,Donkey Kong,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,65.00m,N/A,N/A,N/A,N/A,N/A,31st Jul 81  ,21st Feb 20
4,Crash Bandicoot,Series,Sony Interactive Entertainment  ,Naughty Dog  ,N/A  ,N/A  ,N/A  ,50.00m,N/A,N/A,N/A,N/A,N/A,09th Sep 96  ,02nd Mar 20
5,Kirby,Series,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A  ,47.38m,N/A,N/A,N/A,N/A,N/A,01st Aug 92  ,22nd Feb 20
6,Terraria,All,Re-Logic  ,Re-Logic  ,N/A  ,N/A  ,N/A  ,44.50m,N/A,N/A,N/A,N/A,N/A,16th May 11  ,10th Oct 20
7,Super Mario Bros.,NES,Nintendo  ,Nintendo EAD  ,N/A  ,10.0  ,8.2  ,40.24m,N/A,N/A,N/A,N/A,N/A,18th Oct 85  ,N/A
8,Mega Man,Series,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,38.00m,N/A,N/A,N/A,N/A,N/A,17th Dec 87  ,03rd Feb 20
9,New Super Mario Bros.,DS,Nintendo  ,Nintendo EAD  ,N/A  ,9.1  ,8.1  ,30.80m,N/A,N/A,N/A,N/A,N/A,15th May 06  ,N/A
10,New Super Mario Bros. Wii,Wii,Nintendo  ,Nintendo EAD  ,9.1  ,8.6  ,9.2  ,30.32m,N/A,N/A,N/A,N/A,N/A,15th Nov 09  ,N/A
11,Yoshi,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,27.31m,N/A,N/A,N/A,N/A,N/A,01st Jun 92  ,21st Feb 20
12,Rayman,Series,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,26.00m,N/A,N/A,N/A,N/A,N/A,19th Sep 95  ,10th Feb 20
13,Super Mario Odyssey,NS,Nintendo  ,Nintendo EPD  ,N/A  ,9.9  ,N/A  ,25.12m,N/A,N/A,N/A,N/A,N/A,27th Oct 17  ,19th Nov 18
14,Human: Fall Flat,All,Curve Digital  ,No Brakes Games  ,N/A  ,N/A  ,N/A  ,25.00m,N/A,N/A,N/A,N/A,N/A,22nd Jul 16  ,11th Feb 21
15,Terraria,PC,Re-Logic  ,Re-Logic  ,N/A  ,8.8  ,N/A  ,23.00m,N/A,N/A,N/A,N/A,N/A,16th May 11  ,19th Mar 18
16,Super Mario World,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,8.5  ,N/A  ,20.61m,N/A,N/A,N/A,N/A,N/A,13th Aug 91  ,10th Aug 18
17,Spyro,Series,Sony Interactive Entertainment  ,Insomniac Games  ,N/A  ,N/A  ,N/A  ,20.00m,N/A,N/A,N/A,N/A,N/A,10th Sep 98  ,06th Mar 20
18,Super Mario Land,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,18.14m,N/A,N/A,N/A,N/A,N/A,01st Aug 89  ,N/A
19,Super Mario Bros. 3,NES,Nintendo  ,Nintendo R&D2  ,N/A  ,N/A  ,N/A  ,17.28m,N/A,N/A,N/A,N/A,N/A,12th Feb 90  ,09th Aug 18
20,Gex,Series,BMG Interactive Entertainment  ,Crystal Dynamics  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,01st Apr 95  ,01st Mar 20
21,Sonic the Hedgehog,GEN,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,23rd Jun 91  ,N/A
22,New Super Mario Bros. U Deluxe,NS,Nintendo  ,Nintendo EPD  ,N/A  ,N/A  ,6.6  ,14.75m,N/A,N/A,N/A,N/A,N/A,11th Jan 19  ,02nd Aug 20
23,New Super Mario Bros. 2,3DS,Nintendo  ,Nintendo  ,7.6  ,7.5  ,N/A  ,13.41m,N/A,N/A,N/A,N/A,N/A,19th Aug 12  ,30th Jan 18
24,Super Mario 3D Land,3DS,Nintendo  ,Nintendo EAD Tokyo  ,9.1  ,8.9  ,N/A  ,12.87m,N/A,N/A,N/A,N/A,N/A,13th Nov 11  ,06th Apr 18
25,Super Mario Galaxy,Wii,Nintendo  ,Nintendo EAD Tokyo  ,9.6  ,9.7  ,9.6  ,12.80m,N/A,N/A,N/A,N/A,N/A,12th Nov 07  ,N/A
26,Wario,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,12.13m,N/A,N/A,N/A,N/A,N/A,13th Mar 94  ,22nd Feb 20
27,Little Nightmares,Series,Bandai Namco Entertainment  ,Tarsier Studios  ,N/A  ,N/A  ,N/A  ,12.00m,N/A,N/A,N/A,N/A,N/A,28th Apr 17  ,15th Mar 20
28,Super Mario 64,N64,Nintendo  ,Nintendo EAD  ,N/A  ,9.7  ,9.2  ,11.91m,N/A,N/A,N/A,N/A,N/A,29th Sep 96  ,N/A
29,Super Mario Land 2: 6 Golden Coins,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,9.0  ,N/A  ,11.18m,N/A,N/A,N/A,N/A,N/A,02nd Nov 92  ,N/A
30,Super Mario 64 DS,DS,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,11.06m,N/A,N/A,N/A,N/A,N/A,20th Nov 04  ,22nd Mar 20
31,Super Mario 64 DS,DS,Nintendo  ,Nintendo EAD  ,N/A  ,8.6  ,N/A  ,11.06m,N/A,N/A,N/A,N/A,N/A,20th Nov 04  ,N/A
32,Super Mario 3D World + Bowser's Fury,NS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,10.82m,N/A,N/A,N/A,N/A,N/A,12th Feb 21  ,03rd Sep 20
33,Super Mario All-Stars,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,9.5  ,10.55m,N/A,N/A,N/A,N/A,N/A,01st Aug 93  ,N/A
34,Crash Bandicoot N. Sane Trilogy,All,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,30th Jun 17  ,30th Oct 20
35,Pitfall,Series,Activision  ,Activision  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,20th Apr 82  ,16th Feb 20
36,Donkey Kong Country,SNES,Nintendo  ,Rare Ltd.  ,N/A  ,9.0  ,N/A  ,9.30m,N/A,N/A,N/A,N/A,N/A,21st Nov 94  ,N/A
37,Super Mario 3D All-Stars,NS,Nintendo  ,Nintendo  ,7.0  ,N/A  ,N/A  ,9.07m,N/A,N/A,N/A,N/A,N/A,18th Sep 20  ,04th Sep 20
38,Cuphead,Series,Studio MDHR  ,Studio MDHR  ,N/A  ,N/A  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,29th Sep 17  ,11th Mar 20
39,Super Mario Maker 2,NS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,7.89m,N/A,N/A,N/A,N/A,N/A,28th Jun 19  ,24th Apr 19
40,Super Mario Bros. 2,NES,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,7.46m,N/A,N/A,N/A,N/A,N/A,01st Oct 88  ,N/A
41,Super Mario Galaxy 2,Wii,Nintendo  ,Nintendo EAD Tokyo  ,9.6  ,9.7  ,9.8  ,7.41m,N/A,N/A,N/A,N/A,N/A,23rd May 10  ,N/A
42,Trine,Series,Nobilis  ,Frozenbyte  ,N/A  ,N/A  ,N/A  ,7.39m,N/A,N/A,N/A,N/A,N/A,03rd Jul 09  ,28th Jan 21
43,Crash Bandicoot,PS,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,7.8  ,N/A  ,6.82m,N/A,N/A,N/A,N/A,N/A,01st Sep 96  ,N/A
44,Donkey Kong Country Returns,Wii,Nintendo  ,Retro Studios  ,8.6  ,8.6  ,N/A  ,6.53m,N/A,N/A,N/A,N/A,N/A,21st Nov 10  ,N/A
45,Kirby and the Forgotten Land,NS,Nintendo  ,HAL Laboratory  ,8.0  ,N/A  ,N/A  ,6.12m,N/A,N/A,N/A,N/A,N/A,25th Mar 22  ,15th Jan 22
46,Cuphead,All,Studio MDHR  ,Studio MDHR  ,N/A  ,N/A  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,29th Sep 17  ,23rd Nov 20
47,Limbo,All,Playdead  ,Playdead  ,N/A  ,N/A  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,21st Jul 10  ,27th Dec 20
48,Sonic the Hedgehog 2,GEN,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,20th Nov 92  ,N/A
49,Super Mario Sunshine,GC,Nintendo  ,Nintendo EAD  ,8.9  ,9.2  ,N/A  ,5.91m,N/A,N/A,N/A,N/A,N/A,25th Aug 02  ,N/A
50,Super Mario 3D World,WiiU,Nintendo  ,Nintendo EAD Tokyo  ,9.3  ,9.5  ,N/A  ,5.89m,N/A,N/A,N/A,N/A,N/A,22nd Nov 13  ,02nd Jan 18
51,New Super Mario Bros. U,WiiU,Nintendo  ,Nintendo EAD  ,8.2  ,8.4  ,N/A  ,5.82m,N/A,N/A,N/A,N/A,N/A,18th Nov 12  ,02nd Aug 20
52,Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,9.3  ,N/A  ,5.70m,N/A,N/A,N/A,N/A,N/A,31st Oct 98  ,24th Sep 18
53,Trials,Series,RedLynx  ,RedLynx  ,N/A  ,N/A  ,N/A  ,5.70m,N/A,N/A,N/A,N/A,N/A,12th Aug 09  ,26th Apr 20
54,Super Mario World: Super Mario Advance 2,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,9.4  ,N/A  ,5.69m,N/A,N/A,N/A,N/A,N/A,09th Feb 02  ,N/A
55,Super Mario Advance,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,8.2  ,N/A  ,5.57m,N/A,N/A,N/A,N/A,N/A,10th Jun 01  ,N/A
56,Donkey Kong Country: Tropical Freeze,All,Nintendo  ,Retro Studios  ,N/A  ,N/A  ,N/A  ,5.44m,N/A,N/A,N/A,N/A,N/A,21st Feb 14  ,21st Jul 21
57,Super Mario Advance 4: Super Mario Bros. 3,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,9.2  ,N/A  ,5.43m,N/A,N/A,N/A,N/A,N/A,21st Oct 03  ,N/A
58,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive  ,Traveller's Tales  ,N/A  ,6.9  ,N/A  ,N/A,5.42m,2.07m,2.29m,0.24m,0.82m,29th Oct 01  ,N/A
59,Donkey Kong 64,N64,Nintendo  ,Rare Ltd.  ,N/A  ,9.3  ,N/A  ,5.27m,N/A,N/A,N/A,N/A,N/A,22nd Nov 99  ,N/A
60,Super Mario Land 3: Wario Land,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,7.9  ,N/A  ,5.19m,N/A,N/A,N/A,N/A,N/A,09th Feb 94  ,N/A
61,Donkey Kong Country 2: Diddy's Kong Quest,SNES,Nintendo  ,Rare Ltd.  ,N/A  ,9.3  ,N/A  ,5.15m,N/A,N/A,N/A,N/A,N/A,20th Nov 95  ,N/A
62,Kirby's Dream Land,GB,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A  ,5.13m,N/A,N/A,N/A,N/A,N/A,01st Aug 92  ,N/A
63,Super Mario Bros. Deluxe,GB,Nintendo  ,Nintendo EAD  ,N/A  ,9.7  ,N/A  ,5.07m,N/A,N/A,N/A,N/A,N/A,30th Apr 99  ,N/A
64,Spyro the Dragon,PS,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,8.7  ,N/A  ,4.83m,N/A,N/A,N/A,N/A,N/A,10th Sep 98  ,N/A
65,Crash Bandicoot N. Sane Trilogy,PS4,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,4.83m,1.09m,2.92m,0.07m,0.74m,30th Jun 17  ,23rd Sep 18
66,Sonic Heroes,All,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,4.58m,N/A,N/A,N/A,N/A,N/A,06th Jan 04  ,14th Nov 20
67,Ghosts 'n Goblins,Series,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,19th Sep 85  ,03rd Feb 20
68,LittleBigPlanet,PS3,Sony Computer Entertainment  ,Media Molecule  ,9.2  ,9.4  ,9.2  ,4.50m,N/A,N/A,N/A,N/A,N/A,28th Oct 08  ,N/A
69,Super Paper Mario,Wii,Nintendo  ,Intelligent Systems  ,N/A  ,8.5  ,N/A  ,4.23m,N/A,N/A,N/A,N/A,N/A,09th Apr 07  ,N/A
70,Teenage Mutant Ninja Turtles,NES,Ultra Games  ,Konami  ,N/A  ,5.9  ,N/A  ,N/A,4.17m,3.38m,0.44m,0.31m,0.04m,01st Jun 89  ,N/A
71,Donkey Kong Country: Tropical Freeze,NS,Nintendo  ,Retro Studios  ,7.0  ,9.1  ,9.1  ,4.12m,N/A,N/A,N/A,N/A,N/A,04th May 18  ,02nd Aug 20
72,Super Mario World 2: Yoshi's Island,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,9.0  ,N/A  ,4.12m,N/A,N/A,N/A,N/A,N/A,04th Oct 95  ,N/A
73,Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,8.6  ,N/A  ,4.09m,N/A,N/A,N/A,N/A,N/A,31st Oct 97  ,N/A
74,Super Mario Maker,WiiU,Nintendo  ,Nintendo EAD  ,N/A  ,8.8  ,N/A  ,4.02m,N/A,N/A,N/A,N/A,N/A,11th Sep 15  ,29th Mar 18
75,Disney's Aladdin,GEN,Sega  ,Virgin Interactive  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,11th Nov 93  ,N/A
76,Pitfall!,2600,Activision  ,Activision  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,20th Apr 82  ,N/A
77,Ratatouille,All,THQ  ,Heavy Iron Studios  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,26th Jun 07  ,01st Mar 21
78,Sonic Colors,All,Sega  ,Sonic Team/Dimps Corporation  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,16th Nov 10  ,14th Nov 20
79,Teenage Mutant Ninja Turtles,All,Ultra Games  ,Konami  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,25th Jun 89  ,23rd Apr 22
80,The Simpsons Game,All,Electronic Arts  ,EA Redwood Shores  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,30th Oct 07  ,17th Apr 21
81,Kirby Star Allies,NS,Nintendo  ,HAL Laboratory  ,7.0  ,8.1  ,10.0  ,3.98m,N/A,N/A,N/A,N/A,N/A,16th Mar 18  ,14th Mar 18
82,Donkey Kong Land,GB,Nintendo  ,Rare Ltd.  ,N/A  ,N/A  ,N/A  ,3.91m,N/A,N/A,N/A,N/A,N/A,26th Jul 95  ,N/A
83,Super Mario Maker,3DS,Nintendo  ,Nintendo  ,N/A  ,7.3  ,N/A  ,3.79m,N/A,N/A,N/A,N/A,N/A,02nd Dec 16  ,29th Mar 18
84,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment  ,High Impact Games  ,N/A  ,8.5  ,N/A  ,N/A,3.75m,1.40m,1.40m,0.10m,0.86m,13th Feb 07  ,N/A
85,Ratchet & Clank,PS2,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,N/A  ,N/A  ,3.71m,N/A,N/A,N/A,N/A,N/A,07th Nov 02  ,N/A
86,Banjo-Kazooie,N64,Nintendo  ,Rare Ltd.  ,N/A  ,9.3  ,9.4  ,3.65m,N/A,N/A,N/A,N/A,N/A,31st May 98  ,N/A
87,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,9.0  ,8.9  ,N/A,3.64m,2.08m,1.09m,0.15m,0.33m,04th Dec 01  ,N/A
88,BattleBlock Theater,PC,The Behemoth  ,The Behemoth  ,N/A  ,N/A  ,N/A  ,3.61m,N/A,N/A,N/A,N/A,N/A,15th May 14  ,18th Nov 18
89,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo  ,Rare Ltd.  ,N/A  ,8.8  ,N/A  ,3.51m,N/A,N/A,N/A,N/A,N/A,22nd Nov 96  ,N/A
90,Sonic Frontiers,All,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,3.50m,N/A,N/A,N/A,N/A,N/A,08th Nov 22  ,13th Dec 22
91,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,8.7  ,N/A  ,3.45m,N/A,N/A,N/A,N/A,N/A,31st Oct 99  ,N/A
92,LittleBigPlanet 2,PS3,Sony Computer Entertainment  ,Media Molecule  ,9.3  ,9.1  ,N/A  ,N/A,3.43m,1.83m,1.07m,0.06m,0.47m,18th Jan 11  ,N/A
93,Yoshi's Island DS,DS,Nintendo  ,Artoon  ,N/A  ,8.2  ,N/A  ,3.36m,N/A,N/A,N/A,N/A,N/A,13th Nov 06  ,N/A
94,Spyro: Year of the Dragon,PS,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,9.1  ,N/A  ,3.28m,N/A,N/A,N/A,N/A,N/A,23rd Oct 00  ,N/A
95,Ratchet & Clank: Up Your Arsenal,PS2,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,9.1  ,N/A  ,3.22m,N/A,N/A,N/A,N/A,N/A,03rd Nov 04  ,N/A
96,Sonic Heroes,PS2,Sega  ,Sonic Team  ,N/A  ,6.6  ,N/A  ,3.16m,N/A,N/A,N/A,N/A,N/A,27th Jan 04  ,N/A
97,Kid Icarus,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,3.12m,N/A,N/A,N/A,N/A,N/A,01st Jul 87  ,10th May 22
98,Donkey Kong,GB,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,3.07m,N/A,N/A,N/A,N/A,N/A,01st Jun 94  ,N/A
99,Kung Fu Panda,X360,Activision  ,Luxoflux  ,N/A  ,7.5  ,N/A  ,N/A,3.05m,1.91m,0.84m,N/A,0.29m,03rd Jun 08  ,N/A
100,Rayman,PS,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,7.0  ,N/A  ,N/A,3.03m,1.54m,1.33m,N/A,0.16m,01st Sep 95  ,N/A
101,Yoshi's Crafted World,NS,Nintendo  ,Good-Feel  ,8.0  ,7.8  ,N/A  ,3.01m,N/A,N/A,N/A,N/A,N/A,29th Mar 19  ,22nd Mar 19
102,Croc: Legend of the Gobbos,PS,Fox Interactive  ,Argonaut Games  ,N/A  ,7.6  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,29th Sep 97  ,N/A
103,Little Nightmares,All,Bandai Namco Entertainment  ,Tarsier Studios  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,28th Apr 17  ,22nd Jan 21
104,Risk of Rain,All,Chucklefish  ,Hopoo Games  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,08th Nov 13  ,10th Jan 21
105,Shantae,Series,Capcom  ,WayForward  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,02nd Jun 02  ,26th Jun 21
106,Sonic and the Secret Rings,Wii,Sega  ,Sonic Team  ,N/A  ,6.7  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,20th Feb 07  ,N/A
107,Sonic Rush,DS,Sega  ,Dimps Corporation  ,N/A  ,7.8  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,15th Nov 05  ,N/A
108,Kirby Super Star Ultra,DS,Nintendo  ,HAL Laboratory  ,9.0  ,7.3  ,N/A  ,2.99m,N/A,N/A,N/A,N/A,N/A,22nd Sep 08  ,N/A
109,Super Meat Boy,PC,Unknown  ,Team Meat  ,N/A  ,9.2  ,N/A  ,2.97m,N/A,N/A,N/A,N/A,N/A,30th Nov 10  ,N/A
110,Ratchet & Clank: Going Commando,PS2,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,8.7  ,N/A  ,2.97m,N/A,N/A,N/A,N/A,N/A,11th Nov 03  ,N/A
111,Donkey Kong Country Returns 3D,3DS,Nintendo  ,Monster Games  ,8.8  ,8.6  ,N/A  ,2.93m,N/A,N/A,N/A,N/A,N/A,24th May 13  ,28th Sep 18
112,Metroid Dread,NS,Nintendo  ,Nintendo  ,9.0  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,08th Oct 21  ,15th Jun 21
113,Yoshi's Story,N64,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.85m,N/A,N/A,N/A,N/A,N/A,01st Mar 98  ,N/A
114,Yoshi's Island: Super Mario Advance 3,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.83m,N/A,N/A,N/A,N/A,N/A,24th Sep 02  ,N/A
115,Finding Nemo,GBA,THQ  ,Vicarious Visions  ,N/A  ,7.0  ,N/A  ,N/A,2.82m,1.59m,1.05m,0.04m,0.14m,10th May 03  ,N/A
116,Trine 2,PC,Frozenbyte  ,Frozenbyte  ,8.7  ,N/A  ,N/A  ,2.79m,N/A,N/A,N/A,N/A,N/A,07th Dec 11  ,N/A
117,A Bug's Life,PS,Sony Computer Entertainment  ,Traveller's Tales  ,N/A  ,3.6  ,N/A  ,N/A,2.79m,1.96m,0.72m,N/A,0.11m,31st Oct 98  ,N/A
118,Sonic the Hedgehog (2006),All,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,2.69m,N/A,N/A,N/A,N/A,N/A,14th Nov 06  ,14th Nov 20
119,Kirby: Triple Deluxe,3DS,Nintendo  ,HAL Laboratory  ,N/A  ,7.8  ,N/A  ,2.65m,N/A,N/A,N/A,N/A,N/A,02nd May 14  ,30th Jan 18
120,Shovel Knight,All,Yacht Club Games  ,Yacht Club Games  ,N/A  ,N/A  ,N/A  ,2.65m,N/A,N/A,N/A,N/A,N/A,26th Jun 14  ,22nd Jan 21
121,Shovel Knight,Series,Yacht Club Games  ,Yacht Club Games  ,N/A  ,N/A  ,N/A  ,2.65m,N/A,N/A,N/A,N/A,N/A,26th Jun 14  ,28th Feb 20
122,Super Mario Bros. 2 (FDS),NES,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.65m,N/A,N/A,N/A,N/A,N/A,03rd Jun 86  ,N/A
123,LittleBigPlanet,PSP,Sony Computer Entertainment  ,SCEE Cambridge  ,N/A  ,8.8  ,N/A  ,N/A,2.61m,0.65m,1.27m,0.01m,0.68m,17th Nov 09  ,03rd Dec 18
124,Mirror's Edge,Series,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,N/A  ,2.54m,N/A,N/A,N/A,N/A,N/A,11th Nov 08  ,26th Jan 21
125,Mirror's Edge,All,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,11th Nov 08  ,26th Jan 21
126,Sonic Adventure,All,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,2.50m,N/A,N/A,N/A,N/A,N/A,09th Sep 99  ,14th Nov 20
127,Dustforce DX,PC,Hitbox Team  ,Hitbox Team  ,N/A  ,N/A  ,N/A  ,2.49m,N/A,N/A,N/A,N/A,N/A,17th Jan 12  ,01st Feb 19
128,Sonic Unleashed,All,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,2.45m,N/A,N/A,N/A,N/A,N/A,18th Nov 08  ,13th Nov 20
129,Sonic Adventure,DC,Sega  ,Sonic Team  ,N/A  ,8.9  ,N/A  ,N/A,2.42m,1.26m,0.61m,0.46m,0.08m,09th Sep 99  ,N/A
130,Ratchet & Clank (2016),PS4,Sony Interactive Entertainment  ,Insomniac Games  ,N/A  ,N/A  ,N/A  ,N/A,2.38m,0.97m,0.97m,0.06m,0.39m,12th Apr 16  ,25th Apr 18
131,Kirby's Dream Land 2,GB,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A  ,2.36m,N/A,N/A,N/A,N/A,N/A,01st May 95  ,N/A
132,Donkey Kong Land 2,GB,Nintendo  ,Rare Ltd.  ,N/A  ,N/A  ,N/A  ,2.35m,N/A,N/A,N/A,N/A,N/A,01st Sep 96  ,N/A
133,Daxter,PSP,Sony Computer Entertainment  ,Ready at Dawn  ,N/A  ,8.6  ,N/A  ,2.30m,N/A,N/A,N/A,N/A,N/A,14th Mar 06  ,N/A
134,Mario Bros.,NES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,2.28m,N/A,N/A,N/A,N/A,N/A,01st Jun 86  ,N/A
135,Classic NES Series: Super Mario Bros.,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,8.3  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,02nd Jun 04  ,N/A
136,Kirby Squeak Squad,DS,Nintendo  ,"HAL Laboratory, Flagship  ",N/A  ,7.3  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,06th Dec 06  ,N/A
137,Sonic Advance,GBA,Sega  ,Dimps Corporation / Sonic Team  ,N/A  ,N/A  ,N/A  ,N/A,2.24m,1.19m,0.71m,0.22m,0.13m,04th Feb 02  ,N/A
138,Super Mario All-Stars: Limited Edition,Wii,Nintendo  ,Nintendo EAD  ,5.5  ,7.2  ,N/A  ,2.24m,N/A,N/A,N/A,N/A,N/A,12th Dec 10  ,N/A
139,Spyro: Season of Ice,GBA,Vivendi Games  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,N/A,2.23m,1.29m,0.83m,N/A,0.11m,29th Oct 01  ,N/A
140,Flashback,All,U.S. Gold  ,Delphine Software International  ,N/A  ,N/A  ,N/A  ,2.20m,N/A,N/A,N/A,N/A,N/A,01st Jan 92  ,31st Mar 21
141,Wario Land 3,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,2.20m,N/A,N/A,N/A,N/A,N/A,01st May 00  ,N/A
142,Wario Land 4,GBA,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,2.20m,N/A,N/A,N/A,N/A,N/A,18th Nov 01  ,N/A
143,Skylanders SWAP Force,Wii,Activision  ,Beenox  ,N/A  ,N/A  ,N/A  ,N/A,2.19m,1.23m,0.77m,N/A,0.19m,13th Oct 13  ,16th Jan 18
144,Donkey Kong Country,GBC,Nintendo  ,Rare Ltd.  ,N/A  ,9.1  ,N/A  ,2.19m,N/A,N/A,N/A,N/A,N/A,04th Nov 00  ,06th Jan 18
145,Spyro Reignited Trilogy,PS4,Activision  ,Toys for Bob  ,8.0  ,N/A  ,N/A  ,N/A,2.17m,0.75m,1.07m,N/A,0.35m,13th Nov 18  ,08th Apr 18
146,Scooby-Doo! Night of 100 Frights,PS2,THQ  ,Heavy Iron Studios  ,N/A  ,N/A  ,N/A  ,N/A,2.10m,1.17m,0.72m,N/A,0.22m,20th May 02  ,N/A
