position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
843,Blair Witch,PS4,Lionsgate Games  ,Bloober Team  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 19  ,22nd Nov 19
844,Blaster Master Zero,PC,Inti Creates  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Jun 19  ,25th May 19
845,Blaster Master Zero,XS,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,17th Jun 21
846,Blaster Master Zero,XOne,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,17th Jun 21
847,Blaster Master Zero 2,XOne,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,17th Jun 21
848,Blaster Master Zero 2,XS,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,17th Jun 21
849,Blaster Master Zero 3,XS,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Jun 21
850,Blaster Master Zero 3,NS,Unknown  ,Inti Creates  ,7.5  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Jun 21
851,Blaster Master Zero 3,PC,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Jun 21
852,Blaster Master Zero 3,PS4,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Jun 21
853,Blaster Master Zero 3,XOne,Unknown  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Jun 21
854,Blazing Beaks,PS4,Applava  ,Applava  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19  ,08th Aug 19
855,Blazing Beaks,PC,Applava  ,Applava  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th May 19  ,08th Aug 19
856,Blazing Beaks,NS,Applava  ,Applava  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th May 19  ,08th Aug 19
857,Blightbound,PC,Unknown  ,Ronimo Games  ,4.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,21st Jul 21
858,Block Zombies!,WiiU,Unknown  ,TBD  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Aug 20
859,Bloodstained: Ritual of the Night,PC,"505 Games US, Inc.  ",Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,18th Jun 19  ,08th Apr 19
860,Bloodstained: Ritual of the Night,NS,"505 Games US, Inc.  ",Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 19  ,08th Apr 19
861,Bloodstained: Ritual of the Night,XOne,"505 Games US, Inc.  ",Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,18th Jun 19  ,08th Apr 19
862,Bloodstained: Ritual of the Night,PS4,"505 Games US, Inc.  ",Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,18th Jun 19  ,08th Apr 19
863,Blossom Tales 2: The Minotaur Prince,NS,Unknown  ,Castle Pixel  ,7.5  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,30th Jun 22
864,Blossom Tales 2: The Minotaur Prince,PC,Unknown  ,Castle Pixel  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,30th Jun 22
865,Blossom Tales: The Sleeping King,PC,Unknown  ,Castle Pixel  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,24th May 22
866,Blue Fire,PS4,Graffiti  ,Robi Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,04th Aug 20
867,Blue Fire,XOne,Graffiti  ,Robi Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,04th Aug 20
868,Blue Fire,NS,Graffiti  ,Robi Studios  ,6.5  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 21  ,04th Aug 20
869,Blue Fire,PC,Graffiti  ,Robi Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,04th Aug 20
870,Bookbound Brigade,NS,Intragames  ,Digital Tales  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19  ,31st Jul 19
871,Bookbound Brigade,PC,Intragames  ,Digital Tales  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19  ,31st Jul 19
872,Bookbound Brigade,PS4,Intragames  ,Digital Tales  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19  ,31st Jul 19
873,Boyfriend Dungeon,NS,Kitfox Games  ,Kitfox Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Aug 21  ,16th Dec 19
874,Boyfriend Dungeon,PC,Kitfox Games  ,Kitfox Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20  ,16th Dec 19
875,Cannibal Cuisine,NS,Rocket Vulture  ,Rocket Vulture  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th May 20  ,09th May 20
876,Cannibal Cuisine,PC,Rocket Vulture  ,Rocket Vulture  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th May 20  ,09th May 20
877,Carrion,PC,Devolver Digital  ,Phobia Game Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 20  ,23rd May 20
878,Carrion,PS4,Devolver Digital  ,Phobia Game Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,23rd May 20
879,Carrion,XOne,Devolver Digital  ,Phobia Game Studio  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 20  ,23rd May 20
880,Castle Crashers Remastered,NS,Unknown  ,The Behemoth  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Mar 19
881,Castle Crashers Remastered,PS4,Unknown  ,The Behemoth  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th Mar 19
882,Castlevania Anniversary Collection,XOne,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th May 19  ,14th May 19
883,Castlevania Anniversary Collection,NS,Konami  ,Konami  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th May 19  ,14th May 19
884,Castlevania Anniversary Collection,PS4,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th May 19  ,14th May 19
885,Castlevania Anniversary Collection,PC,Konami Digital Entertainment  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,15th May 19  ,14th May 19
886,Castlevania: Symphony of the Night,And,Unknown  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Jun 20
887,Castlevania: Symphony of the Night,iOS,Unknown  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Jun 20
888,Cathedral,PC,Unknown  ,Decemberborn Interactive  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,28th Feb 21
889,Cathedral,NS,Unknown  ,Decemberborn Interactive  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,28th Feb 21
890,Cirsed Castilla EX,PS4,Unknown  ,Abylight  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,24th Jan 19
891,Clash: Artifacts of Chaos,XOne,Unknown  ,ACE Team  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Jan 23
892,Clash: Artifacts of Chaos,XS,Unknown  ,ACE Team  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Jan 23
893,Clash: Artifacts of Chaos,PC,Unknown  ,ACE Team  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Jan 23
894,Clash: Artifacts of Chaos,PS4,Unknown  ,ACE Team  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Jan 23
895,Clash: Artifacts of Chaos,PS5,Unknown  ,ACE Team  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,07th Jan 23
896,Commander Keen,iOS,Unknown  ,ZeniMax Online Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,09th Jun 19
897,Commander Keen,And,Unknown  ,ZeniMax Online Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,09th Jun 19
898,Conan Chop Chop,PS4,Unknown  ,Funcom Oslo A/S  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,10th Jun 19
899,Conan Chop Chop,XOne,Unknown  ,Funcom Oslo A/S  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,10th Jun 19
900,Conan Chop Chop,PC,Unknown  ,Funcom Oslo A/S  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,10th Jun 19
901,Conan Chop Chop,NS,Unknown  ,Funcom Oslo A/S  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,10th Jun 19
902,Concrete Genie,PS4,Sony Interactive Entertainment  ,PixelOpus  ,5.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 19  ,10th Apr 20
903,Concursion,PC,Unknown  ,Puuba  ,5.3  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,21st Aug 22
904,Contra Anniversary Collection,PC,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Jun 19  ,13th Jun 19
905,Contra Anniversary Collection,XOne,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Jun 19  ,13th Jun 19
906,Contra Anniversary Collection,NS,Konami  ,Konami  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Jun 19  ,13th Jun 19
907,Contra Anniversary Collection,PS4,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Jun 19  ,13th Jun 19
908,Control,PS5,505 Games  ,Remedy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,13th Jun 20
909,Control,XS,505 Games  ,Remedy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,13th Jun 20
910,Control 2,XS,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,12th Nov 22
911,Control 2,PC,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,12th Nov 22
912,Control 2,PS5,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,12th Nov 22
913,Control: AWE,PC,505 Games  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 20  ,27th Sep 20
914,Control: AWE,PS4,505 Games  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 20  ,27th Sep 20
915,Control: AWE,XOne,505 Games  ,Remedy Entertainment  ,8.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 20  ,27th Sep 20
916,Control: The Foundation,XOne,Unknown  ,Remedy Entertainment  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Sep 22
917,Control: The Foundation,XS,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Sep 22
918,Control: The Foundation,NS,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Sep 22
919,Control: The Foundation,PC,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Sep 22
920,Control: The Foundation,PS4,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Sep 22
921,Control: The Foundation,PS5,Unknown  ,Remedy Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Sep 22
922,Creature in the Well,XOne,Unknown  ,Flight School Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Sep 19
923,Creature in the Well,NS,Unknown  ,Flight School Studio  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Sep 19
924,Creature in the Well,PC,Unknown  ,Flight School Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Sep 19
925,Crossing Souls,PS4,Devolver Digital  ,Fourattic  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 18  ,20th Mar 18
926,Cult of the Lamb,PC,Unknown  ,Massive Monster  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Aug 22
927,Cult of the Lamb,PS4,Unknown  ,Massive Monster  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Aug 22
928,Cult of the Lamb,PS5,Unknown  ,Massive Monster  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Aug 22
929,Cult of the Lamb,XOne,Unknown  ,Massive Monster  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Aug 22
930,Cult of the Lamb,XS,Unknown  ,Massive Monster  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Aug 22
931,Cult of the Lamb,NS,Unknown  ,Massive Monster  ,8.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,03rd Aug 22
932,Cyberpunk 2077,XS,CD Projekt Red Studio  ,CD Projekt Red Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,18th Jun 20
933,Cyberpunk 2077,PS5,CD Projekt Red Studio  ,CD Projekt Red Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21  ,18th Jun 20
934,Dark Devotion,PS4,Unknown  ,Hibernian Workshop  ,5.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,18th Nov 19
935,Dark Devotion,PC,Unknown  ,Hibernian Workshop  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,18th Nov 19
936,Dark Devotion,NS,Unknown  ,Hibernian Workshop  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,18th Nov 19
937,Dark Devotion,XOne,Unknown  ,Hibernian Workshop  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,18th Nov 19
938,Darksiders Genesis,PC,THQ Nordic  ,Airship Syndicate  ,9.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,05th Dec 20  ,08th Jun 19
939,Darksiders Genesis,XOne,THQ Nordic  ,Airship Syndicate  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 20  ,08th Jun 19
940,Darksiders Genesis,PS4,THQ Nordic  ,Airship Syndicate  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 20  ,08th Jun 19
941,Darksiders Genesis,NS,THQ Nordic  ,Airship Syndicate  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 20  ,08th Jun 19
942,Darksiders II: Argul's Tomb,X360,Unknown  ,Vigil Games  ,7.3  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Aug 22
943,Darksiders II: Deathinitive Edition,NS,THQ Nordic  ,Gunfire Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 19  ,09th Aug 19
944,Darksiders: Warmastered Edition,NS,THQ Nordic  ,Kaiko  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,02nd Apr 19  ,20th Apr 19
945,Darkwood,PS4,Crunching Koalas  ,Acid Wizard Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th May 19  ,19th May 19
946,Darkwood,NS,Crunching Koalas  ,Acid Wizard Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th May 19  ,19th May 19
947,Darkwood,XOne,Unknown  ,Acid Wizard Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,19th May 19
948,Dawn of Fear,PS4,Good Game Publishing  ,Brok3nsite  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Feb 20  ,22nd Jan 20
949,Daymare: 1994 Sandcastle,XOne,Unknown  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Apr 23
950,Daymare: 1994 Sandcastle,XS,Unknown  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Apr 23
951,Daymare: 1994 Sandcastle,NS,Unknown  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Apr 23
952,Daymare: 1994 Sandcastle,PC,Unknown  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Apr 23
953,Daymare: 1994 Sandcastle,PS4,Unknown  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Apr 23
954,Daymare: 1994 Sandcastle,PS5,Unknown  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,25th Apr 23
955,Daymare: 1998,PS4,Destructive Creations  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19  ,16th Aug 19
956,Daymare: 1998,XOne,Destructive Creations  ,Invader Studios  ,4.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19  ,16th Aug 19
957,Daymare: 1998,PC,Destructive Creations  ,Invader Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 19  ,16th Aug 19
958,Days Gone,All,Sony Interactive Entertainment  ,SIE Bend Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 19  ,06th Jan 22
959,DC Super Hero Girls: Teen Power,NS,Warner Bros. Interactive Entertainment  ,DC Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 21  ,18th Feb 21
960,Dead Cells: Fatal Falls,PC,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,02nd Aug 21
961,Dead Cells: Fatal Falls,PS4,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,02nd Aug 21
962,Dead Cells: Fatal Falls,XOne,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,02nd Aug 21
963,Dead Cells: Fatal Falls,NS,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,02nd Aug 21
964,Dead Cells: The Queen and the Sea,PC,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,22nd Sep 22
965,Dead Cells: The Queen and the Sea,PS4,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,22nd Sep 22
966,Dead Cells: The Queen and the Sea,XOne,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,22nd Sep 22
967,Dead Cells: The Queen and the Sea,NS,Unknown  ,Motion Twin  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,22nd Sep 22
968,Dead Space (2023),PC,Unknown  ,Motive Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Jun 22
969,Dead Space (2023),PS5,Unknown  ,Motive Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Jun 22
970,Dead Space (2023),XS,Unknown  ,Motive Studios  ,9.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,04th Jun 22
971,Deadlight,X360,Microsoft Studios  ,Tequila Works  ,5.8  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 12  ,24th Mar 19
972,Deadlight: Director's Cut,XOne,Deep Silver  ,Tequila Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 16  ,24th Mar 19
973,Deadlight: Director's Cut,PS4,Deep Silver  ,Tequila Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 16  ,24th Mar 19
974,Deadlight: Director's Cut,PC,Deep Silver  ,Tequila Works  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 16  ,24th Mar 19
975,Deadly Premonition 2: A Blessing in Disguise,NS,Rising Star Games  ,Toybox Games  ,3.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th Jul 20  ,16th May 20
976,Deadly Premonition Origins,NS,Toybox  ,Toybox Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,05th Sep 20  ,11th May 20
977,Death Stranding,PS4,Sony Interactive Entertainment  ,Kojima Productions  ,4.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 19  ,26th Jul 21
978,Death Stranding,PC,505 Games  ,Kojima Productions  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 20  ,17th Dec 19
979,Death Stranding Director's Cut,PC,505 Games  ,Kojima Productions  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 22  ,05th Apr 23
980,Death Stranding Director's Cut,PS5,Unknown  ,Kojima Productions  ,8.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,10th Jun 21
981,Death's Gambit,PS4,Skybound Games  ,White Rabbit  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 19  ,17th Oct 21
982,Death's Gambit: Afterlife,PS4,Unknown  ,White Rabbit  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,11th Oct 21
983,Death's Gambit: Afterlife,NS,Unknown  ,White Rabbit  ,7.0  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,11th Oct 21
984,Death's Gambit: Afterlife,PC,Unknown  ,White Rabbit  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,11th Oct 21
985,Deathtrap Dungeon,PC,Unknown  ,Asylum Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,28th Jun 18
986,Death’s Door,PC,Unknown  ,Acid Nerve  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Jun 21
987,Death’s Door,XS,Unknown  ,Acid Nerve  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Jun 21
988,Death’s Door,XOne,Unknown  ,Acid Nerve  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Jun 21
989,Destroy All Humans!,XOne,THQ Nordic  ,Black Forest Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 20  ,18th Jun 19
990,Destroy All Humans!,PS4,THQ Nordic  ,Pandemic Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 20  ,18th Jun 19
991,Destroy All Humans!,PC,THQ Nordic  ,Black Forest Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 20  ,18th Jun 19
992,Destroy All Humans! 2: Reprobed,PS5,Unknown  ,Black Forest Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,18th Sep 21
993,Destroy All Humans! 2: Reprobed,XS,Unknown  ,Black Forest Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,18th Sep 21
