position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1,FIFA,Series,EA Sports  ,Extended Play Productions (1991-1997)  ,N/A  ,N/A  ,N/A  ,325.00m,N/A,N/A,N/A,N/A,N/A,15th Dec 93  ,03rd Feb 20
2,Madden NFL,Series,Electronic Arts  ,Park Place Productions  ,N/A  ,N/A  ,N/A  ,130.00m,N/A,N/A,N/A,N/A,N/A,01st Jun 88  ,25th Feb 20
3,NBA 2K,Series,2K Games  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,130.00m,N/A,N/A,N/A,N/A,N/A,10th Nov 99  ,16th Feb 20
4,Wii/Nintendo Sports,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,124.65m,N/A,N/A,N/A,N/A,N/A,19th Nov 06  ,07th Feb 23
5,Pro Evolution Soccer/eFootball,Series,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,112.50m,N/A,N/A,N/A,N/A,N/A,22nd Dec 95  ,07th Feb 22
6,Wii Sports,Wii,Nintendo  ,Nintendo EAD  ,N/A  ,7.7  ,N/A  ,82.90m,N/A,N/A,N/A,N/A,N/A,19th Nov 06  ,N/A
7,NBA Live,Series,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,35.00m,N/A,N/A,N/A,N/A,N/A,01st Oct 94  ,24th Feb 20
8,Wii Sports Resort,Wii,Nintendo  ,Nintendo EAD  ,8.8  ,8.0  ,8.8  ,33.14m,N/A,N/A,N/A,N/A,N/A,26th Jul 09  ,N/A
9,Tony Hawk's,Series,Activision  ,Neversoft  ,N/A  ,N/A  ,N/A  ,31.12m,N/A,N/A,N/A,N/A,N/A,29th Sep 99  ,09th Mar 20
10,Mario & Sonic at the Olympic Games,Series,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,30.00m,N/A,N/A,N/A,N/A,N/A,06th Nov 07  ,11th Mar 20
11,FIFA 18,All,Electronic Arts  ,EA Vancouver  ,N/A  ,N/A  ,N/A  ,26.40m,N/A,N/A,N/A,N/A,N/A,26th Sep 17  ,15th Oct 20
12,Tiger Woods PGA Tour,Series,EA Sports  ,EA Redwood Shores  ,N/A  ,N/A  ,N/A  ,25.00m,N/A,N/A,N/A,N/A,N/A,31st Aug 98  ,24th Feb 20
13,Jikkyo Powerful Pro Yakyu,Series,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,24.40m,N/A,N/A,N/A,N/A,N/A,11th Mar 94  ,26th Feb 20
14,Wii Fit,Wii,Nintendo  ,Nintendo EAD  ,8.0  ,7.9  ,N/A  ,22.67m,N/A,N/A,N/A,N/A,N/A,21st May 08  ,N/A
15,Wii Fit Plus,Wii,Nintendo  ,Nintendo EAD  ,N/A  ,8.0  ,N/A  ,21.13m,N/A,N/A,N/A,N/A,N/A,04th Oct 09  ,N/A
16,FIFA 19,All,EA Sports  ,EA Vancouver  ,N/A  ,N/A  ,N/A  ,20.00m,N/A,N/A,N/A,N/A,N/A,28th Sep 18  ,15th Oct 20
17,Mario Tennis,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,16.53m,N/A,N/A,N/A,N/A,N/A,14th Aug 95  ,21st Feb 20
18,FIFA 11,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,16.00m,N/A,N/A,N/A,N/A,N/A,28th Sep 10  ,15th Oct 20
19,Backyard Sports,Series,Humongous Entertainment  ,Humongous Entertainment  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,01st Jan 97  ,03rd Mar 20
20,Famista,Series,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,10th Dec 86  ,22nd Feb 20
21,Mario & Sonic at the Olympic Games,All,Sega  ,Sega Sports R&D  ,N/A  ,N/A  ,N/A  ,15.00m,N/A,N/A,N/A,N/A,N/A,06th Nov 07  ,09th Nov 20
22,FIFA 13,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,14.50m,N/A,N/A,N/A,N/A,N/A,25th Sep 12  ,15th Oct 20
23,Everybody's Golf,Series,Sony Interactive Entertainment  ,Camelot Software  ,N/A  ,N/A  ,N/A  ,14.19m,N/A,N/A,N/A,N/A,N/A,30th Apr 98  ,09th Mar 20
24,NBA 2K20,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,14.00m,N/A,N/A,N/A,N/A,N/A,06th Sep 19  ,22nd Oct 20
25,Mario Golf,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,12.22m,N/A,N/A,N/A,N/A,N/A,29th Sep 91  ,21st Feb 20
26,NBA 2K19,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,12.00m,N/A,N/A,N/A,N/A,N/A,11th Sep 18  ,22nd Oct 20
27,FIFA 18,PS4,EA Sports  ,EA Vancouver  ,N/A  ,8.3  ,N/A  ,N/A,11.80m,1.27m,8.64m,0.15m,1.73m,29th Sep 17  ,02nd Apr 18
28,NBA 2K21,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,11.00m,N/A,N/A,N/A,N/A,N/A,04th Sep 20  ,06th Nov 20
29,FIFA 17,PS4,Electronic Arts  ,EA Canada  ,N/A  ,8.9  ,N/A  ,N/A,10.94m,1.26m,7.95m,0.12m,1.61m,27th Sep 16  ,28th Mar 18
30,Rocket League,Series,Psyonix  ,Psyonix  ,N/A  ,N/A  ,N/A  ,10.50m,N/A,N/A,N/A,N/A,N/A,07th Jul 15  ,16th Mar 20
31,Rocket League,All,Psyonix  ,Psyonix  ,N/A  ,N/A  ,N/A  ,10.50m,N/A,N/A,N/A,N/A,N/A,07th Jul 15  ,18th Dec 20
32,FIFA 10,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,20th Oct 09  ,15th Oct 20
33,FIFA 12,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,27th Sep 11  ,15th Oct 20
34,NBA 2K18,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,19th Sep 17  ,22nd Oct 20
35,NBA 2K22,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,10.00m,N/A,N/A,N/A,N/A,N/A,10th Sep 21  ,21st Sep 21
36,FIFA 19,PS4,Electronic Arts  ,EA Sports  ,N/A  ,N/A  ,N/A  ,N/A,9.15m,0.84m,6.87m,0.10m,1.34m,28th Sep 18  ,12th Sep 18
37,Nintendo Switch Sports,NS,Nintendo  ,Nintendo  ,3.0  ,N/A  ,N/A  ,8.61m,N/A,N/A,N/A,N/A,N/A,29th Apr 22  ,09th Feb 22
38,NBA 2K17,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,8.50m,N/A,N/A,N/A,N/A,N/A,20th Sep 16  ,22nd Oct 20
39,FIFA 16,PS4,EA Sports  ,EA Canada  ,N/A  ,8.5  ,N/A  ,N/A,8.22m,1.15m,5.77m,0.07m,1.23m,22nd Sep 15  ,01st Apr 18
40,FIFA 13,PS3,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,8.01m,1.07m,5.13m,0.13m,1.68m,25th Sep 12  ,06th Apr 18
41,Kinect Sports,Series,Microsoft Game Studios  ,Rare  ,N/A  ,N/A  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,09th Oct 10  ,10th Mar 20
42,NBA 2K16,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,8.00m,N/A,N/A,N/A,N/A,N/A,29th Sep 15  ,22nd Oct 20
43,FIFA 09,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,7.80m,N/A,N/A,N/A,N/A,N/A,15th Oct 08  ,20th Oct 20
44,Madden NFL 07,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,7.40m,N/A,N/A,N/A,N/A,N/A,22nd Aug 06  ,19th Oct 22
45,NBA 2K14,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,7.00m,N/A,N/A,N/A,N/A,N/A,01st Oct 13  ,22nd Oct 20
46,NBA 2K15,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,7.00m,N/A,N/A,N/A,N/A,N/A,07th Oct 14  ,22nd Oct 20
47,Zumba Fitness,All,Majesco  ,Pipeworks Software  ,N/A  ,N/A  ,N/A  ,7.00m,N/A,N/A,N/A,N/A,N/A,18th Nov 10  ,20th Jul 21
48,Mario Strikers,Series,Nintendo  ,Next Level Games  ,N/A  ,N/A  ,N/A  ,6.67m,N/A,N/A,N/A,N/A,N/A,05th Dec 05  ,21st Feb 20
49,FIFA Soccer 12,PS3,EA Sports  ,EA Canada  ,N/A  ,9.2  ,N/A  ,N/A,6.65m,0.84m,4.33m,0.11m,1.37m,27th Sep 11  ,N/A
50,FIFA 14,PS3,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,6.61m,0.79m,4.77m,0.07m,0.98m,24th Sep 13  ,15th Sep 18
51,Mario & Sonic at the Olympic Winter Games,All,Sega  ,Sega Sports R&D  ,N/A  ,N/A  ,N/A  ,6.53m,N/A,N/A,N/A,N/A,N/A,13th Oct 09  ,09th Nov 20
52,Madden NFL 06,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,6.50m,N/A,N/A,N/A,N/A,N/A,08th Aug 05  ,19th Oct 22
53,FIFA 15,PS4,EA Sports  ,EA Canada  ,8.8  ,8.1  ,N/A  ,N/A,6.32m,0.83m,4.49m,0.05m,0.94m,23rd Sep 14  ,23rd Mar 18
54,FIFA 07,All,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,25th Sep 06  ,28th Sep 22
55,NBA Jam,Series,Midway  ,Midway  ,N/A  ,N/A  ,N/A  ,6.00m,N/A,N/A,N/A,N/A,N/A,04th Mar 94  ,24th Feb 20
56,NBA 2K11,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,5.50m,N/A,N/A,N/A,N/A,N/A,05th Oct 10  ,22nd Oct 20
57,Madden NFL 2004,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.5  ,N/A  ,N/A,5.23m,4.26m,0.26m,0.01m,0.71m,12th Aug 03  ,N/A
58,FIFA 13,X360,EA Sports  ,EA Canada  ,9.3  ,N/A  ,N/A  ,N/A,5.11m,1.10m,3.49m,0.03m,0.50m,25th Sep 12  ,06th Apr 18
59,Mario & Sonic at the Olympic Games,DS,Sega  ,Sega  ,N/A  ,7.0  ,N/A  ,N/A,5.10m,1.63m,2.46m,0.44m,0.57m,22nd Jan 08  ,N/A
60,FIFA Soccer 11,PS3,EA Sports  ,EA Canada  ,8.6  ,8.7  ,N/A  ,N/A,5.08m,0.61m,3.28m,0.06m,1.12m,28th Sep 10  ,N/A
61,Tony Hawk's Pro Skater,PS,Activision  ,Neversoft Entertainment  ,N/A  ,9.6  ,N/A  ,N/A,5.02m,3.42m,1.38m,0.02m,0.20m,31st Aug 99  ,N/A
62,Madden NFL 11,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,10th Aug 10  ,20th Oct 20
63,Madden NFL 12,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,30th Aug 11  ,15th Oct 20
64,Madden NFL 2004,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,12th Aug 03  ,19th Oct 22
65,Tecmo Bowl,Series,Tecmo  ,Tecmo  ,N/A  ,N/A  ,N/A  ,5.00m,N/A,N/A,N/A,N/A,N/A,01st Dec 87  ,08th Feb 20
66,Madden NFL 06,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.1  ,N/A  ,N/A,4.91m,3.98m,0.26m,0.01m,0.66m,08th Aug 05  ,N/A
67,Tony Hawk's Pro Skater 2,PS,Activision  ,Neversoft Entertainment  ,N/A  ,9.3  ,N/A  ,N/A,4.68m,3.05m,1.41m,0.02m,0.20m,20th Sep 00  ,N/A
68,FIFA 15,PS3,EA Sports  ,EA Canada  ,N/A  ,6.9  ,N/A  ,N/A,4.56m,0.59m,3.25m,0.04m,0.68m,23rd Sep 14  ,23rd Mar 18
69,Mario & Sonic at the Olympic Winter Games,Wii,Sega  ,Sega  ,N/A  ,6.8  ,N/A  ,N/A,4.54m,1.87m,1.97m,0.22m,0.48m,13th Oct 09  ,N/A
70,Madden NFL 2005,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.5  ,N/A  ,N/A,4.53m,4.18m,0.26m,0.01m,0.08m,09th Aug 04  ,N/A
71,FIFA 08,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,08th Oct 07  ,17th Apr 21
72,FIFA Football 2005,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,12th Oct 04  ,15th Oct 20
73,Madden NFL 08,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,14th Aug 07  ,19th Oct 22
74,Madden NFL 09,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,12th Aug 08  ,22nd Oct 20
75,NBA 2K13,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,4.50m,N/A,N/A,N/A,N/A,N/A,02nd Oct 12  ,22nd Oct 20
76,Tony Hawk's Pro Skater 3,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,9.1  ,N/A  ,N/A,4.41m,2.66m,1.29m,0.01m,0.46m,28th Oct 01  ,N/A
77,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,8.8  ,N/A  ,N/A,4.39m,0.10m,2.39m,1.05m,0.86m,06th Feb 07  ,N/A
78,Mario Tennis Aces,NS,Nintendo  ,Camelot Software Planning  ,7.0  ,7.8  ,N/A  ,4.28m,N/A,N/A,N/A,N/A,N/A,22nd Jun 18  ,14th Jun 18
79,FIFA Soccer 06,PS2,EA Sports  ,EA Canada  ,N/A  ,8.4  ,N/A  ,N/A,4.21m,0.78m,2.55m,0.04m,0.84m,04th Oct 05  ,N/A
80,FIFA Soccer 12,X360,EA Sports  ,EA Canada  ,N/A  ,9.2  ,N/A  ,N/A,4.18m,0.85m,2.79m,0.02m,0.52m,27th Sep 11  ,N/A
81,Tennis,All,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,4.16m,N/A,N/A,N/A,N/A,N/A,18th Oct 85  ,05th Dec 20
82,FIFA 14,X360,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,4.15m,0.94m,2.92m,0.01m,0.29m,24th Sep 13  ,15th Sep 18
83,Madden NFL 2003,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.4  ,N/A  ,N/A,4.14m,3.36m,0.21m,0.01m,0.56m,12th Aug 02  ,N/A
84,FIFA 07 Soccer,PS2,EA Sports  ,Team Fusion  ,N/A  ,8.4  ,N/A  ,N/A,4.11m,0.71m,2.48m,0.03m,0.89m,03rd Oct 06  ,N/A
85,World Soccer Winning Eleven 9,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,8.9  ,N/A  ,N/A,4.06m,0.12m,2.26m,0.90m,0.77m,07th Feb 06  ,N/A
86,Golf,NES,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,4.01m,N/A,N/A,N/A,N/A,N/A,18th Oct 85  ,N/A
87,Madden NFL 10,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,13th Aug 09  ,15th Oct 20
88,Madden NFL 2005,All,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,09th Aug 04  ,19th Oct 22
89,NBA 2K12,All,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,04th Oct 11  ,22nd Oct 20
90,WWE SmackDown vs. Raw 2009,All,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,4.00m,N/A,N/A,N/A,N/A,N/A,09th Nov 08  ,24th Oct 20
91,NBA 2K16,PS4,2K Sports  ,Visual Concepts  ,N/A  ,8.7  ,N/A  ,N/A,3.98m,2.56m,0.66m,0.05m,0.71m,29th Sep 15  ,28th Mar 18
92,Tony Hawk's Underground,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,8.7  ,N/A  ,N/A,3.90m,2.29m,1.17m,0.01m,0.42m,27th Oct 03  ,N/A
93,Sports Champions,PS3,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.6  ,7.6  ,N/A  ,N/A,3.88m,2.15m,1.13m,0.10m,0.50m,17th Sep 10  ,N/A
94,World Soccer Winning Eleven 8 International,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,9.3  ,N/A  ,N/A,3.85m,0.16m,1.89m,1.12m,0.68m,01st Feb 05  ,N/A
95,FIFA 17,XOne,Electronic Arts  ,EA Canada  ,N/A  ,8.8  ,N/A  ,N/A,3.71m,1.04m,2.40m,N/A,0.27m,27th Sep 16  ,28th Mar 18
96,FIFA Soccer 2005,PS2,EA Sports  ,EA Canada  ,N/A  ,8.4  ,N/A  ,N/A,3.70m,0.58m,2.48m,0.04m,0.59m,12th Oct 04  ,N/A
97,Tony Hawk's Pro Skater 4,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,9.6  ,N/A  ,N/A,3.67m,2.13m,1.18m,0.01m,0.35m,23rd Oct 02  ,N/A
98,Pro Evolution Soccer 2008,PS2,Konami  ,Konami  ,N/A  ,8.2  ,N/A  ,N/A,3.63m,0.05m,0.00m,0.64m,2.93m,11th Mar 08  ,N/A
99,FIFA Soccer 10,PS3,EA Sports  ,EA Canada  ,9.0  ,9.0  ,N/A  ,N/A,3.63m,0.60m,2.46m,0.05m,0.52m,20th Oct 09  ,N/A
100,NBA 2K17,PS4,2K Sports  ,Visual Concepts  ,N/A  ,9.0  ,N/A  ,N/A,3.52m,2.28m,0.59m,0.03m,0.63m,16th Sep 16  ,28th Mar 18
101,FIFA Soccer 11,X360,EA Sports  ,EA Canada  ,N/A  ,8.7  ,N/A  ,N/A,3.52m,0.71m,2.39m,0.02m,0.40m,28th Sep 10  ,N/A
102,Mario Tennis,All,Nintendo  ,Camelot Software Planning  ,N/A  ,N/A  ,N/A  ,3.50m,N/A,N/A,N/A,N/A,N/A,28th Aug 00  ,05th Dec 20
103,WWE SmackDown vs. Raw 2010,All,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,3.50m,N/A,N/A,N/A,N/A,N/A,20th Oct 09  ,24th Oct 20
104,WWE SmackDown vs. Raw 2011,All,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,3.50m,N/A,N/A,N/A,N/A,N/A,06th Oct 10  ,24th Oct 20
105,FIFA Soccer 2004,PS2,EA Sports  ,EA Canada  ,N/A  ,8.0  ,N/A  ,N/A,3.49m,0.59m,2.36m,0.04m,0.51m,04th Nov 03  ,N/A
106,Mario & Sonic at the Olympic Winter Games,DS,Sega  ,Sega  ,N/A  ,7.6  ,N/A  ,N/A,3.47m,1.21m,1.63m,0.27m,0.37m,13th Oct 09  ,N/A
107,FIFA 14,PS4,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,3.43m,0.62m,2.18m,0.12m,0.51m,15th Nov 13  ,15th Sep 18
108,FIFA Soccer 2003,PS2,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,3.40m,0.46m,2.28m,0.05m,0.61m,14th Nov 02  ,N/A
109,Mario Baseball,Series,Nintendo  ,Namco  ,N/A  ,N/A  ,N/A  ,3.37m,N/A,N/A,N/A,N/A,N/A,29th Aug 05  ,21st Feb 20
110,NBA 2K18,PS4,2K Sports  ,Visual Concepts  ,N/A  ,8.1  ,N/A  ,N/A,3.34m,2.13m,0.57m,0.04m,0.59m,19th Sep 17  ,02nd Apr 18
111,Madden NFL 16,PS4,EA Sports  ,EA Tiburon  ,N/A  ,8.2  ,N/A  ,N/A,3.30m,2.39m,0.31m,N/A,0.61m,25th Aug 15  ,31st Mar 18
112,Madden NFL 17,PS4,EA Sports  ,EA Tiburon  ,N/A  ,8.5  ,N/A  ,N/A,3.28m,2.30m,0.37m,N/A,0.60m,23rd Aug 16  ,01st Apr 18
113,FIFA 16,XOne,EA Sports  ,EA Canada  ,N/A  ,8.5  ,N/A  ,N/A,3.25m,0.92m,2.10m,N/A,0.24m,22nd Sep 15  ,01st Apr 18
114,Baseball,NES,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,3.20m,N/A,N/A,N/A,N/A,N/A,01st Oct 85  ,N/A
115,FIFA Soccer 08,PS2,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,3.14m,0.68m,0.00m,N/A,2.46m,09th Oct 07  ,N/A
116,FIFA 18,XOne,EA Sports  ,EA Vancouver  ,N/A  ,8.0  ,N/A  ,N/A,3.14m,0.98m,1.92m,N/A,0.23m,29th Sep 17  ,02nd Apr 18
117,NBA 2K13,X360,2K Sports  ,Visual Concepts  ,N/A  ,8.6  ,N/A  ,N/A,3.11m,2.62m,0.21m,0.01m,0.28m,02nd Oct 12  ,04th Jan 18
118,Madden NFL 2002,PS2,EA Sports  ,EA Sports  ,N/A  ,N/A  ,N/A  ,N/A,3.08m,2.50m,0.16m,0.01m,0.42m,19th Aug 01  ,N/A
119,World Class Track Meet,NES,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,3.08m,N/A,N/A,N/A,N/A,N/A,01st Sep 87  ,N/A
120,Kinect Sports,X360,Microsoft Game Studios  ,Rare Ltd.  ,N/A  ,7.4  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,04th Nov 10  ,N/A
121,PGA Tour 2K21,All,2K Sports  ,HB Studios  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,21st Aug 20  ,06th Nov 20
122,Shaun White Snowboarding,All,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,16th Nov 08  ,26th Nov 20
123,WWE 2K15,All,2K Sports  ,THQ  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,28th Oct 14  ,24th Oct 20
124,WWE 2K17,All,2K Sports  ,THQ  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,11th Oct 16  ,24th Oct 20
125,Your Shape,Series,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,3.00m,N/A,N/A,N/A,N/A,N/A,24th Nov 09  ,10th Feb 20
126,World Soccer Winning Eleven 6 International,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,N/A  ,N/A  ,N/A,2.99m,0.12m,1.26m,1.16m,0.45m,11th Mar 03  ,N/A
127,Madden NFL 13,X360,EA Sports  ,EA Tiburon  ,8.3  ,8.0  ,N/A  ,N/A,2.93m,2.53m,0.16m,N/A,0.24m,28th Aug 12  ,04th Jan 18
128,FIFA 15,X360,EA Sports  ,EA Canada  ,N/A  ,6.9  ,N/A  ,N/A,2.91m,0.80m,1.90m,N/A,0.21m,23rd Sep 14  ,23rd Mar 18
129,WWE SmackDown! vs. Raw 2006,All,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,14th Nov 05  ,24th Oct 20
130,Sega Superstars Tennis,X360,Sega  ,Sumo Digital  ,N/A  ,6.9  ,N/A  ,N/A,2.89m,1.75m,0.86m,N/A,0.28m,18th Mar 08  ,N/A
131,Hot Shots Golf 3,PS2,Sony Computer Entertainment  ,Clap Hanz  ,N/A  ,N/A  ,N/A  ,N/A,2.89m,0.99m,0.32m,1.38m,0.20m,11th Mar 02  ,N/A
132,Zumba Fitness 2,Wii,Majesco  ,"Pipeworks Software, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,2.83m,1.52m,1.05m,N/A,0.26m,15th Nov 11  ,N/A
133,Madden NFL 10,X360,EA Sports  ,EA Tiburon  ,8.6  ,8.6  ,N/A  ,N/A,2.83m,2.52m,0.09m,N/A,0.22m,14th Aug 09  ,N/A
134,2006 FIFA World Cup,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,2.80m,N/A,N/A,N/A,N/A,N/A,24th Apr 06  ,01st Oct 22
135,Madden NFL 07,PS2,EA Sports  ,EA Tiburon  ,N/A  ,8.5  ,N/A  ,2.80m,N/A,N/A,N/A,N/A,N/A,22nd Aug 06  ,N/A
136,Hot Shots Golf,PS,Sony Computer Entertainment  ,Camelot Software Planning  ,N/A  ,N/A  ,N/A  ,N/A,2.79m,0.29m,0.20m,2.13m,0.18m,05th May 98  ,N/A
137,NBA Street,PS2,EA Sports BIG   ,NuFX  ,N/A  ,N/A  ,N/A  ,N/A,2.79m,2.19m,0.22m,N/A,0.38m,18th Jun 01  ,N/A
138,Madden NFL 13,PS3,EA Sports  ,EA Tiburon  ,N/A  ,8.3  ,N/A  ,N/A,2.71m,2.12m,0.24m,N/A,0.36m,28th Aug 12  ,04th Jan 18
139,Skate 3,X360,EA Sports  ,EA Black Box  ,7.7  ,8.3  ,N/A  ,N/A,2.71m,1.47m,0.99m,N/A,0.25m,11th May 10  ,N/A
140,World Soccer Winning Eleven 7 International,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,9.2  ,N/A  ,2.71m,N/A,N/A,N/A,N/A,N/A,17th Feb 04  ,N/A
141,Madden NFL 12,X360,EA Sports  ,EA Tiburon  ,N/A  ,7.8  ,N/A  ,N/A,2.70m,2.43m,0.11m,N/A,0.16m,30th Aug 11  ,N/A
142,Madden NFL 11,X360,EA Sports  ,EA Tiburon  ,N/A  ,8.3  ,N/A  ,N/A,2.69m,2.38m,0.12m,N/A,0.19m,10th Aug 10  ,N/A
143,NBA 2K12,X360,2K Sports  ,Visual Concepts  ,N/A  ,9.1  ,N/A  ,N/A,2.64m,2.32m,0.14m,0.01m,0.17m,04th Oct 11  ,N/A
144,NBA 2K13,PS3,2K Sports  ,Visual Concepts  ,N/A  ,8.9  ,N/A  ,N/A,2.63m,1.74m,0.46m,0.05m,0.39m,02nd Oct 12  ,04th Jan 18
145,NBA 2K19,PS4,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,2.63m,1.69m,0.44m,0.03m,0.47m,11th Sep 18  ,26th Sep 18
146,ESPN NFL 2K5,PS2,Sega  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,2.62m,2.15m,0.12m,N/A,0.36m,20th Jul 04  ,N/A
147,Madden NFL 18,PS4,EA Sports  ,EA Tiburon  ,N/A  ,8.2  ,N/A  ,N/A,2.62m,1.73m,0.42m,N/A,0.47m,25th Aug 17  ,03rd Apr 18
148,FIFA Soccer 10,X360,EA Sports  ,EA Canada  ,9.0  ,8.9  ,N/A  ,N/A,2.62m,0.60m,1.79m,0.01m,0.23m,20th Oct 09  ,N/A
